Unix	jday	Precipitation_rate
765158400	91	0
765162000	91	0
765165600	91	0
765169200	91	0
765172800	91	0
765176400	91	0
765180000	91	0
765183600	91	0
765187200	91	0
765190800	91	0
765194400	91	0
765198000	91	0
765201600	91	0
765205200	91	0
765208800	91	0
765212400	91	0
765216000	91	0
765219600	91	0
765223200	91	0
765226800	91	0
765230400	91	0
765234000	91	0
765237600	91	0
765241200	91	0
765244800	92	0
765248400	92	0
765252000	92	0
765255600	92	0
765259200	92	0
765262800	92	0
765266400	92	0
765270000	92	0
765273600	92	0
765277200	92	0
765280800	92	0
765284400	92	0
765288000	92	0
765291600	92	0
765295200	92	0
765298800	92	0
765302400	92	0
765306000	92	0
765309600	92	0
765313200	92	0
765316800	92	0
765320400	92	0
765324000	92	0
765327600	92	1.30848492558109e-06
765331200	93	2.9844343054372e-05
765334800	93	0.00013142550421421
765338400	93	0.00029043245082853
765342000	93	0.000389999086175518
765345600	93	0.000361667574582999
765349200	93	0.000307069745377424
765352800	93	0
765356400	93	0
765360000	93	0
765363600	93	0
765367200	93	0
765370800	93	0
765374400	93	0
765378000	93	0
765381600	93	0
765385200	93	0
765388800	93	0
765392400	93	0
765396000	93	0
765399600	93	0
765403200	93	0
765406800	93	0
765410400	93	0
765414000	93	0
765417600	94	0
765421200	94	0
765424800	94	0
765428400	94	0
765432000	94	0
765435600	94	0
765439200	94	0
765442800	94	0
765446400	94	0
765450000	94	0
765453600	94	0
765457200	94	0
765460800	94	0
765464400	94	0
765468000	94	0
765471600	94	0
765475200	94	0
765478800	94	0
765482400	94	0
765486000	94	0
765489600	94	0
765493200	94	0
765496800	94	0
765500400	94	0
765504000	95	0
765507600	95	0
765511200	95	0
765514800	95	0
765518400	95	0
765522000	95	0
765525600	95	0
765529200	95	0
765532800	95	0
765536400	95	0
765540000	95	0
765543600	95	0
765547200	95	0
765550800	95	0
765554400	95	0
765558000	95	0
765561600	95	0
765565200	95	0
765568800	95	0
765572400	95	0
765576000	95	0
765579600	95	0
765583200	95	0
765586800	95	0
765590400	96	0
765594000	96	0
765597600	96	0
765601200	96	0
765604800	96	0
765608400	96	0
765612000	96	0
765615600	96	0
765619200	96	0
765622800	96	0
765626400	96	0
765630000	96	0
765633600	96	0
765637200	96	0
765640800	96	0
765644400	96	0
765648000	96	0
765651600	96	0
765655200	96	0
765658800	96	0
765662400	96	0
765666000	96	0
765669600	96	0
765673200	96	0
765676800	97	0
765680400	97	0
765684000	97	0
765687600	97	0
765691200	97	0
765694800	97	0
765698400	97	0
765702000	97	0
765705600	97	0
765709200	97	0
765712800	97	0
765716400	97	0
765720000	97	0
765723600	97	0
765727200	97	0
765730800	97	0
765734400	97	0
765738000	97	0
765741600	97	0
765745200	97	0
765748800	97	0
765752400	97	0
765756000	97	0
765759600	97	0
765763200	98	0
765766800	98	0
765770400	98	0
765774000	98	0
765777600	98	0
765781200	98	0
765784800	98	0
765788400	98	0
765792000	98	0
765795600	98	0
765799200	98	0
765802800	98	0
765806400	98	0
765810000	98	0
765813600	98	0
765817200	98	0
765820800	98	0
765824400	98	0
765828000	98	0
765831600	98	0
765835200	98	9.11074308056703e-07
765838800	98	3.94982281780559e-06
765842400	98	5.01415305760136e-06
765846000	98	4.10406530366554e-06
765849600	99	0
765853200	99	0
765856800	99	7.61347837867983e-08
765860400	99	1.52269567573597e-07
765864000	99	1.06433032606188e-06
765867600	99	2.05252587699249e-06
765871200	99	5.87566112821908e-06
765874800	99	4.14243802201492e-06
765878400	99	4.06728966258099e-06
765882000	99	4.08008056675857e-06
765885600	99	3.24514117203239e-06
765889200	99	3.15720190842088e-06
765892800	99	0
765896400	99	0
765900000	99	0
765903600	99	0
765907200	99	0
765910800	99	0
765914400	99	9.86450431581248e-10
765918000	99	0
765921600	99	0
765925200	99	0
765928800	99	0
765932400	99	0
765936000	100	0
765939600	100	0
765943200	100	0
765946800	100	0
765950400	100	0
765954000	100	0
765957600	100	0
765961200	100	0
765964800	100	0
765968400	100	0
765972000	100	0
765975600	100	0
765979200	100	0
765982800	100	0
765986400	100	0
765990000	100	0
765993600	100	0
765997200	100	0
766000800	100	0
766004400	100	0
766008000	100	0
766011600	100	0
766015200	100	0
766018800	100	0
766022400	101	0
766026000	101	0
766029600	101	0
766033200	101	0
766036800	101	0
766040400	101	0
766044000	101	0
766047600	101	0
766051200	101	0
766054800	101	0
766058400	101	0
766062000	101	0
766065600	101	0
766069200	101	0
766072800	101	0
766076400	101	0
766080000	101	0
766083600	101	0
766087200	101	0
766090800	101	0
766094400	101	0
766098000	101	0
766101600	101	0
766105200	101	0
766108800	102	0
766112400	102	0
766116000	102	0
766119600	102	0
766123200	102	0
766126800	102	0
766130400	102	0
766134000	102	0
766137600	102	0
766141200	102	0
766144800	102	0
766148400	102	0
766152000	102	0
766155600	102	0
766159200	102	0
766162800	102	0
766166400	102	0
766170000	102	0
766173600	102	0
766177200	102	0
766180800	102	0
766184400	102	0
766188000	102	0
766191600	102	0
766195200	103	0
766198800	103	0
766202400	103	0
766206000	103	0
766209600	103	0
766213200	103	0
766216800	103	0
766220400	103	0
766224000	103	0
766227600	103	0
766231200	103	0
766234800	103	0
766238400	103	0
766242000	103	0
766245600	103	0
766249200	103	0
766252800	103	0
766256400	103	0
766260000	103	9.86450431581248e-10
766263600	103	1.56215369299922e-07
766267200	103	2.35309513149133e-07
766270800	103	7.00996286953053e-07
766274400	103	1.41379702910627e-06
766278000	103	2.13251640482908e-06
766281600	104	4.64731004605561e-06
766285200	104	7.8613338817085e-06
766288800	104	1.1435382492214e-05
766292400	104	1.59352686907069e-05
766296000	104	1.22663756968718e-05
