Unix	jday	U-component_of_wind
683683200	244	-6.38585761146224
683686800	244	-6.21327023177658
683690400	244	-6.05256138049432
683694000	244	-5.98432323737432
683697600	244	-6.11538428476168
683701200	244	-6.01650685829468
683704800	244	-4.79014645860029
683708400	244	-4.65668293708278
683712000	244	-3.38224266920229
683715600	244	-2.23262534870447
683719200	244	-2.2937958189201
683722800	244	-2.3719108051822
683726400	244	-1.9601780701076
683730000	244	-2.48591212746663
683733600	244	-2.11017420693708
683737200	244	-1.5348182308217
683740800	244	-1.27583774076532
683744400	244	-1.25160351744464
683748000	244	-0.960968717396686
683751600	244	-1.81992342931624
683755200	244	-2.63132831392216
683758800	244	-3.04588898827212
683762400	244	-3.14423453145404
683766000	244	-3.06363932698995
683769600	245	-2.86636944287452
683773200	245	-2.29218523635081
683776800	245	-2.60448270325316
683780400	245	-3.20014931594835
683784000	245	-3.44277689896507
683787600	245	-3.73427855474845
683791200	245	-3.25958867080681
683794800	245	-3.93570082254459
683798400	245	-3.65418364751287
683802000	245	-2.06419323642436
683805600	245	-0.144497187064143
683809200	245	1.7881924545009
683812800	245	2.21745568094347
683816400	245	4.29652456887957
683820000	245	5.49043688881992
683823600	245	6.37821836979595
683827200	245	6.45521645146634
683830800	245	6.46565074117358
683834400	245	6.28675622394952
683838000	245	4.58200691940898
683841600	245	3.49269929173677
683845200	245	2.94922365767148
683848800	245	3.23488394313744
683852400	245	3.68726172289525
683856000	246	2.3947990325833
683859600	246	3.51038501786022
683863200	246	3.83834053102417
683866800	246	3.81360054623819
683870400	246	3.57787058246405
683874000	246	3.39088185082667
683877600	246	1.01806292917447
683881200	246	1.4606254290429
683884800	246	1.62845906286607
683888400	246	1.57446133793024
683892000	246	1.43130168469404
683895600	246	1.33107342480828
683899200	246	1.56689259706196
683902800	246	1.54893504393753
683906400	246	1.55253117508097
683910000	246	1.24434784603602
683913600	246	0.890525374293094
683917200	246	0.433150393084978
683920800	246	0.704276460473346
683924400	246	-0.325437797254871
683928000	246	-1.24405282269604
683931600	246	-1.36086665289252
683935200	246	-0.425764791031679
683938800	246	0.563915124476532
683942400	247	0.220767132412394
683946000	247	1.45431197052016
683949600	247	2.04453181994977
683953200	247	2.24887325947627
683956800	247	1.61082010539589
683960400	247	0.839766973087582
683964000	247	-0.212283321656647
683967600	247	-1.27303464328021
683971200	247	-1.96434128568012
683974800	247	-2.24469190201403
683978400	247	-2.30888825763955
683982000	247	-2.4300325084884
683985600	247	-3.08424823141874
683989200	247	-2.54285978491211
683992800	247	-2.48474400523843
683996400	247	-2.47599844677148
6.84e+08	247	-2.55624322188295
684003600	247	-2.58072758672841
684007200	247	-1.11591340140424
684010800	247	-2.22794686304937
684014400	247	-2.47415931445503
684018000	247	-2.22792174203201
684021600	247	-1.37765004802399
684025200	247	-0.329380738946469
684028800	248	0.515000525689299
684032400	248	1.29054069287127
684036000	248	1.59074913847753
684039600	248	1.34976390819075
684043200	248	0.8729825463449
684046800	248	0.286286162138209
684050400	248	-1.95805514188154
684054000	248	-2.35958498380839
684057600	248	-2.75245071697231
684061200	248	-2.90450176722669
684064800	248	-2.90629322468584
684068400	248	-3.02373939519535
684072000	248	-0.968957607468263
684075600	248	-2.93531185945484
684079200	248	-3.44541727000393
684082800	248	-3.67606745536081
684086400	248	-3.54352400382115
684090000	248	-3.35495899237811
684093600	248	-1.08948527559091
684097200	248	-1.60472390390133
684100800	248	-1.45756048020133
684104400	248	-0.988879690176564
684108000	248	-0.0825749982037953
684111600	248	0.675455042306464
684115200	249	1.43667890723789
684118800	249	1.61342331547782
684122400	249	2.04341899402543
684126000	249	2.10162410395442
684129600	249	1.50260159910652
684133200	249	0.865869431863156
684136800	249	-0.882067662891844
684140400	249	-0.629147864731691
684144000	249	-0.538389654271616
684147600	249	-0.476313677336807
684151200	249	-0.743872511959531
684154800	249	-0.913534355902873
684158400	249	-2.43075191934344
684162000	249	-2.06045412698506
684165600	249	-2.13850491570803
684169200	249	-2.03547927616318
684172800	249	-1.93178354903871
684176400	249	-2.06630706365203
684180000	249	-2.83580606383106
684183600	249	-2.81246622838618
684187200	249	-2.87591391490126
684190800	249	-2.81249039915835
684194400	249	-2.3580467115641
684198000	249	-1.9872110124566
684201600	250	0.164670936966796
684205200	250	-0.355271803872858
684208800	250	-0.790144760438704
684212400	250	-0.806811927912304
684216000	250	-0.724124271016452
684219600	250	-0.860365160762736
684223200	250	-1.4149725974951
684226800	250	-2.16271985894255
684230400	250	-2.61257354279585
684234000	250	-2.87819535069409
684237600	250	-3.1892798381256
684241200	250	-3.42132911728233
684244800	250	-0.626480966669716
684248400	250	-2.88495267635486
684252000	250	-3.10116437343596
684255600	250	-3.05935133246263
684259200	250	-3.1146293528576
684262800	250	-3.11698214224653
684266400	250	-1.0820192819229
684270000	250	-2.74609689261059
684273600	250	-2.72851205952791
684277200	250	-2.53846436384664
684280800	250	-2.20988544124679
684284400	250	-1.68542912050325
684288000	251	-1.15291687122746
684291600	251	-0.3308978144946
684295200	251	-0.0979314122757031
684298800	251	-0.0153772277599098
684302400	251	-0.00717206978177332
684306000	251	-0.0694102341437479
684309600	251	0.0811867446365879
684313200	251	-0.391627572449568
684316800	251	-1.15521228120512
684320400	251	-1.68514915283901
684324000	251	-1.80367804194653
684327600	251	-1.81371549852331
684331200	251	-1.50226388256376
684334800	251	-1.0673233102714
684338400	251	-0.84726868209384
684342000	251	-0.76357929026343
684345600	251	-0.768685951592414
684349200	251	-0.789052352549591
684352800	251	-0.39831866706635
684356400	251	-0.800519706919722
684360000	251	-1.26664008739811
684363600	251	-1.69228416636243
684367200	251	-1.76435455797148
684370800	251	-1.41058023591535
684374400	252	1.67307090154791
684378000	252	1.65821077878021
684381600	252	2.14930060558461
684385200	252	2.25950965943566
684388800	252	2.06690431048085
684392400	252	2.05133034644828
684396000	252	4.20308386117487
684399600	252	3.47708993614659
684403200	252	3.04560392611159
684406800	252	2.77828106587544
684410400	252	2.47068935258682
684414000	252	2.25166443362916
684417600	252	0.475609486256802
684421200	252	0.483302788681232
684424800	252	1.01228420929754
684428400	252	1.36394799549382
684432000	252	1.6981241611711
684435600	252	2.03706478131041
684439200	252	1.17367331732201
684442800	252	1.95316055578171
684446400	252	2.05760323463667
684450000	252	1.92268623383761
684453600	252	2.00282610644098
684457200	252	2.17359050684104
684460800	253	-0.596029416454286
684464400	253	2.09443106323739
684468000	253	2.97380928458819
684471600	253	3.45784954683912
684475200	253	3.2996442447722
684478800	253	3.19653917370316
684482400	253	3.38152320964542
684486000	253	2.58179289666341
684489600	253	2.18895765431373
684493200	253	1.97111328325444
684496800	253	1.79124497696798
684500400	253	1.48944900883853
684504000	253	2.3116083022872
684507600	253	1.52384649747592
684511200	253	0.772742164098669
684514800	253	-0.136904793195728
684518400	253	-0.554227569036515
684522000	253	-0.889845590808232
684525600	253	-0.261876661824232
684529200	253	-0.891919840656877
684532800	253	-1.49582472161793
684536400	253	-2.34435276510411
684540000	253	-1.87640601168696
684543600	253	-1.28733936451769
684547200	254	0.578230652652885
684550800	254	0.551360032661723
684554400	254	0.199147051874625
684558000	254	0.0272515405636164
684561600	254	-0.245169602093499
684565200	254	-0.543792704422712
684568800	254	0.56281778257076
684572400	254	-0.0863811588788256
684576000	254	0.0757815344363218
684579600	254	-0.0982779903696206
684583200	254	-0.549250798721613
684586800	254	-1.11798258686487
684590400	254	-1.00074906702392
684594000	254	-1.74549081112325
684597600	254	-1.64285065389415
684601200	254	-1.16768560397792
684604800	254	-1.32036671409383
684608400	254	-1.68247065517141
684612000	254	-2.81997829380898
684615600	254	-2.62044391577918
684619200	254	-2.61108473185263
684622800	254	-2.15877431109917
684626400	254	-1.86959514942649
684630000	254	-2.08251726148111
684633600	255	-5.85889629100585
