Unix	jday	Downward_Long.Wave_Rad_Flux
694224000	1	327.586634253593
694227600	1	328.167966317257
694231200	1	324.435717362432
694234800	1	320.406126084085
694238400	1	316.573924169426
694242000	1	313.538932962529
694245600	1	299.172463185858
694249200	1	298.214639290733
694252800	1	295.302671398023
694256400	1	292.260090409727
694260000	1	288.899044456327
694263600	1	285.791978309516
694267200	1	265.775247321009
694270800	1	264.2658146817
694274400	1	263.351345694073
694278000	1	262.737032562801
694281600	1	262.295431365229
694285200	1	261.934796036008
694288800	1	261.113008357246
694292400	1	261.939394073519
694296000	1	262.734231430194
694299600	1	263.810170815702
694303200	1	264.848262363017
694306800	1	266.070911952332
694310400	2	275.231400176753
694314000	2	275.864330530927
694317600	2	276.418193856971
694321200	2	277.480091410068
694324800	2	278.725393881894
694328400	2	280.232967120533
694332000	2	290.150697080859
694335600	2	289.674322083054
694339200	2	290.260959882383
694342800	2	291.43500933908
694346400	2	292.59335116899
694350000	2	293.838214161877
694353600	2	301.020529179693
694357200	2	301.042966231333
694360800	2	300.696724260714
694364400	2	300.54487002294
694368000	2	303.377916011468
694371600	2	306.618713259101
694375200	2	300.137980215639
694378800	2	301.008771719131
694382400	2	302.2241295498
694386000	2	305.264196558082
694389600	2	307.481305073928
694393200	2	309.21743938632
694396800	3	318.32968383439
694400400	3	317.969586527356
694404000	3	317.892505380883
694407600	3	317.977494991349
694411200	3	321.891464562301
694414800	3	328.799999809337
694418400	3	377.433164902893
694422000	3	376.74681743251
694425600	3	378.006346275211
694429200	3	378.431610907255
694432800	3	378.267324569002
694436400	3	377.867629859714
694440000	3	367.046501823384
694443600	3	366.619280224959
694447200	3	365.84402921404
694450800	3	365.62583108191
694454400	3	365.607171979255
694458000	3	365.374162491426
694461600	3	351.823023543528
694465200	3	351.982856640817
694468800	3	344.475603650308
694472400	3	339.73696449033
694476000	3	339.219505808146
694479600	3	342.048361703479
694483200	4	378.843161706883
694486800	4	378.649638651934
694490400	4	376.589205551478
694494000	4	374.288484226792
694497600	4	372.362561567858
694501200	4	370.478180186178
694504800	4	313.324253390152
694508400	4	312.810579158865
694512000	4	309.53044035278
694515600	4	307.659087654543
694519200	4	306.238453286833
694522800	4	305.087558423691
694526400	4	298.363789046747
694530000	4	297.469715392658
694533600	4	296.862195747922
694537200	4	296.152482318648
694540800	4	295.502780466173
694544400	4	294.811743576576
694548000	4	289.575268854207
694551600	4	290.972321938416
694555200	4	292.058565386252
694558800	4	293.345869738021
694562400	4	294.616603979837
694566000	4	295.762507868897
694569600	5	302.660144526049
694573200	5	303.354803925655
694576800	5	304.037590399011
694580400	5	304.756388004128
694584000	5	305.19355085388
694587600	5	305.433766952198
694591200	5	306.984806184975
694594800	5	306.247021250406
694598400	5	306.28584690134
694602000	5	306.234917097922
694605600	5	306.383286210422
694609200	5	306.688968582382
694612800	5	310.022550817679
694616400	5	309.731921240246
694620000	5	310.958661146941
694623600	5	311.552479174386
694627200	5	313.035062003419
694630800	5	314.85332811737
694634400	5	360.494553201716
694638000	5	361.117980272171
694641600	5	356.881065563204
694645200	5	357.027783286773
694648800	5	353.098527585208
694652400	5	350.758849246497
694656000	6	356.938698007868
694659600	6	355.947607172358
694663200	6	357.20455453031
694666800	6	366.015896820239
694670400	6	372.124960008131
694674000	6	375.932285963675
694677600	6	390.368881472237
694681200	6	391.024766437072
694684800	6	391.671341586912
694688400	6	392.359620769161
694692000	6	392.922675695152
694695600	6	393.490248154071
694699200	6	398.153778644155
694702800	6	397.950897809029
694706400	6	394.042734119923
694710000	6	388.240378356073
694713600	6	381.567972706099
694717200	6	374.520837731601
694720800	6	329.881090469055
694724400	6	330.986542497093
694728000	6	330.429075177466
694731600	6	329.346912965119
694735200	6	328.498070954078
694738800	6	328.231961145122
694742400	7	329.348635570915
694746000	7	329.408579117119
694749600	7	328.458408096585
694753200	7	328.13819537694
694756800	7	328.091854528405
694760400	7	328.139681773143
694764000	7	331.858374816574
694767600	7	331.527039803135
694771200	7	344.611279503451
694774800	7	352.692921220139
694778400	7	358.219831795245
694782000	7	362.355819831384
694785600	7	381.845121185501
694789200	7	381.871554515546
694792800	7	382.550031322794
694796400	7	381.906393059553
694800000	7	381.138268957451
694803600	7	380.692285952787
694807200	7	374.641148031055
694810800	7	375.684071129753
694814400	7	377.182216022582
694818000	7	376.818919038473
694821600	7	376.786017288791
694825200	7	376.465148561103
694828800	8	378.250298112749
694832400	8	378.58731569996
694836000	8	381.052108234384
694839600	8	381.828205822198
694843200	8	382.690112648436
694846800	8	383.560064852418
694850400	8	387.11107760429
694854000	8	386.985788431814
694857600	8	386.285170122938
694861200	8	385.32156037396
694864800	8	384.65137870594
694868400	8	384.10124873418
694872000	8	382.130015338201
694875600	8	382.436184243169
694879200	8	382.425484801776
694882800	8	382.309321414359
694886400	8	382.167843447094
694890000	8	382.29293690397
694893600	8	378.740586641058
694897200	8	378.997124600009
694900800	8	379.924846788011
694904400	8	380.389338934709
694908000	8	380.663026343814
694911600	8	380.652102683507
694915200	9	380.936587385134
694918800	9	381.259702716046
694922400	9	381.169320754867
694926000	9	376.183692960028
694929600	9	370.080056672357
694933200	9	362.57211248614
694936800	9	322.016862052429
694940400	9	321.242033470989
