Unix	jday	V-component_of_wind
1151712000	182	-2.44430470317606
1151715600	182	-2.76473526179729
1151719200	182	-2.28603878445425
1151722800	182	-1.77810040213288
1151726400	182	-1.8176156714763
1151730000	182	-2.08603769698345
1151733600	182	-3.18398114803866
1151737200	182	-3.18902324966117
1151740800	182	-2.56927466556081
1151744400	182	-2.17462151561017
1151748000	182	-2.10004182423011
1151751600	182	-2.08622083765497
1151755200	182	-1.8870524704165
1151758800	182	-2.64486648534263
1151762400	182	-2.81586183179407
1151766000	182	-2.64434536913106
1151769600	182	-2.47416006288208
1151773200	182	-2.36826706201229
1151776800	182	-1.54065990509021
1151780400	182	-2.34797645494803
1151784000	182	-2.7221612018696
1151787600	182	-2.61341741625751
1151791200	182	-2.56230819394814
1151794800	182	-2.57136458976966
1151798400	183	-1.01884044437992
1151802000	183	-2.29138888702356
1151805600	183	-2.38813897335415
1151809200	183	-2.17711620847261
1151812800	183	-2.35582839310267
1151816400	183	-2.49001230658302
1151820000	183	-2.25465961649774
1151823600	183	-2.2149678851124
1151827200	183	-1.79447131209654
1151830800	183	-1.73459816422756
1151834400	183	-2.26351927138504
1151838000	183	-2.65564657054638
1151841600	183	-2.88296632900341
1151845200	183	-1.45306725384524
1151848800	183	-0.201714153476742
1151852400	183	0.506919285035105
1151856000	183	0.193719505798898
1151859600	183	-0.109435702223291
1151863200	183	-1.270275055677
1151866800	183	-1.27398525172037
1151870400	183	-1.74354997814564
1151874000	183	-2.28659474461747
1151877600	183	-2.65728674266972
1151881200	183	-3.11323356753169
1151884800	184	-3.63995486317252
1151888400	184	-4.77983790232216
1151892000	184	-5.10865400106959
1151895600	184	-4.93481806053503
1151899200	184	-4.49704840706114
1151902800	184	-4.32155731123479
1151906400	184	-3.22012228098197
1151910000	184	-3.55351196061034
1151913600	184	-3.2500290559764
1151917200	184	-2.92998758536535
1151920800	184	-2.40899201160002
1151924400	184	-1.86689090925531
1151928000	184	-3.17175886819435
1151931600	184	-1.14025138804786
1151935200	184	0.913249155634954
1151938800	184	1.51245723337436
1151942400	184	3.21011451222967
1151946000	184	6.15824365114797
1151949600	184	9.8140751269073
1151953200	184	10.8256016972507
1151956800	184	10.6697587216647
1151960400	184	10.6498204477391
1151964000	184	10.7520780608183
1151967600	184	10.8129025230268
1151971200	185	12.788250396
1151974800	185	11.5598145617981
1151978400	185	11.2528607483033
1151982000	185	10.9525931151812
1151985600	185	10.5403628268839
1151989200	185	10.2111462181751
1151992800	185	9.09701897749697
1151996400	185	8.69110449566536
1.152e+09	185	8.36459730244149
1152003600	185	8.20284451855188
1152007200	185	8.11895974628372
1152010800	185	7.98138857031444
1152014400	185	6.80364421083781
1152018000	185	6.64061657853928
1152021600	185	6.35023112605511
1152025200	185	6.09847796187431
1152028800	185	5.77534149011676
1152032400	185	5.48229454787055
1152036000	185	4.12392005179984
1152039600	185	4.81871964628791
1152043200	185	4.82943007049789
1152046800	185	4.87022649474903
1152050400	185	4.93833978642427
1152054000	185	4.95480885163492
1152057600	186	3.8910827832558
1152061200	186	4.45694366896132
1152064800	186	4.18084727848844
1152068400	186	3.81526746445184
1152072000	186	3.40039152999425
1152075600	186	3.02336116039964
1152079200	186	2.34014461987517
1152082800	186	2.77331202488733
1152086400	186	2.54509924809226
1152090000	186	2.18924462152513
1152093600	186	1.99710905695317
1152097200	186	1.85689534939151
1152100800	186	2.17218451299125
1152104400	186	1.95787622445044
1152108000	186	2.0551521856013
1152111600	186	1.77764191946924
1152115200	186	1.65850615106922
1152118800	186	1.54975220357823
1152122400	186	0.415962633360782
1152126000	186	0.379168109829317
1152129600	186	0.645369762557359
1152133200	186	1.56940109284396
1152136800	186	1.77776593014145
1152140400	186	2.14086870058928
1152144000	187	2.37850291004499
1152147600	187	2.51168662675214
1152151200	187	2.54965351710903
1152154800	187	2.96329976680917
1152158400	187	3.03369298803894
1152162000	187	3.2405769284819
1152165600	187	0.414340626739444
1152169200	187	1.03206535491186
1152172800	187	1.39709974736901
1152176400	187	1.78057624388787
1152180000	187	2.23673667676675
1152183600	187	2.74359509034325
1152187200	187	4.85358611590727
1152190800	187	4.33931992180104
1152194400	187	4.48504727017973
1152198000	187	4.26175933847666
1152201600	187	3.7866011080401
1152205200	187	3.29428177606293
1152208800	187	2.83045476416867
1152212400	187	2.67492961355053
1152216000	187	2.38801115516607
1152219600	187	2.10667572293976
1152223200	187	1.91809346601982
1152226800	187	1.89995062613048
1152230400	188	3.12424134932738
1152234000	188	2.01893533897664
1152237600	188	1.30846054670632
1152241200	188	0.650139546297601
1152244800	188	0.218153927686721
1152248400	188	-0.337690826632241
1152252000	188	-1.17809327862308
1152255600	188	-2.46132518064138
1152259200	188	-3.2240734919307
1152262800	188	-3.59785388737955
1152266400	188	-3.43912520768302
1152270000	188	-3.46569563455661
1152273600	188	-1.54555156834986
1152277200	188	-2.44242523458146
1152280800	188	-2.25828875992627
1152284400	188	-1.80579009878234
1152288000	188	-1.6185055823649
1152291600	188	-1.7901405287116
1152295200	188	-2.4395609862649
1152298800	188	-2.853827083737
1152302400	188	-2.7629259974382
1152306000	188	-2.05914450775976
1152309600	188	-1.96620337066408
1152313200	188	-1.91759689250261
1152316800	189	-1.62017271938107
1152320400	189	-2.53469764543735
1152324000	189	-2.96360225600681
1152327600	189	-3.33336377163717
1152331200	189	-4.32576420298871
1152334800	189	-5.36601024179383
1152338400	189	-5.17583581490473
1152342000	189	-5.765915981687
1152345600	189	-5.07820415510514
1152349200	189	-4.46313522741413
1152352800	189	-4.15040019949791
1152356400	189	-3.551479227282
1152360000	189	0.1955229439998
1152363600	189	1.04289378848949
1152367200	189	2.66484166681109
1152370800	189	3.29219573178554
1152374400	189	3.53707374876986
1152378000	189	3.6636815942652
1152381600	189	2.26860954264713
1152385200	189	1.95040698335051
1152388800	189	0.812561638071512
1152392400	189	-1.12552573699347
1152396000	189	-2.81731553217586
1152399600	189	-3.98180038111538
1152403200	190	-3.5620883059484
1152406800	190	-4.24754685518253
1152410400	190	-4.5382188402054
1152414000	190	-3.84738753010711
1152417600	190	-3.50784029617919
1152421200	190	-3.38796465253505
1152424800	190	-3.79222870838045
1152428400	190	-3.28977542692348
1152432000	190	-3.05424299218951
1152435600	190	-2.98549795643738
1152439200	190	-2.82944574892674
1152442800	190	-2.72450937370481
1152446400	190	0.259824821712227
