Unix	jday	V-component_of_wind
1146441600	121	2.96561949213543
1146445200	121	3.33617458970849
1146448800	121	3.64490048794087
1146452400	121	3.79753604427428
1146456000	121	3.48164363155417
1146459600	121	3.00250418794659
1146463200	121	2.54293038674543
1146466800	121	2.1448457978798
1146470400	121	1.94137181670055
1146474000	121	1.58999150281539
1146477600	121	1.08622774354654
1146481200	121	0.645300190784473
1146484800	121	0.608582676800756
1146488400	121	0.65443035532828
1146492000	121	0.588092125876649
1146495600	121	0.414102608557446
1146499200	121	0.292623850222099
1146502800	121	0.211935148198386
1146506400	121	0.0156927410825814
1146510000	121	-0.0482429478132996
1146513600	121	-0.0795464863935688
1146517200	121	-0.0234118243229802
1146520800	121	-0.065053202830436
1146524400	121	-0.170834318945499
1146528000	122	0.2868360385951
1146531600	122	0.660704988327424
1146535200	122	1.53829289288131
1146538800	122	2.11753827945394
1146542400	122	1.94103461613221
1146546000	122	1.54924068384978
1146549600	122	1.4620155511312
1146553200	122	1.3286847742955
1146556800	122	1.11089922105152
1146560400	122	0.616689158696265
1146564000	122	0.213619790523502
1146567600	122	-0.0346120291592172
1146571200	122	-0.963821968557109
1146574800	122	-0.81168718236768
1146578400	122	-0.411349359548139
1146582000	122	-0.0898541348965476
1146585600	122	0.0874631838223017
1146589200	122	0.249372252901408
1146592800	122	1.36945521421217
1146596400	122	1.08431174244242
1146600000	122	0.63063115393302
1146603600	122	-0.0693681297264152
1146607200	122	-0.531850086685314
1146610800	122	-0.725046038736604
1146614400	123	-0.417073582145389
1146618000	123	-0.943237032860737
1146621600	123	-1.05182881730971
1146625200	123	-1.12646877305274
1146628800	123	-1.21667898982652
1146632400	123	-0.948218553742487
1146636000	123	-0.51468816724112
1146639600	123	-0.622763348275802
1146643200	123	-0.524047358531144
1146646800	123	-0.20246083876345
1146650400	123	0.0133643798672397
1146654000	123	0.199779170767224
1146657600	123	-0.556110356177824
1146661200	123	-0.352614980380348
1146664800	123	-0.332063317677746
1146668400	123	-0.455874799560603
1146672000	123	-0.751321412386464
1146675600	123	-1.07426009409213
1146679200	123	-0.400646789543985
1146682800	123	-2.11058359610885
1146686400	123	-3.14559749230521
1146690000	123	-3.48048715981208
1146693600	123	-3.4434950704451
1146697200	123	-3.46952738705698
1146700800	124	-3.74553415731622
1146704400	124	-4.37272900803976
1146708000	124	-4.45569448613666
1146711600	124	-4.3769656671057
1146715200	124	-3.97348239871699
1146718800	124	-3.56128335751124
1146722400	124	-3.62247097519385
1146726000	124	-3.28265821966093
1146729600	124	-2.64460816916769
1146733200	124	-1.89246652388461
1146736800	124	-0.948336299157564
1146740400	124	-0.00780991118055071
1146744000	124	-0.570976054590819
1146747600	124	0.178829652885716
1146751200	124	0.782118998425042
1146754800	124	1.36360755466659
1146758400	124	2.12656802219586
1146762000	124	2.82898973398948
1146765600	124	3.00649726089893
1146769200	124	4.06239320639653
1146772800	124	4.65507372745604
1146776400	124	5.10818501986132
1146780000	124	5.57560082418473
1146783600	124	6.0830254243604
1146787200	125	6.42918427471238
1146790800	125	5.94999936833612
1146794400	125	5.81728136355533
1146798000	125	5.78438494523227
1146801600	125	5.46610949300992
1146805200	125	4.9059092845511
1146808800	125	4.85270647246713
1146812400	125	4.51013497919126
1146816000	125	4.2006866925162
1146819600	125	4.06204470302861
1146823200	125	3.96619405860346
1146826800	125	3.90906226241103
1146830400	125	3.55893440251967
1146834000	125	3.98953999532565
1146837600	125	4.01206720879814
1146841200	125	3.76014246466906
1146844800	125	3.45353631571541
1146848400	125	3.15012965966987
1146852000	125	3.06165327813008
1146855600	125	2.78793703932404
1146859200	125	2.57821065496703
1146862800	125	2.62778609126416
1146866400	125	3.51268001432892
1146870000	125	4.03514621478045
1146873600	126	5.62026090970551
1146877200	126	5.59090789493407
1146880800	126	5.48063673956215
1146884400	126	5.37698481334856
1146888000	126	4.95039136605789
1146891600	126	4.15426317485349
1146895200	126	2.23460120592957
1146898800	126	1.90862304373869
1146902400	126	1.52946769449682
1146906000	126	1.33886223508791
1146909600	126	1.29074218329795
1146913200	126	1.27841259824831
1146916800	126	1.14974111315519
1146920400	126	0.878696539048952
1146924000	126	0.910042415905812
1146927600	126	1.77083067883457
1146931200	126	3.13899803605735
1146934800	126	4.1161582348108
1146938400	126	4.95857306817568
1146942000	126	4.87389789303241
1146945600	126	4.88756538385534
1146949200	126	4.75126478823554
1146952800	126	4.40852695799584
1146956400	126	4.17703222245239
1146960000	127	4.84181793369762
1146963600	127	4.20699601816759
1146967200	127	3.70570227298881
1146970800	127	3.18411868841739
1146974400	127	2.5473121179492
1146978000	127	1.74073802168516
1146981600	127	1.44673906053271
1146985200	127	0.696423462640874
1146988800	127	0.157187997934516
1146992400	127	-0.182764825982772
1146996000	127	-0.686149790769734
1146999600	127	-1.15843527159112
1147003200	127	-1.77985443218557
1147006800	127	-1.85718130798121
1147010400	127	-1.89467285171282
1147014000	127	-1.99019553819254
1147017600	127	-2.29363465055573
1147021200	127	-2.55161160240245
1147024800	127	-1.45241191053809
1147028400	127	-2.80846311499312
1147032000	127	-3.60907573515287
1147035600	127	-4.00763921895028
1147039200	127	-4.10717115215765
1147042800	127	-4.3710617835713
1147046400	128	-4.18001671490604
1147050000	128	-4.34401895521557
1147053600	128	-4.49022332776817
1147057200	128	-4.71910500755549
1147060800	128	-4.87477723966134
1147064400	128	-4.83529669599349
1147068000	128	-4.68491970762888
1147071600	128	-5.37220114893881
1147075200	128	-5.60624552223809
1147078800	128	-5.60156484288627
1147082400	128	-5.4213008638842
1147086000	128	-5.26413429208528
1147089600	128	-6.86694507511766
1147093200	128	-5.99868576651732
1147096800	128	-5.33877515978745
1147100400	128	-4.96216288031684
1147104000	128	-4.96483005579491
1147107600	128	-4.92957201006728
1147111200	128	-4.92242949872319
1147114800	128	-5.35816884040887
1147118400	128	-5.07574103637208
1147122000	128	-5.01380678820563
