Unix	jday	hs
1138752000	32	0.62
1138762800	32	0.65
1138773600	32	0.7
1138784400	32	0.69
1138795200	32	0.66
1138806000	32	0.68
1138816800	32	0.85
1138827600	32	1.05
1138838400	33	1.39
1138849200	33	1.55
1138860000	33	1.54
1138870800	33	1.31
1138881600	33	1.08
1138892400	33	0.92
1138903200	33	1.12
1138914000	33	1.06
1138924800	34	0.96
1138935600	34	0.85
1138946400	34	0.8
1138957200	34	0.79
1138968000	34	0.73
1138978800	34	0.69
1138989600	34	0.67
1139000400	34	0.66
1139011200	35	0.67
1139022000	35	0.68
1139032800	35	0.7
1139043600	35	0.72
1139054400	35	0.71
1139065200	35	0.68
1139076000	35	0.66
1139086800	35	0.66
1139097600	36	0.92
1139108400	36	1.05
1139119200	36	1.11
1139130000	36	1.02
1139140800	36	0.87
1139151600	36	0.78
1139162400	36	0.71
1139173200	36	0.67
1139184000	37	0.65
1139194800	37	0.64
1139205600	37	0.69
1139216400	37	0.71
1139227200	37	0.78
1139238000	37	0.85
1139248800	37	0.98
1139259600	37	1.03
1139270400	38	1.18
1139281200	38	1.27
1139292000	38	1.25
1139302800	38	1.21
1139313600	38	1.19
1139324400	38	1.17
1139335200	38	1.1
1139346000	38	0.99
1139356800	39	0.93
1139367600	39	0.94
1139378400	39	0.97
1139389200	39	0.95
1139400000	39	1
1139410800	39	1.29
1139421600	39	1.64
1139432400	39	1.81
1139443200	40	1.94
1139454000	40	2.22
1139464800	40	2.46
1139475600	40	2.38
1139486400	40	2.25
1139497200	40	2.12
1139508000	40	2.01
1139518800	40	1.92
1139529600	41	1.88
1139540400	41	1.87
1139551200	41	1.91
1139562000	41	1.86
1139572800	41	1.79
1139583600	41	1.74
1139594400	41	1.69
1139605200	41	1.62
1139616000	42	1.6
1139626800	42	1.56
1139637600	42	1.51
1139648400	42	1.45
1139659200	42	1.4
1139670000	42	1.29
1139680800	42	1.18
1139691600	42	1.13
1139702400	43	1.09
1139713200	43	1.01
1139724000	43	0.95
1139734800	43	0.8
1139745600	43	0.62
1139756400	43	0.73
1139767200	43	0.78
1139778000	43	0.77
1139788800	44	0.75
1139799600	44	0.77
1139810400	44	0.89
1139821200	44	0.91
1139832000	44	0.85
1139842800	44	0.75
1139853600	44	0.73
1139864400	44	0.77
1139875200	45	0.78
1139886000	45	0.88
1139896800	45	0.72
1139907600	45	0.58
1139918400	45	0.62
1139929200	45	0.66
1139940000	45	0.57
1139950800	45	0.56
1139961600	46	0.61
1139972400	46	0.67
1139983200	46	0.71
1139994000	46	0.66
1140004800	46	0.62
1140015600	46	0.58
1140026400	46	0.54
1140037200	46	0.51
1140048000	47	0.5
1140058800	47	0.47
1140069600	47	0.49
1140080400	47	0.47
1140091200	47	0.44
1140102000	47	0.4
1140112800	47	0.46
1140123600	47	0.82
1140134400	48	0.92
1140145200	48	0.8
1140156000	48	0.66
1140166800	48	0.56
1140177600	48	0.51
1140188400	48	0.46
1140199200	48	0.45
1140210000	48	0.43
1140220800	49	0.89
1140231600	49	0.97
1140242400	49	1.14
1140253200	49	1.13
1140264000	49	1.12
1140274800	49	1.09
1140285600	49	1.05
1140296400	49	0.99
1140307200	50	1.01
1140318000	50	1.07
1140328800	50	1.18
1140339600	50	1.18
1140350400	50	1.18
1140361200	50	1.16
1140372000	50	1.15
1140382800	50	1.11
1140393600	51	1.08
1140404400	51	1.06
1140415200	51	1.04
1140426000	51	1
1140436800	51	0.99
1140447600	51	1
1140458400	51	1.01
1140469200	51	1.01
1140480000	52	1.01
1140490800	52	1.01
1140501600	52	1.03
1140512400	52	1.05
1140523200	52	1.14
1140534000	52	1.09
1140544800	52	1.08
1140555600	52	1.09
1140566400	53	1.1
1140577200	53	1.33
1140588000	53	1.29
1140598800	53	1.16
1140609600	53	1.13
1140620400	53	1.15
1140631200	53	1.16
1140642000	53	1.24
1140652800	54	1.54
1140663600	54	1.74
1140674400	54	1.75
1140685200	54	1.54
1140696000	54	1.25
1140706800	54	1.06
1140717600	54	0.92
1140728400	54	0.81
1140739200	55	0.73
1140750000	55	0.68
1140760800	55	0.64
1140771600	55	0.59
1140782400	55	0.56
1140793200	55	0.53
1140804000	55	0.54
1140814800	55	0.53
1140825600	56	0.53
1140836400	56	0.54
1140847200	56	0.8
1140858000	56	0.81
1140868800	56	0.79
1140879600	56	0.72
1140890400	56	0.91
1140901200	56	0.84
1140912000	57	0.77
1140922800	57	0.68
1140933600	57	0.69
1140944400	57	0.65
1140955200	57	0.62
1140966000	57	0.56
1140976800	57	0.5
1140987600	57	0.42
1140998400	58	0.36
1141009200	58	0.31
1141020000	58	0.31
1141030800	58	0.65
1141041600	58	0.54
1141052400	58	1.21
1141063200	58	1.77
1141074000	58	1.67
1141084800	59	1.47
1141095600	59	1.27
1141106400	59	1.02
1141117200	59	0.87
1141128000	59	0.78
1141138800	59	0.8
1141149600	59	0.79
1141160400	59	0.67
1141171200	60	0.57
