Unix	jday	hs
1235865600	60	1.75
1235876400	60	1.54
1235887200	60	1.36
1235898000	60	1.15
1235908800	60	0.97
1235919600	60	0.81
1235930400	60	0.67
1235941200	60	0.59
1235952000	61	0.55
1235962800	61	0.54
1235973600	61	0.71
1235984400	61	0.78
1235995200	61	0.74
1236006000	61	0.68
1236016800	61	0.63
1236027600	61	0.61
1236038400	62	0.66
1236049200	62	0.67
1236060000	62	0.65
1236070800	62	0.62
1236081600	62	0.65
1236092400	62	0.65
1236103200	62	0.6
1236114000	62	0.55
1236124800	63	0.85
1236135600	63	1.1
1236146400	63	1.25
1236157200	63	1.2
1236168000	63	1.05
1236178800	63	0.91
1236189600	63	0.93
1236200400	63	0.84
1236211200	64	0.77
1236222000	64	0.77
1236232800	64	0.88
1236243600	64	1.03
1236254400	64	1.13
1236265200	64	1.35
1236276000	64	1.65
1236286800	64	1.9
1236297600	65	1.89
1236308400	65	1.7
1236319200	65	1.58
1236330000	65	1.53
1236340800	65	1.54
1236351600	65	1.44
1236362400	65	1.31
1236373200	65	1.2
1236384000	66	1.13
1236394800	66	1
1236405600	66	0.92
1236416400	66	0.86
1236427200	66	0.82
1236438000	66	0.76
1236448800	66	0.69
1236459600	66	0.66
1236470400	67	0.67
1236481200	67	0.71
1236492000	67	1.06
1236502800	67	0.95
1236513600	67	1.01
1236524400	67	1.07
1236535200	67	1
1236546000	67	0.91
1236556800	68	0.97
1236567600	68	1.04
1236578400	68	1.01
1236589200	68	0.88
1236600000	68	0.73
1236610800	68	0.7
1236621600	68	0.63
1236632400	68	0.57
1236643200	69	0.73
1236654000	69	0.89
1236664800	69	0.75
1236675600	69	1.06
1236686400	69	1.12
1236697200	69	1.24
1236708000	69	1.41
1236718800	69	1.8
1236729600	70	1.99
1236740400	70	2.06
1236751200	70	2.02
1236762000	70	1.74
1236772800	70	1.38
1236783600	70	1.14
1236794400	70	0.96
1236805200	70	0.9
1236816000	71	0.79
1236826800	71	0.72
1236837600	71	0.76
1236848400	71	1.07
1236859200	71	1.51
1236870000	71	1.71
1236880800	71	1.75
1236891600	71	1.78
1236902400	72	1.75
1236913200	72	1.6
1236924000	72	1.53
1236934800	72	1.44
1236945600	72	1.43
1236956400	72	1.39
1236967200	72	1.33
1236978000	72	1.23
1236988800	73	1.17
1236999600	73	1.09
1237010400	73	1.04
1237021200	73	0.98
1237032000	73	0.94
1237042800	73	0.86
1237053600	73	0.81
1237064400	73	0.78
1237075200	74	0.84
1237086000	74	0.91
1237096800	74	1.01
1237107600	74	1.06
1237118400	74	1.16
1237129200	74	1.13
1237140000	74	1
1237150800	74	0.89
1237161600	75	0.92
1237172400	75	1.15
1237183200	75	1.17
1237194000	75	1.13
1237204800	75	1.35
1237215600	75	1.37
1237226400	75	1.19
1237237200	75	1.05
1237248000	76	0.97
1237258800	76	1
1237269600	76	1.08
1237280400	76	1.11
1237291200	76	1.1
1237302000	76	1.07
1237312800	76	1.03
1237323600	76	0.98
1237334400	77	0.93
1237345200	77	0.88
1237356000	77	0.85
1237366800	77	0.87
1237377600	77	0.94
1237388400	77	0.86
1237399200	77	0.74
1237410000	77	0.65
1237420800	78	0.58
1237431600	78	0.53
1237442400	78	0.48
1237453200	78	0.46
1237464000	78	0.45
1237474800	78	0.45
1237485600	78	0.51
1237496400	78	0.56
1237507200	79	0.6
1237518000	79	0.6
1237528800	79	0.61
1237539600	79	0.62
1237550400	79	0.61
1237561200	79	0.57
1237572000	79	0.54
1237582800	79	0.49
1237593600	80	0.63
1237604400	80	1.12
1237615200	80	1.42
1237626000	80	1.42
1237636800	80	1.49
1237647600	80	1.59
1237658400	80	1.59
1237669200	80	1.57
1237680000	81	1.47
1237690800	81	1.42
1237701600	81	1.48
1237712400	81	1.59
1237723200	81	1.59
1237734000	81	1.5
1237744800	81	1.39
1237755600	81	1.3
1237766400	82	1.21
1237777200	82	1.14
1237788000	82	1.06
1237798800	82	1
1237809600	82	0.95
1237820400	82	0.94
1237831200	82	0.95
1237842000	82	1.03
1237852800	83	1.19
1237863600	83	1.28
1237874400	83	1.3
1237885200	83	1.27
1237896000	83	1.24
1237906800	83	1.18
1237917600	83	1.14
1237928400	83	1.08
1237939200	84	1.04
1237950000	84	0.98
1237960800	84	0.94
1237971600	84	0.88
1237982400	84	0.85
1237993200	84	0.8
1238004000	84	0.76
1238014800	84	0.7
1238025600	85	0.78
1238036400	85	0.92
1238047200	85	0.97
1238058000	85	0.87
1238068800	85	0.81
1238079600	85	0.72
1238090400	85	0.62
1238101200	85	0.52
1238112000	86	0.44
1238122800	86	0.4
1238133600	86	0.72
1238144400	86	0.51
1238155200	86	0.46
1238166000	86	0.38
1238176800	86	0.3
1238187600	86	0.26
1238198400	87	0.26
1238209200	87	0.27
1238220000	87	0.52
1238230800	87	0.47
1238241600	87	0.4
1238252400	87	0.37
1238263200	87	0.34
1238274000	87	0.32
1238284800	88	0.3
1238295600	88	0.29
1238306400	88	0.29
1238317200	88	0.27
1238328000	88	0.27
1238338800	88	0.29
1238349600	88	0.3
1238360400	88	0.29
1238371200	89	0.28
1238382000	89	0.31
1238392800	89	0.38
1238403600	89	0.47
1238414400	89	0.55
1238425200	89	0.61
1238436000	89	0.61
1238446800	89	0.6
1238457600	90	0.67
1238468400	90	0.71
1238479200	90	0.72
1238490000	90	0.72
1238500800	90	0.81
1238511600	90	0.86
1238522400	90	0.9
1238533200	90	0.89
1238544000	91	0.86
