Unix	jday	hs
1207008000	92	1.3
1207018800	92	1.17
1207029600	92	1.05
1207040400	92	1.27
1207051200	92	1.55
1207062000	92	1.53
1207072800	92	1.37
1207083600	92	1.22
1207094400	93	1.08
1207105200	93	0.93
1207116000	93	0.75
1207126800	93	0.66
1207137600	93	0.6
1207148400	93	0.56
1207159200	93	0.55
1207170000	93	0.79
1207180800	94	0.92
1207191600	94	1.17
1207202400	94	1.27
1207213200	94	1.14
1207224000	94	0.95
1207234800	94	0.8
1207245600	94	0.74
1207256400	94	0.74
1207267200	95	0.79
1207278000	95	0.73
1207288800	95	0.59
1207299600	95	0.58
1207310400	95	0.61
1207321200	95	0.47
1207332000	95	0.84
1207342800	95	0.97
1207353600	96	0.78
1207364400	96	0.63
1207375200	96	0.55
1207386000	96	0.49
1207396800	96	0.44
1207407600	96	0.39
1207418400	96	0.35
1207429200	96	0.32
1207440000	97	0.3
1207450800	97	0.29
1207461600	97	0.29
1207472400	97	0.29
1207483200	97	0.31
1207494000	97	0.36
1207504800	97	0.44
1207515600	97	0.54
1207526400	98	0.63
1207537200	98	0.65
1207548000	98	0.63
1207558800	98	0.59
1207569600	98	0.56
1207580400	98	0.53
1207591200	98	0.54
1207602000	98	0.56
1207612800	99	0.6
1207623600	99	0.67
1207634400	99	0.78
1207645200	99	0.69
1207656000	99	0.67
1207666800	99	0.69
1207677600	99	0.73
1207688400	99	0.79
1207699200	100	0.98
1207710000	100	0.99
1207720800	100	1.01
1207731600	100	0.91
1207742400	100	0.88
1207753200	100	0.8
1207764000	100	0.77
1207774800	100	0.71
1207785600	101	0.67
1207796400	101	0.63
1207807200	101	0.85
1207818000	101	0.73
1207828800	101	0.64
1207839600	101	0.56
1207850400	101	0.52
1207861200	101	0.48
1207872000	102	0.47
1207882800	102	0.44
1207893600	102	0.43
1207904400	102	0.41
1207915200	102	0.4
1207926000	102	0.39
1207936800	102	0.4
1207947600	102	0.38
1207958400	103	0.38
1207969200	103	0.35
1207980000	103	0.36
1207990800	103	0.72
1208001600	103	0.62
1208012400	103	0.57
1208023200	103	0.53
1208034000	103	0.51
1208044800	104	0.53
1208055600	104	0.58
1208066400	104	0.64
1208077200	104	0.67
1208088000	104	0.7
1208098800	104	0.76
1208109600	104	0.82
1208120400	104	0.83
1208131200	105	0.85
1208142000	105	1.16
1208152800	105	1.43
1208163600	105	1.69
1208174400	105	2.22
1208185200	105	2.37
1208196000	105	2.17
1208206800	105	1.84
1208217600	106	1.53
1208228400	106	1.26
1208239200	106	1.19
1208250000	106	1.18
1208260800	106	1.14
1208271600	106	1.06
1208282400	106	0.95
1208293200	106	0.88
1208304000	107	0.84
1208314800	107	0.78
1208325600	107	0.72
1208336400	107	0.7
1208347200	107	0.72
1208358000	107	0.75
1208368800	107	0.77
1208379600	107	0.76
1208390400	108	0.73
1208401200	108	0.68
1208412000	108	0.65
1208422800	108	0.63
1208433600	108	0.63
1208444400	108	0.86
1208455200	108	0.81
1208466000	108	0.8
1208476800	109	0.91
1208487600	109	1.03
1208498400	109	1
1208509200	109	0.92
1208520000	109	0.88
1208530800	109	0.86
1208541600	109	1.03
1208552400	109	1.25
1208563200	110	1.37
1208574000	110	1.44
1208584800	110	1.5
1208595600	110	1.47
1208606400	110	1.39
1208617200	110	1.29
1208628000	110	1.21
1208638800	110	1.1
1208649600	111	1.02
1208660400	111	0.94
1208671200	111	0.88
1208682000	111	0.8
1208692800	111	0.74
1208703600	111	0.72
1208714400	111	0.66
1208725200	111	0.61
1208736000	112	0.61
1208746800	112	0.62
1208757600	112	0.64
1208768400	112	0.93
1208779200	112	0.69
1208790000	112	0.62
1208800800	112	0.78
1208811600	112	0.93
1208822400	113	1.04
1208833200	113	1
1208844000	113	1.04
1208854800	113	0.98
1208865600	113	0.99
1208876400	113	0.92
1208887200	113	1.09
1208898000	113	1.12
1208908800	114	1.33
1208919600	114	1.44
1208930400	114	1.66
1208941200	114	1.59
1208952000	114	1.61
1208962800	114	1.48
1208973600	114	1.47
1208984400	114	1.37
1208995200	115	1.36
1209006000	115	1.26
1209016800	115	1.24
1209027600	115	1.15
1209038400	115	1.13
1209049200	115	1.05
1209060000	115	1.06
1209070800	115	1.02
1209081600	116	1.02
1209092400	116	0.98
1209103200	116	0.97
1209114000	116	1.03
1209124800	116	1.09
1209135600	116	1.06
1209146400	116	1.04
1209157200	116	0.99
1209168000	117	0.97
1209178800	117	0.95
1209189600	117	0.97
1209200400	117	0.97
1209211200	117	1
1209222000	117	1.01
1209232800	117	1.04
1209243600	117	1.05
1209254400	118	1.04
1209265200	118	1.03
1209276000	118	1.25
1209286800	118	1.39
1209297600	118	1.42
1209308400	118	1.45
1209319200	118	1.45
1209330000	118	1.35
1209340800	119	1.23
1209351600	119	1.12
1209362400	119	1.02
1209373200	119	0.92
1209384000	119	0.93
1209394800	119	0.79
1209405600	119	0.69
1209416400	119	0.65
1209427200	120	0.7
1209438000	120	0.76
1209448800	120	0.82
1209459600	120	0.87
1209470400	120	0.98
1209481200	120	1.12
1209492000	120	1.14
1209502800	120	1.08
1209513600	121	1.06
1209524400	121	1.05
1209535200	121	1.2
1209546000	121	1.42
1209556800	121	1.59
1209567600	121	1.6
1209578400	121	1.55
1209589200	121	1.47
1209600000	122	1.4
