Unix	jday	hs
1146441600	121	1.63
1146452400	121	1.57
1146463200	121	1.52
1146474000	121	1.46
1146484800	121	1.4
1146495600	121	1.33
1146506400	121	1.27
1146517200	121	1.21
1146528000	122	1.14
1146538800	122	1.06
1146549600	122	0.99
1146560400	122	0.91
1146571200	122	0.84
1146582000	122	0.77
1146592800	122	0.72
1146603600	122	0.69
1146614400	123	0.7
1146625200	123	0.71
1146636000	123	0.73
1146646800	123	0.73
1146657600	123	0.72
1146668400	123	0.71
1146679200	123	0.76
1146690000	123	0.9
1146700800	124	1.09
1146711600	124	1.34
1146722400	124	1.61
1146733200	124	1.59
1146744000	124	1.46
1146754800	124	1.36
1146765600	124	1.32
1146776400	124	1.26
1146787200	125	1.31
1146798000	125	1.26
1146808800	125	1.23
1146819600	125	1.21
1146830400	125	1.2
1146841200	125	1.19
1146852000	125	1.2
1146862800	125	1.19
1146873600	126	1.2
1146884400	126	1.18
1146895200	126	1.15
1146906000	126	1.12
1146916800	126	1.12
1146927600	126	1.14
1146938400	126	1.17
1146949200	126	1.14
1146960000	127	1.12
1146970800	127	1.07
1146981600	127	1.02
1146992400	127	0.97
1147003200	127	0.94
1147014000	127	0.93
1147024800	127	0.95
1147035600	127	0.96
1147046400	128	1.01
1147057200	128	1.1
1147068000	128	1.28
1147078800	128	1.33
1147089600	128	1.37
1147100400	128	1.42
1147111200	128	1.58
1147122000	128	1.67
1147132800	129	1.8
1147143600	129	1.88
1147154400	129	1.98
1147165200	129	1.92
1147176000	129	1.73
1147186800	129	1.57
1147197600	129	1.48
1147208400	129	1.41
1147219200	130	1.39
1147230000	130	1.38
1147240800	130	1.37
1147251600	130	1.35
1147262400	130	1.32
1147273200	130	1.29
1147284000	130	1.27
1147294800	130	1.25
1147305600	131	1.22
1147316400	131	1.17
1147327200	131	1.11
1147338000	131	1.23
1147348800	131	1.5
1147359600	131	1.52
1147370400	131	1.49
1147381200	131	1.66
1147392000	132	1.92
1147402800	132	1.93
1147413600	132	1.73
1147424400	132	1.48
1147435200	132	1.25
1147446000	132	1.09
1147456800	132	0.99
1147467600	132	0.91
1147478400	133	0.84
1147489200	133	0.77
1147500000	133	0.7
1147510800	133	0.66
1147521600	133	0.61
1147532400	133	0.69
1147543200	133	0.6
1147554000	133	0.57
1147564800	134	0.57
1147575600	134	1.19
1147586400	134	1.48
1147597200	134	1.64
1147608000	134	1.7
1147618800	134	1.77
1147629600	134	1.78
1147640400	134	1.78
1147651200	135	1.77
1147662000	135	1.72
1147672800	135	1.61
1147683600	135	1.47
1147694400	135	1.36
1147705200	135	1.23
1147716000	135	1.09
1147726800	135	0.97
1147737600	136	0.93
1147748400	136	0.9
1147759200	136	0.91
1147770000	136	0.89
1147780800	136	0.88
1147791600	136	0.84
1147802400	136	0.81
1147813200	136	0.76
1147824000	137	0.73
1147834800	137	0.71
1147845600	137	0.7
1147856400	137	0.7
1147867200	137	0.7
1147878000	137	0.69
1147888800	137	0.69
1147899600	137	0.68
1147910400	138	0.69
1147921200	138	0.67
1147932000	138	0.66
1147942800	138	0.63
1147953600	138	0.68
1147964400	138	0.81
1147975200	138	0.9
1147986000	138	0.89
1147996800	139	0.83
1148007600	139	0.78
1148018400	139	0.74
1148029200	139	0.72
1148040000	139	0.81
1148050800	139	0.79
1148061600	139	0.82
1148072400	139	0.81
1148083200	140	0.87
1148094000	140	0.85
1148104800	140	0.88
1148115600	140	0.89
1148126400	140	0.85
1148137200	140	0.76
1148148000	140	0.69
1148158800	140	0.67
1148169600	141	0.85
1148180400	141	0.87
1148191200	141	0.82
1148202000	141	0.76
1148212800	141	0.68
1148223600	141	0.65
1148234400	141	0.64
1148245200	141	0.63
1148256000	142	0.65
1148266800	142	0.67
1148277600	142	0.7
1148288400	142	0.73
1148299200	142	0.76
1148310000	142	0.83
1148320800	142	0.8
1148331600	142	0.8
1148342400	143	0.82
1148353200	143	0.83
1148364000	143	0.81
1148374800	143	0.81
1148385600	143	0.81
1148396400	143	0.8
1148407200	143	0.77
1148418000	143	0.74
1148428800	144	0.71
1148439600	144	0.69
1148450400	144	0.71
1148461200	144	0.72
1148472000	144	0.73
1148482800	144	0.71
1148493600	144	0.69
1148504400	144	0.65
1148515200	145	0.65
1148526000	145	0.78
1148536800	145	0.99
1148547600	145	1.03
1148558400	145	1.1
1148569200	145	1.17
1148580000	145	1.16
1148590800	145	1.1
1148601600	146	1.06
1148612400	146	0.99
1148623200	146	0.94
1148634000	146	1
1148644800	146	1.28
1148655600	146	1.59
1148666400	146	1.65
1148677200	146	1.6
1148688000	147	1.57
1148698800	147	1.49
1148709600	147	1.37
1148720400	147	1.24
1148731200	147	1.14
1148742000	147	1
1148752800	147	0.89
1148763600	147	0.78
1148774400	148	0.69
1148785200	148	0.59
1148796000	148	0.62
1148806800	148	0.59
1148817600	148	0.56
1148828400	148	0.52
1148839200	148	0.5
1148850000	148	0.83
1148860800	149	0.98
1148871600	149	0.97
1148882400	149	1
1148893200	149	1.09
1148904000	149	1.14
1148914800	149	1.14
1148925600	149	1.09
1148936400	149	1.01
1148947200	150	1
1148958000	150	1.01
1148968800	150	1.03
1148979600	150	1
1148990400	150	0.95
1149001200	150	0.91
1149012000	150	0.87
1149022800	150	0.83
1149033600	151	0.81
1149044400	151	0.86
1149055200	151	0.84
1149066000	151	0.81
1149076800	151	0.81
1149087600	151	0.75
1149098400	151	0.72
1149109200	151	0.66
1149120000	152	0.63
