Unix	jday	hs
1167609600	1	1.21
1167620400	1	1.28
1167631200	1	1.32
1167642000	1	1.3
1167652800	1	1.34
1167663600	1	1.39
1167674400	1	1.39
1167685200	1	1.37
1167696000	2	1.35
1167706800	2	1.34
1167717600	2	1.3
1167728400	2	1.24
1167739200	2	1.19
1167750000	2	1.14
1167760800	2	1.06
1167771600	2	0.99
1167782400	3	0.93
1167793200	3	0.88
1167804000	3	0.83
1167814800	3	0.77
1167825600	3	0.75
1167836400	3	0.72
1167847200	3	0.64
1167858000	3	0.57
1167868800	4	0.53
1167879600	4	0.49
1167890400	4	0.46
1167901200	4	0.44
1167912000	4	0.44
1167922800	4	0.47
1167933600	4	0.87
1167944400	4	0.63
1167955200	5	0.54
1167966000	5	0.51
1167976800	5	0.54
1167987600	5	0.57
1167998400	5	0.6
1168009200	5	0.56
1168020000	5	0.48
1168030800	5	0.4
1168041600	6	0.35
1168052400	6	0.31
1168063200	6	0.4
1168074000	6	0.66
1168084800	6	0.7
1168095600	6	0.75
1168106400	6	0.74
1168117200	6	0.71
1168128000	7	0.62
1168138800	7	0.58
1168149600	7	0.71
1168160400	7	0.91
1168171200	7	1.11
1168182000	7	1.07
1168192800	7	0.93
1168203600	7	0.82
1168214400	8	0.76
1168225200	8	0.72
1168236000	8	0.67
1168246800	8	0.61
1168257600	8	0.6
1168268400	8	0.8
1168279200	8	0.54
1168290000	8	0.4
1168300800	9	0.46
1168311600	9	0.43
1168322400	9	0.37
1168333200	9	0.39
1168344000	9	0.43
1168354800	9	0.42
1168365600	9	0.41
1168376400	9	0.4
1168387200	10	0.38
1168398000	10	0.38
1168408800	10	0.44
1168419600	10	0.5
1168430400	10	0.57
1168441200	10	0.66
1168452000	10	0.75
1168462800	10	0.8
1168473600	11	0.83
1168484400	11	0.81
1168495200	11	0.81
1168506000	11	0.76
1168516800	11	0.72
1168527600	11	0.7
1168538400	11	0.72
1168549200	11	0.74
1168560000	12	0.75
1168570800	12	0.73
1168581600	12	0.7
1168592400	12	0.68
1168603200	12	0.66
1168614000	12	0.64
1168624800	12	0.64
1168635600	12	0.62
1168646400	13	0.62
1168657200	13	0.71
1168668000	13	0.79
1168678800	13	0.84
1168689600	13	0.86
1168700400	13	0.84
1168711200	13	0.83
1168722000	13	0.87
1168732800	14	0.9
1168743600	14	0.89
1168754400	14	0.89
1168765200	14	0.87
1168776000	14	0.85
1168786800	14	0.78
1168797600	14	0.71
1168808400	14	0.64
1168819200	15	0.59
1168830000	15	0.57
1168840800	15	0.64
1168851600	15	0.65
1168862400	15	0.63
1168873200	15	0.62
1168884000	15	0.7
1168894800	15	0.73
1168905600	16	0.72
1168916400	16	0.69
1168927200	16	0.7
1168938000	16	0.64
1168948800	16	0.6
1168959600	16	0.57
1168970400	16	0.61
1168981200	16	0.71
1168992000	17	0.79
1169002800	17	0.87
1169013600	17	0.83
1169024400	17	0.77
1169035200	17	0.72
1169046000	17	0.69
1169056800	17	0.67
1169067600	17	0.65
1169078400	18	0.64
1169089200	18	0.71
1169100000	18	0.73
1169110800	18	0.69
1169121600	18	0.65
1169132400	18	0.62
1169143200	18	0.61
1169154000	18	0.6
1169164800	19	0.6
1169175600	19	0.61
1169186400	19	0.64
1169197200	19	0.75
1169208000	19	0.73
1169218800	19	0.69
1169229600	19	0.72
1169240400	19	0.72
1169251200	20	0.68
1169262000	20	0.61
1169272800	20	0.55
1169283600	20	0.49
1169294400	20	0.45
1169305200	20	0.42
1169316000	20	0.38
1169326800	20	0.34
1169337600	21	0.31
1169348400	21	0.34
1169359200	21	0.5
1169370000	21	0.59
1169380800	21	0.68
1169391600	21	0.68
1169402400	21	0.62
1169413200	21	0.56
1169424000	22	0.54
1169434800	22	0.89
1169445600	22	0.75
1169456400	22	0.69
1169467200	22	0.66
1169478000	22	0.6
1169488800	22	0.47
1169499600	22	0.45
1169510400	23	0.73
1169521200	23	0.77
1169532000	23	0.69
1169542800	23	0.62
1169553600	23	0.56
1169564400	23	0.6
1169575200	23	0.9
1169586000	23	0.97
1169596800	24	1.1
1169607600	24	1.23
1169618400	24	1.24
1169629200	24	1.1
1169640000	24	0.98
1169650800	24	0.86
1169661600	24	0.72
1169672400	24	0.78
1169683200	25	0.56
1169694000	25	0.48
1169704800	25	0.51
1169715600	25	0.56
1169726400	25	0.62
1169737200	25	0.65
1169748000	25	0.69
1169758800	25	0.68
1169769600	26	0.69
1169780400	26	0.69
1169791200	26	0.7
1169802000	26	0.71
1169812800	26	0.72
1169823600	26	0.74
1169834400	26	0.77
1169845200	26	0.78
1169856000	27	0.8
1169866800	27	0.89
1169877600	27	1.03
1169888400	27	1.06
1169899200	27	1.04
1169910000	27	0.99
1169920800	27	0.96
1169931600	27	0.95
1169942400	28	1.07
1169953200	28	1.24
1169964000	28	1.52
1169974800	28	1.56
1169985600	28	1.33
1169996400	28	1.07
1170007200	28	0.89
1170018000	28	0.77
1170028800	29	0.71
1170039600	29	0.69
1170050400	29	0.75
1170061200	29	0.78
1170072000	29	0.74
1170082800	29	0.68
1170093600	29	0.62
1170104400	29	0.9
1170115200	30	0.68
1170126000	30	0.61
1170136800	30	0.72
1170147600	30	0.79
1170158400	30	0.79
1170169200	30	0.73
1170180000	30	0.72
1170190800	30	0.69
1170201600	31	0.68
1170212400	31	0.67
1170223200	31	0.74
1170234000	31	0.69
1170244800	31	0.73
1170255600	31	0.69
1170266400	31	0.61
1170277200	31	0.57
1170288000	32	0.53
