Unix	jday	V-component_of_wind
1093996800	245	-8.61547638753753
1094000400	245	-8.50673139659111
1094004000	245	-8.09963570411994
1094007600	245	-6.66543836604474
1094011200	245	-5.49963440422374
1094014800	245	-4.60108792551931
1094018400	245	-4.35138091077681
1094022000	245	-5.80675486474994
1094025600	245	-6.53918962217267
1094029200	245	-6.40638909138705
1094032800	245	-5.94138890197955
1094036400	245	-5.76072237833473
1094040000	245	-5.17154279838759
1094043600	245	-6.40634297357627
1094047200	245	-5.89723363218017
1094050800	245	-5.05737343201336
1094054400	245	-4.79375718470564
1094058000	245	-4.74229877108583
1094061600	245	-2.36148979658391
1094065200	245	-4.00586696032552
1094068800	245	-4.13729161979614
1094072400	245	-3.87592893785208
1094076000	245	-2.6045082832564
1094079600	245	-1.25018028906789
1094083200	246	3.8963588677246
1094086800	246	4.65934068631746
1094090400	246	6.10553657343193
1094094000	246	6.36504012702434
1094097600	246	5.11990369908761
1094101200	246	4.19089328400855
1094104800	246	5.08807197253693
1094108400	246	6.48997742719977
1094112000	246	7.1065162638114
1094115600	246	7.08368775099771
1094119200	246	7.99537073156197
1094122800	246	8.79041513015385
1094126400	246	9.78920634095104
1094130000	246	9.95903976108887
1094133600	246	9.5054682100436
1094137200	246	9.05060589481513
1094140800	246	8.63400591121458
1094144400	246	8.12300549437372
1094148000	246	7.36974187154486
1094151600	246	6.52198574119926
1094155200	246	5.58874228565906
1094158800	246	5.59895583802989
1094162400	246	6.07731690502528
1094166000	246	6.37161843051735
1094169600	247	7.41277788033309
1094173200	247	6.95437984996798
1094176800	247	6.87700478552916
1094180400	247	6.91165726118019
1094184000	247	6.90037288227244
1094187600	247	6.52356299687436
1094191200	247	4.23985440847729
1094194800	247	4.31077891118428
1094198400	247	3.64461004159176
1094202000	247	2.81241470589468
1094205600	247	1.82550204703558
1094209200	247	0.921664631694262
1094212800	247	0.256574198235951
1094216400	247	-0.651495479447504
1094220000	247	-0.9401707211045
1094223600	247	-0.928460448191583
1094227200	247	-1.21696046816869
1094230800	247	-1.58938640106083
1094234400	247	-1.15822423720232
1094238000	247	-2.36174506898577
1094241600	247	-3.17381309534411
1094245200	247	-3.74940286846061
1094248800	247	-4.01649050072415
1094252400	247	-4.17444775826958
1094256000	248	-4.15910922576823
1094259600	248	-5.08862171377098
1094263200	248	-5.29212068146676
1094266800	248	-4.88158203641331
1094270400	248	-4.43263642533666
1094274000	248	-4.0952393647231
1094277600	248	-3.93351520952467
1094281200	248	-4.31980205674641
1094284800	248	-4.28535599604193
1094288400	248	-3.92138767439107
1094292000	248	-3.58192342781218
1094295600	248	-3.36399866409916
1094299200	248	-3.1147483994982
1094302800	248	-2.57809150163471
1094306400	248	-2.63607775187422
1094310000	248	-2.78047346410755
1094313600	248	-2.95993544399333
1094317200	248	-3.11182200633312
1094320800	248	-1.41134902160149
1094324400	248	-1.45330789167069
1094328000	248	-0.599787188152387
1094331600	248	1.10713519459548
1094335200	248	4.47779522890921
1094338800	248	7.5447373156182
1094342400	249	8.81968427898149
1094346000	249	8.00780774929607
1094349600	249	7.02465075507487
1094353200	249	6.18049902480244
1094356800	249	5.70453770173122
1094360400	249	4.96765523051256
1094364000	249	1.89788277556511
1094367600	249	2.36661877499914
1094371200	249	2.68557376774916
1094374800	249	2.9458951223361
1094378400	249	2.93174223013211
1094382000	249	2.8385070543325
1094385600	249	3.66755684371318
1094389200	249	2.98032365042652
1094392800	249	2.42584660010588
1094396400	249	2.00089100389558
1094400000	249	1.53940823964278
1094403600	249	1.03583182541514
1094407200	249	-0.368665775635261
1094410800	249	-0.657713845785654
1094414400	249	-1.01110856841805
1094418000	249	-1.01135763262977
1094421600	249	-0.442352218135467
1094425200	249	-0.0868362078230917
1094428800	250	0.0363792666878534
1094432400	250	-0.324946916825966
1094436000	250	-0.725456348909882
1094439600	250	-0.92795092755816
1094443200	250	-1.22555168140176
1094446800	250	-1.49515714492787
1094450400	250	-2.03660158570452
1094454000	250	-2.89201001291372
1094457600	250	-3.58165756392898
1094461200	250	-3.54559854212558
1094464800	250	-3.14238388739223
1094468400	250	-2.77546285635907
1094472000	250	-4.23255608256125
1094475600	250	-3.32324476680763
1094479200	250	-2.58822603474926
1094482800	250	-2.20602404168468
1094486400	250	-1.99805644313505
1094490000	250	-1.79664087865197
1094493600	250	-1.95598670742056
1094497200	250	-1.52961671901356
1094500800	250	-1.20375310766356
1094504400	250	-0.783749765005433
1094508000	250	-0.307598923697836
1094511600	250	0.189791373316277
1094515200	251	0.522461383531083
1094518800	251	0.184006634933454
1094522400	251	-0.269725012451391
1094526000	251	-0.546053932816225
1094529600	251	-1.09708689367065
1094533200	251	-1.77265769119942
1094536800	251	-1.40035365481668
1094540400	251	-2.42434737005765
1094544000	251	-2.84242674012608
1094547600	251	-2.85714698419564
1094551200	251	-2.56036274046745
1094554800	251	-2.30373771291685
1094558400	251	-1.41447059332491
1094562000	251	-1.71250113552977
1094565600	251	-1.97196259859707
1094569200	251	-1.99090222637244
1094572800	251	-1.86748577180412
1094576400	251	-1.78853372506697
1094580000	251	-1.40004021882353
1094583600	251	-2.50079585279705
1094587200	251	-2.56044985527557
1094590800	251	-1.95762645968914
