Unix	jday	dp
1070236800	335	188.37
1070247600	335	185.62
1070258400	335	192.25
1070269200	335	189.92
1070280000	335	192.12
1070290800	335	189.85
1070301600	335	189.83
1070312400	335	186.42
1070323200	336	186.72
1070334000	336	130.31
1070344800	336	123.7
1070355600	336	126.82
1070366400	336	133.33
1070377200	336	194.25
1070388000	336	199.94
1070398800	336	195.24
1070409600	337	196.53
1070420400	337	194.19
1070431200	337	74.32
1070442000	337	62.67
1070452800	337	56.6
1070463600	337	56.82
1070474400	337	57.58
1070485200	337	181.64
1070496000	338	182
1070506800	338	180.23
1070517600	338	180.7
1070528400	338	179.24
1070539200	338	104.81
1070550000	338	133.58
1070560800	338	129.15
1070571600	338	129.74
1070582400	339	129.21
1070593200	339	102.9
1070604000	339	323.5
1070614800	339	333.63
1070625600	339	343.85
1070636400	339	338.44
1070647200	339	343.87
1070658000	339	348.12
1070668800	340	225.4
1070679600	340	182.67
1070690400	340	197.43
1070701200	340	221.52
1070712000	340	205.64
1070722800	340	201.18
1070733600	340	196.47
1070744400	340	200.91
1070755200	341	203.01
1070766000	341	72.12
1070776800	341	82.83
1070787600	341	90.84
1070798400	341	90.99
1070809200	341	195.82
1070820000	341	198.46
1070830800	341	195.99
1070841600	342	197.65
1070852400	342	66.49
1070863200	342	59.94
1070874000	342	53.94
1070884800	342	56.73
1070895600	342	57.45
1070906400	342	215.71
1070917200	342	197.03
1070928000	343	194.57
1070938800	343	192.4
1070949600	343	185.27
1070960400	343	185
1070971200	343	189.79
1070982000	343	187.47
1070992800	343	189.78
1071003600	343	187.56
1071014400	344	189.63
1071025200	344	189.65
1071036000	344	191.8
1071046800	344	59.85
1071057600	344	58.29
1071068400	344	184.61
1071079200	344	185.55
1071090000	344	182.61
1071100800	345	183.66
1071111600	345	180.65
1071122400	345	181.31
1071133200	345	184.33
1071144000	345	184.41
1071154800	345	181.7
1071165600	345	181.67
1071176400	345	178.29
1071187200	346	177.3
1071198000	346	175.2
1071208800	346	175.92
1071219600	346	173.46
1071230400	346	173.53
1071241200	346	171.23
1071252000	346	171.63
1071262800	346	169.44
1071273600	347	168.09
1071284400	347	164.99
1071295200	347	14.63
1071306000	347	5.33
1071316800	347	357.95
1071327600	347	353.72
1071338400	347	355.73
1071349200	347	321.63
1071360000	348	282.51
1071370800	348	246.25
1071381600	348	241.46
1071392400	348	223.65
1071403200	348	207
1071414000	348	201.9
1071424800	348	196.37
1071435600	348	293.56
1071446400	349	276.17
1071457200	349	266.58
1071468000	349	256.18
1071478800	349	215.96
1071489600	349	230.95
1071500400	349	200.88
1071511200	349	200.37
1071522000	349	212.37
1071532800	350	192.03
1071543600	350	188.66
1071554400	350	185.71
1071565200	350	182.33
1071576000	350	180.41
1071586800	350	177.8
1071597600	350	189.73
1071608400	350	187.37
1071619200	351	188.73
1071630000	351	185.97
1071640800	351	186.62
1071651600	351	57.05
1071662400	351	180
1071673200	351	176.95
1071684000	351	174.78
1071694800	351	170.16
1071705600	352	167.03
1071716400	352	163.3
1071727200	352	161.08
1071738000	352	152.96
1071748800	352	160.54
1071759600	352	159.69
1071770400	352	166.68
1071781200	352	170.95
1071792000	353	171.58
1071802800	353	169.51
1071813600	353	74.79
1071824400	353	67.2
1071835200	353	64.42
1071846000	353	62.13
1071856800	353	61.18
1071867600	353	59.87
1071878400	354	59.25
1071889200	354	66.13
1071900000	354	347.59
1071910800	354	355.96
1071921600	354	79.56
1071932400	354	85.9
1071943200	354	126.92
1071954000	354	136.63
1071964800	355	213.33
1071975600	355	212.93
1071986400	355	216.7
1071997200	355	158.13
1072008000	355	109.4
1072018800	355	188.75
1072029600	355	200.94
1072040400	355	197.17
1072051200	356	197.51
1072062000	356	183.63
1072072800	356	180.49
1072083600	356	177.55
1072094400	356	75.22
1072105200	356	64.45
1072116000	356	59.29
1072126800	356	52.77
1072137600	357	58.21
1072148400	357	61.08
1072159200	357	73.97
1072170000	357	76.85
1072180800	357	85.86
1072191600	357	87.71
1072202400	357	163.74
1072213200	357	162.97
1072224000	358	276.27
1072234800	358	268.07
1072245600	358	268.11
1072256400	358	270.82
1072267200	358	269.24
1072278000	358	160.08
1072288800	358	159.56
1072299600	358	158.31
1072310400	359	157.04
1072321200	359	160.15
1072332000	359	159.35
1072342800	359	159.22
1072353600	359	197.28
1072364400	359	191.63
1072375200	359	188.8
1072386000	359	184.46
1072396800	360	181.94
1072407600	360	237.05
1072418400	360	228.61
1072429200	360	238.5
1072440000	360	238.1
1072450800	360	202.86
1072461600	360	169.37
1072472400	360	164.91
1072483200	361	166.53
1072494000	361	146.25
1072504800	361	141.07
1072515600	361	136.55
1072526400	361	131.69
1072537200	361	264.4
1072548000	361	241.42
1072558800	361	233.34
1072569600	362	225.55
1072580400	362	220.82
1072591200	362	217.32
1072602000	362	204.46
1072612800	362	104.52
1072623600	362	75.24
1072634400	362	68.51
1072645200	362	66.64
1072656000	363	81.13
1072666800	363	196.99
1072677600	363	192.11
1072688400	363	190.14
1072699200	363	192.92
1072710000	363	191.6
1072720800	363	187.04
1072731600	363	181.95
1072742400	364	176.57
1072753200	364	170.96
1072764000	364	165.82
1072774800	364	161.46
1072785600	364	157.32
1072796400	364	154.78
1072807200	364	152.76
1072818000	364	150.74
1072828800	365	147.27
1072839600	365	143.13
1072850400	365	139.61
1072861200	365	139.21
1072872000	365	137.37
1072882800	365	137.45
1072893600	365	136.61
1072904400	365	137.57
1072915200	1	137.4
