Unix	jday	dp
1088640000	183	172.12
1088650800	183	163.9
1088661600	183	110.99
1088672400	183	97.31
1088683200	183	88.43
1088694000	183	89.57
1088704800	183	87.64
1088715600	183	92.85
1088726400	184	219.47
1088737200	184	214.4
1088748000	184	208.27
1088758800	184	196.67
1088769600	184	193
1088780400	184	189.49
1088791200	184	186.84
1088802000	184	175.01
1088812800	185	173.05
1088823600	185	225.39
1088834400	185	204.22
1088845200	185	196.1
1088856000	185	198.21
1088866800	185	194.48
1088877600	185	196.47
1088888400	185	189.6
1088899200	186	188.88
1088910000	186	183.17
1088920800	186	181.7
1088931600	186	177.28
1088942400	186	21.76
1088953200	186	15.32
1088964000	186	15.61
1088974800	186	12.31
1088985600	187	122.33
1088996400	187	123.75
1089007200	187	122.82
1089018000	187	127.22
1089028800	187	126.95
1089039600	187	129.25
1089050400	187	290
1089061200	187	310.18
1089072000	188	310.33
1089082800	188	318.23
1089093600	188	318.28
1089104400	188	122.03
1089115200	188	344.66
1089126000	188	343.7
1089136800	188	343.53
1089147600	188	341.89
1089158400	189	139.93
1089169200	189	218.26
1089180000	189	211.5
1089190800	189	214.42
1089201600	189	207.2
1089212400	189	193.34
1089223200	189	188.79
1089234000	189	184.52
1089244800	190	181.19
1089255600	190	178.63
1089266400	190	185.06
1089277200	190	181.17
1089288000	190	181.57
1089298800	190	256.52
1089309600	190	186.48
1089320400	190	186.52
1089331200	191	187.43
1089342000	191	184.91
1089352800	191	183.19
1089363600	191	183.16
1089374400	191	184.12
1089385200	191	188.43
1089396000	191	191.34
1089406800	191	188.83
1089417600	192	191.46
1089428400	192	189.13
1089439200	192	192.28
1089450000	192	190
1089460800	192	190.23
1089471600	192	186.79
1089482400	192	188.7
1089493200	192	186.27
1089504000	193	188.12
1089514800	193	189.53
1089525600	193	192.29
1089536400	193	189.92
1089547200	193	191.25
1089558000	193	189.43
1089568800	193	192.25
1089579600	193	189.8
1089590400	194	191
1089601200	194	188.8
1089612000	194	190.36
1089622800	194	186.32
1089633600	194	187.83
1089644400	194	185.5
1089655200	194	186.26
1089666000	194	30.52
1089676800	195	37.54
1089687600	195	175.09
1089698400	195	53.95
1089709200	195	52.37
1089720000	195	62.54
1089730800	195	59.36
1089741600	195	57.32
1089752400	195	66.68
1089763200	196	62.67
1089774000	196	72.89
1089784800	196	82.21
1089795600	196	82.14
1089806400	196	44.71
1089817200	196	42.02
1089828000	196	41.87
1089838800	196	62.12
1089849600	197	62.09
1089860400	197	70.1
1089871200	197	72.09
1089882000	197	193.89
1089892800	197	197.61
1089903600	197	197.98
1089914400	197	198.06
1089925200	197	197.53
1089936000	198	196.17
1089946800	198	193.59
1089957600	198	85.12
1089968400	198	94.2
1089979200	198	95.82
1089990000	198	96.23
1090000800	198	95.69
1090011600	198	100.44
1090022400	199	102.48
1090033200	199	95.16
1090044000	199	96.25
1090054800	199	97.6
1090065600	199	108.15
1090076400	199	120.96
1090087200	199	217.29
1090098000	199	226.56
1090108800	200	78.11
1090119600	200	82.14
1090130400	200	202.23
1090141200	200	171.14
1090152000	200	156.42
1090162800	200	156.16
1090173600	200	153.38
1090184400	200	153
1090195200	201	152.52
1090206000	201	152.73
1090216800	201	152.84
1090227600	201	153.46
1090238400	201	151.31
1090249200	201	152.66
1090260000	201	153.53
1090270800	201	154.44
1090281600	202	154.49
1090292400	202	154.45
1090303200	202	153.9
1090314000	202	152.98
1090324800	202	152.19
1090335600	202	152.27
1090346400	202	152.81
1090357200	202	154.32
1090368000	203	145.86
1090378800	203	159.28
1090389600	203	168.96
1090400400	203	169.35
1090411200	203	171.72
1090422000	203	166.22
1090432800	203	206.53
1090443600	203	193.23
1090454400	204	187.71
1090465200	204	183.38
1090476000	204	179.48
1090486800	204	176.8
1090497600	204	173.71
1090508400	204	172.07
1090519200	204	171.1
1090530000	204	169.59
1090540800	205	168.91
1090551600	205	168.17
1090562400	205	168.61
1090573200	205	168.84
1090584000	205	175.31
1090594800	205	176.27
1090605600	205	175.52
1090616400	205	173.77
1090627200	206	172.18
1090638000	206	170.61
1090648800	206	169.4
1090659600	206	197.08
1090670400	206	197.37
1090681200	206	195.56
1090692000	206	197.81
1090702800	206	194.03
1090713600	207	199.26
1090724400	207	196.73
1090735200	207	199.11
1090746000	207	52.78
1090756800	207	52.28
1090767600	207	52.51
1090778400	207	51.46
1090789200	207	56.55
1090800000	208	56.2
1090810800	208	66.19
1090821600	208	78.39
1090832400	208	66.19
1090843200	208	58.79
1090854000	208	41.17
1090864800	208	50.08
1090875600	208	59.66
1090886400	209	65.4
1090897200	209	255.85
1090908000	209	210.15
1090918800	209	205.42
1090929600	209	201.13
1090940400	209	188.8
1090951200	209	186.15
1090962000	209	23.72
1090972800	210	36.99
1090983600	210	44.27
1090994400	210	54.95
1091005200	210	56.69
1091016000	210	65.14
1091026800	210	68.7
1091037600	210	80.83
1091048400	210	209.38
1091059200	211	221.35
1091070000	211	211.64
1091080800	211	205.08
1091091600	211	190.32
1091102400	211	191.11
1091113200	211	187.85
1091124000	211	188.97
1091134800	211	187.66
1091145600	212	186.25
1091156400	212	182.34
1091167200	212	180.2
1091178000	212	177.43
1091188800	212	175.39
1091199600	212	172.3
1091210400	212	170.21
1091221200	212	165.28
1091232000	213	163.66
1091242800	213	162.38
1091253600	213	161.83
1091264400	213	161.21
1091275200	213	160.6
1091286000	213	159.89
1091296800	213	158.92
1091307600	213	116.15
1091318400	214	111.59
