Unix	jday	dp
1128124800	274	177.61
1128135600	274	173.55
1128146400	274	171.29
1128157200	274	168.35
1128168000	274	166.87
1128178800	274	164.1
1128189600	274	162.19
1128200400	274	160.04
1128211200	275	158.32
1128222000	275	156.43
1128232800	275	160.33
1128243600	275	159.23
1128254400	275	159.06
1128265200	275	159.41
1128276000	275	165.71
1128286800	275	166.5
1128297600	276	167.45
1128308400	276	167.42
1128319200	276	168
1128330000	276	56.39
1128340800	276	63.6
1128351600	276	63.62
1128362400	276	65.24
1128373200	276	75.01
1128384000	277	78.07
1128394800	277	82.73
1128405600	277	90.23
1128416400	277	98.44
1128427200	277	98.25
1128438000	277	206.19
1128448800	277	206.51
1128459600	277	200.63
1128470400	278	188.06
1128481200	278	188.44
1128492000	278	189.68
1128502800	278	189.25
1128513600	278	192.05
1128524400	278	189.99
1128535200	278	189.04
1128546000	278	184.71
1128556800	279	183.24
1128567600	279	180.54
1128578400	279	177.52
1128589200	279	175.4
1128600000	279	174.53
1128610800	279	171.75
1128621600	279	172.89
1128632400	279	12.61
1128643200	280	24.72
1128654000	280	27.3
1128664800	280	28.6
1128675600	280	41.55
1128686400	280	103.85
1128697200	280	272.61
1128708000	280	253.87
1128718800	280	217.39
1128729600	281	196.32
1128740400	281	162.94
1128751200	281	149.67
1128762000	281	148.98
1128772800	281	149.22
1128783600	281	166.27
1128794400	281	180.13
1128805200	281	184.02
1128816000	282	181.38
1128826800	282	177.81
1128837600	282	176.31
1128848400	282	174.32
1128859200	282	172.4
1128870000	282	68.5
1128880800	282	74.65
1128891600	282	80.25
1128902400	283	93.69
1128913200	283	105.65
1128924000	283	108.79
1128934800	283	119.73
1128945600	283	117.41
1128956400	283	122.84
1128967200	283	123.36
1128978000	283	121.49
1128988800	284	121.21
1128999600	284	122.86
1129010400	284	123.81
1129021200	284	124.85
1129032000	284	124.7
1129042800	284	64.71
1129053600	284	65.2
1129064400	284	70.1
1129075200	285	69.61
1129086000	285	69.03
1129096800	285	69.07
1129107600	285	68.96
1129118400	285	75.36
1129129200	285	303.7
1129140000	285	75.03
1129150800	285	219.23
1129161600	286	207.5
1129172400	286	199.78
1129183200	286	197.7
1129194000	286	195.88
1129204800	286	194.95
1129215600	286	194.01
1129226400	286	193.41
1129237200	286	192.38
1129248000	287	NA
1129258800	287	57
1129269600	287	58.98
1129280400	287	60.56
1129291200	287	64.42
1129302000	287	60.43
1129312800	287	59.3
1129323600	287	59.84
1129334400	288	61.29
1129345200	288	72.06
1129356000	288	71.59
1129366800	288	294.15
1129377600	288	73.22
1129388400	288	73.36
1129399200	288	71.61
1129410000	288	75.2
1129420800	289	89.77
1129431600	289	118.79
1129442400	289	142.34
1129453200	289	59.61
1129464000	289	52.89
1129474800	289	54.06
1129485600	289	60.03
1129496400	289	59.24
1129507200	290	58.85
1129518000	290	59.05
1129528800	290	61.48
1129539600	290	60.37
1129550400	290	59.04
1129561200	290	57.75
1129572000	290	105.95
1129582800	290	112.23
1129593600	291	109.34
1129604400	291	110.8
1129615200	291	107.69
1129626000	291	78.56
1129636800	291	107.38
1129647600	291	109.97
1129658400	291	107.9
1129669200	291	111.41
1129680000	292	111.56
1129690800	292	120.42
1129701600	292	157.22
1129712400	292	158.25
1129723200	292	182.98
1129734000	292	136.31
1129744800	292	135.92
1129755600	292	134.19
1129766400	293	129.78
1129777200	293	128.72
1129788000	293	127.54
1129798800	293	127.5
1129809600	293	122.16
1129820400	293	120.99
1129831200	293	115.56
1129842000	293	116.07
1129852800	294	112.66
1129863600	294	115.78
1129874400	294	115.68
1129885200	294	122.74
1129896000	294	130.27
1129906800	294	142.15
1129917600	294	153.63
1129928400	294	181.29
1129939200	295	183.09
1129950000	295	180.86
1129960800	295	182.55
1129971600	295	182.46
1129982400	295	182.4
1129993200	295	180.69
1130004000	295	181.96
1130014800	295	166.52
1130025600	296	168.1
1130036400	296	167.4
1130047200	296	169.38
1130058000	296	168.73
1130068800	296	170.44
1130079600	296	169.78
1130090400	296	173.16
1130101200	296	182.79
1130112000	297	186.43
1130122800	297	185.06
1130133600	297	187.6
1130144400	297	185.82
1130155200	297	187.98
1130166000	297	186.2
1130176800	297	185.1
1130187600	297	183.64
1130198400	298	185.41
1130209200	298	183.96
1130220000	298	186.15
1130230800	298	184.7
1130241600	298	187.1
1130252400	298	187.31
1130263200	298	187.92
1130274000	298	185.94
1130284800	299	188.02
1130295600	299	187.61
1130306400	299	189.78
1130317200	299	187.66
1130328000	299	189.87
1130338800	299	187.5
1130349600	299	189.58
1130360400	299	311.98
1130371200	300	313.48
1130382000	300	312.04
1130392800	300	190.72
1130403600	300	188.86
1130414400	300	312.25
1130425200	300	311.13
1130436000	300	310.94
1130446800	300	312.35
1130457600	301	311.15
1130468400	301	306.54
1130479200	301	293.05
1130490000	301	293.01
1130500800	301	294.07
1130511600	301	294.29
1130522400	301	59.86
1130533200	301	58.17
1130544000	302	62.06
1130554800	302	NA
1130565600	302	131.49
1130576400	302	125.88
1130587200	302	125.66
1130598000	302	125.03
1130608800	302	121.27
1130619600	302	112.69
1130630400	303	108.54
1130641200	303	101.89
1130652000	303	99.46
1130662800	303	101.53
1130673600	303	99.78
1130684400	303	97.7
1130695200	303	95.58
1130706000	303	94.84
1130716800	304	93.53
1130727600	304	92.08
1130738400	304	89.83
1130749200	304	146.27
1130760000	304	145.28
1130770800	304	140.28
1130781600	304	134.93
1130792400	304	128.53
1130803200	305	119.36
