Unix	jday	dp
899251200	182	76.09
899262000	182	79.54
899272800	182	47.37
899283600	182	192.03
899294400	182	188.58
899305200	182	181.39
899316000	182	181.41
899326800	182	187.44
899337600	183	189.12
899348400	183	183.33
899359200	183	187.52
899370000	183	186.64
899380800	183	183.39
899391600	183	182.84
899402400	183	180.8
899413200	183	178.11
899424000	184	176.41
899434800	184	173.66
899445600	184	171.91
899456400	184	170.03
899467200	184	297.8
899478000	184	295.55
899488800	184	292.31
899499600	184	287.14
899510400	185	283.74
899521200	185	192.77
899532000	185	196.19
899542800	185	203.47
899553600	185	196.8
899564400	185	192.79
899575200	185	193.44
899586000	185	190.6
899596800	186	195.51
899607600	186	192.78
899618400	186	195.77
899629200	186	192.93
899640000	186	195.66
899650800	186	192.93
899661600	186	191.28
899672400	186	188.48
899683200	187	184.21
899694000	187	181.81
899704800	187	182.43
899715600	187	175.12
899726400	187	175.44
899737200	187	21.92
899748000	187	23.53
899758800	187	32.03
899769600	188	31.05
899780400	188	32.24
899791200	188	45.97
899802000	188	45.37
899812800	188	45.41
899823600	188	45.43
899834400	188	51.29
899845200	188	42.12
899856000	189	42.34
899866800	189	51.77
899877600	189	65.12
899888400	189	67.57
899899200	189	68.66
899910000	189	75.27
899920800	189	78.05
899931600	189	75.85
899942400	190	74.69
899953200	190	79.76
899964000	190	76.39
899974800	190	77.04
899985600	190	68.07
899996400	190	71.27
900007200	190	69.04
900018000	190	73.67
900028800	191	71.28
900039600	191	74.87
900050400	191	72.14
900061200	191	74.51
900072000	191	71.48
900082800	191	73.5
900093600	191	70.03
900104400	191	77.37
900115200	192	74.19
900126000	192	66.99
900136800	192	67.7
900147600	192	69.44
900158400	192	83.19
900169200	192	208.8
900180000	192	204.76
900190800	192	196.95
900201600	193	192.73
900212400	193	188.24
900223200	193	185.29
900234000	193	82.92
900244800	193	79.8
900255600	193	86.13
900266400	193	83.29
900277200	193	89.15
900288000	194	85.96
900298800	194	91.89
900309600	194	88.86
900320400	194	94.59
900331200	194	91.64
900342000	194	97.16
900352800	194	94.66
900363600	194	100.24
900374400	195	97.52
900385200	195	102.38
900396000	195	98.93
900406800	195	102.96
900417600	195	99.23
900428400	195	103.53
900439200	195	100.01
900450000	195	104.56
900460800	196	101.55
900471600	196	107.09
900482400	196	105.12
900493200	196	110.47
900504000	196	107.99
900514800	196	106.05
900525600	196	101.87
900536400	196	105.2
900547200	197	101.96
900558000	197	106.68
900568800	197	105.71
900579600	197	111.85
900590400	197	112.27
900601200	197	119.85
900612000	197	181.05
900622800	197	217.44
900633600	198	201.64
900644400	198	199.37
900655200	198	196.52
900666000	198	118.49
900676800	198	117.67
900687600	198	114.5
900698400	198	238.98
900709200	198	217.02
900720000	199	201.47
900730800	199	199.35
900741600	199	186.8
900752400	199	182.24
900763200	199	199.01
900774000	199	196.33
900784800	199	198.89
900795600	199	196.34
900806400	200	198.72
900817200	200	195.91
900828000	200	198.05
900838800	200	190.74
900849600	200	193.31
900860400	200	188.32
900871200	200	189.76
900882000	200	41.72
900892800	201	42.33
900903600	201	45.46
900914400	201	47.44
900925200	201	49.88
900936000	201	46.7
900946800	201	51.62
900957600	201	51.97
900968400	201	63.94
900979200	202	63.12
900990000	202	66.52
901000800	202	79.74
901011600	202	84.37
901022400	202	85.35
901033200	202	87.07
901044000	202	86.3
901054800	202	86.53
901065600	203	45.54
901076400	203	44.71
901087200	203	50.39
901098000	203	48.41
901108800	203	47.92
901119600	203	47.98
901130400	203	31.55
901141200	203	26.14
901152000	204	22.96
901162800	204	20.81
901173600	204	5.08
901184400	204	348.06
901195200	204	349.89
901206000	204	294.32
901216800	204	274.43
901227600	204	274.43
901238400	205	222.6
901249200	205	200.64
901260000	205	198.4
901270800	205	200.31
901281600	205	199.08
901292400	205	189.37
901303200	205	177.62
901314000	205	317.16
901324800	206	174.99
901335600	206	163.45
901346400	206	152.63
901357200	206	142.59
901368000	206	133.39
901378800	206	131.01
901389600	206	127.7
901400400	206	134.56
901411200	207	191.87
901422000	207	188.78
901432800	207	191.72
901443600	207	188.42
901454400	207	180.88
901465200	207	174.1
901476000	207	171.46
901486800	207	166
901497600	208	138.98
901508400	208	136.42
901519200	208	129.78
901530000	208	126.75
901540800	208	124.06
901551600	208	120.55
901562400	208	112.02
901573200	208	109.72
901584000	209	102.56
901594800	209	102.81
901605600	209	57.83
901616400	209	59.83
901627200	209	54.74
901638000	209	57.35
901648800	209	51.92
901659600	209	62.87
901670400	210	64.08
901681200	210	83.76
901692000	210	82
901702800	210	83.21
901713600	210	79.3
901724400	210	79.67
901735200	210	77.02
901746000	210	80.16
901756800	211	77.45
901767600	211	80.36
901778400	211	332.12
901789200	211	323.64
901800000	211	310.59
901810800	211	303.84
901821600	211	304.54
901832400	211	309.35
901843200	212	312.64
901854000	212	316.14
901864800	212	319.88
901875600	212	336.53
901886400	212	344.94
901897200	212	341.68
901908000	212	6.31
901918800	212	0.49
901929600	213	4.33
