Unix	jday	dp
1033430400	274	193.86
1033441200	274	191.18
1033452000	274	192.97
1033462800	274	190.95
1033473600	274	194.38
1033484400	274	192.01
1033495200	274	261.54
1033506000	274	267.07
1033516800	275	253.33
1033527600	275	195.54
1033538400	275	201.61
1033549200	275	288.92
1033560000	275	294.91
1033570800	275	283.02
1033581600	275	281.77
1033592400	275	275.7
1033603200	276	193.42
1033614000	276	187.09
1033624800	276	185.6
1033635600	276	176
1033646400	276	170.23
1033657200	276	167.31
1033668000	276	164.92
1033678800	276	163.76
1033689600	277	166.08
1033700400	277	163.03
1033711200	277	160.57
1033722000	277	158.46
1033732800	277	156.4
1033743600	277	154.47
1033754400	277	151.5
1033765200	277	150.68
1033776000	278	151.01
1033786800	278	156.78
1033797600	278	193.98
1033808400	278	192.09
1033819200	278	191.16
1033830000	278	185.41
1033840800	278	182.6
1033851600	278	179.13
1033862400	279	175.25
1033873200	279	172.23
1033884000	279	170.01
1033894800	279	169.62
1033905600	279	168.42
1033916400	279	166.6
1033927200	279	167.8
1033938000	279	165.23
1033948800	280	163.08
1033959600	280	160.24
1033970400	280	150.24
1033981200	280	146.79
1033992000	280	142.38
1034002800	280	127.43
1034013600	280	124.57
1034024400	280	122.15
1034035200	281	120.12
1034046000	281	125.14
1034056800	281	122.81
1034067600	281	124.78
1034078400	281	121.11
1034089200	281	123.71
1034100000	281	121.22
1034110800	281	123.5
1034121600	282	120.89
1034132400	282	123.31
1034143200	282	120.91
1034154000	282	123.14
1034164800	282	122.45
1034175600	282	124.73
1034186400	282	122.92
1034197200	282	125.12
1034208000	283	123.67
1034218800	283	125.87
1034229600	283	125.41
1034240400	283	297.13
1034251200	283	281.89
1034262000	283	269.38
1034272800	283	240.03
1034283600	283	193.64
1034294400	284	191.36
1034305200	284	189.03
1034316000	284	186.5
1034326800	284	184.89
1034337600	284	16.45
1034348400	284	17.72
1034359200	284	NA
1034370000	284	215.47
1034380800	285	215.29
1034391600	285	211.04
1034402400	285	207.86
1034413200	285	200.67
1034424000	285	198.79
1034434800	285	196
1034445600	285	197.98
1034456400	285	196.6
1034467200	286	193.9
1034478000	286	191.75
1034488800	286	188.86
1034499600	286	186.65
1034510400	286	184.17
1034521200	286	180.4
1034532000	286	175.44
1034542800	286	171.95
1034553600	287	179.71
1034564400	287	178.27
1034575200	287	178.88
1034586000	287	177.45
1034596800	287	171.48
1034607600	287	170.81
1034618400	287	170.97
1034629200	287	170.27
1034640000	288	170.47
1034650800	288	165.54
1034661600	288	166.57
1034672400	288	167.49
1034683200	288	169.62
1034694000	288	171.6
1034704800	288	187.59
1034715600	288	185.7
1034726400	289	184.89
1034737200	289	178.03
1034748000	289	178.55
1034758800	289	176.23
1034769600	289	176.83
1034780400	289	174.54
1034791200	289	178.85
1034802000	289	271.97
1034812800	290	176.17
1034823600	290	177.84
1034834400	290	178.43
1034845200	290	176.01
1034856000	290	175.69
1034866800	290	347.28
1034877600	290	2.74
1034888400	290	355.26
1034899200	291	355.58
1034910000	291	246.26
1034920800	291	75.44
1034931600	291	77.46
1034942400	291	264.36
1034953200	291	247.86
1034964000	291	228.88
1034974800	291	215.26
1034985600	292	199
1034996400	292	192.43
1035007200	292	188.12
1035018000	292	183.94
1035028800	292	341.32
1035039600	292	336.98
1035050400	292	341.29
1035061200	292	340.69
1035072000	293	315.29
1035082800	293	302.23
1035093600	293	298.4
1035104400	293	301.28
1035115200	293	306.56
1035126000	293	307.09
1035136800	293	303.5
1035147600	293	296.61
1035158400	294	273.1
1035169200	294	274.44
1035180000	294	298.45
1035190800	294	294.19
1035201600	294	289.66
1035212400	294	267.1
1035223200	294	263.1
1035234000	294	271.12
1035244800	295	267.61
1035255600	295	264.62
1035266400	295	258.49
1035277200	295	206.4
1035288000	295	203.45
1035298800	295	196.85
1035309600	295	192.72
1035320400	295	191.78
1035331200	296	315
1035342000	296	305.66
1035352800	296	304.44
1035363600	296	273.24
1035374400	296	211.35
1035385200	296	183.54
1035396000	296	183.37
1035406800	296	181.79
1035417600	297	189.42
1035428400	297	186.21
1035439200	297	185.55
1035450000	297	52.73
1035460800	297	53.18
1035471600	297	68.25
1035482400	297	47.72
1035493200	297	50.5
1035504000	298	54.33
1035514800	298	69.14
1035525600	298	67.79
1035536400	298	71.97
1035547200	298	71.96
1035558000	298	76.46
1035568800	298	297.87
1035579600	298	280.08
1035590400	299	250.75
1035601200	299	123.86
1035612000	299	112.21
1035622800	299	120.67
1035633600	299	306.06
1035644400	299	122.94
1035655200	299	123.42
1035666000	299	126.73
1035676800	300	126.76
1035687600	300	128.96
1035698400	300	128.04
1035709200	300	129.34
1035720000	300	128.38
1035730800	300	133.98
1035741600	300	225.2
1035752400	300	200.38
1035763200	301	198.19
1035774000	301	190.21
1035784800	301	188.35
1035795600	301	185.25
1035806400	301	134.91
1035817200	301	136.47
1035828000	301	135.89
1035838800	301	138.3
1035849600	302	139.31
1035860400	302	143.88
1035871200	302	147.66
1035882000	302	154.17
1035892800	302	159.07
1035903600	302	162.15
1035914400	302	331.58
1035925200	302	161.54
1035936000	303	159.78
1035946800	303	163.63
1035957600	303	160.64
1035968400	303	160.06
1035979200	303	279.68
1035990000	303	278.05
1036000800	303	181.54
1036011600	303	185.56
1036022400	304	191.45
1036033200	304	190.81
1036044000	304	193.41
1036054800	304	192.69
1036065600	304	291.62
1036076400	304	311.65
1036087200	304	195.96
1036098000	304	194.17
1036108800	305	293.42
