Unix	jday	dp
873072000	244	116.75
873082800	244	121.58
873093600	244	121.18
873104400	244	141.94
873115200	244	136.49
873126000	244	131.76
873136800	244	122.91
873147600	244	119.84
873158400	245	114.32
873169200	245	118.55
873180000	245	119.16
873190800	245	125.14
873201600	245	123.67
873212400	245	125.33
873223200	245	119.29
873234000	245	130.52
873244800	246	142.51
873255600	246	153
873266400	246	160.68
873277200	246	162.98
873288000	246	166.29
873298800	246	164.71
873309600	246	168.96
873320400	246	166.11
873331200	247	164.74
873342000	247	161.22
873352800	247	164.48
873363600	247	173.69
873374400	247	183.56
873385200	247	180.55
873396000	247	182.09
873406800	247	183.25
873417600	248	184.64
873428400	248	182.8
873439200	248	184.22
873450000	248	181.94
873460800	248	184.12
873471600	248	182.46
873482400	248	177.93
873493200	248	176.29
873504000	249	176.65
873514800	249	174.21
873525600	249	173.65
873536400	249	170.87
873547200	249	169.86
873558000	249	165.39
873568800	249	165.36
873579600	249	164.05
873590400	250	163.2
873601200	250	161.58
873612000	250	160.2
873622800	250	158.08
873633600	250	158.31
873644400	250	156.95
873655200	250	155.65
873666000	250	154.8
873676800	251	153.75
873687600	251	73.88
873698400	251	71.92
873709200	251	86.35
873720000	251	91.23
873730800	251	96.8
873741600	251	96.25
873752400	251	92.74
873763200	252	83.54
873774000	252	81.34
873784800	252	79.15
873795600	252	84.61
873806400	252	83.91
873817200	252	80.51
873828000	252	79.05
873838800	252	82.27
873849600	253	78.59
873860400	253	81.11
873871200	253	80.28
873882000	253	82.31
873892800	253	79.36
873903600	253	81.24
873914400	253	78.27
873925200	253	80.59
873936000	254	78.49
873946800	254	81.83
873957600	254	80.37
873968400	254	195.94
873979200	254	192.55
873990000	254	187.52
874000800	254	182.92
874011600	254	179.63
874022400	255	177.26
874033200	255	174.32
874044000	255	193.01
874054800	255	198.57
874065600	255	195.11
874076400	255	185.15
874087200	255	181.29
874098000	255	178.66
874108800	256	177.11
874119600	256	175.03
874130400	256	173.76
874141200	256	175.76
874152000	256	173.69
874162800	256	340.41
874173600	256	339.37
874184400	256	172.84
874195200	257	170.04
874206000	257	168.96
874216800	257	171.51
874227600	257	170.25
874238400	257	169.49
874249200	257	170.44
874260000	257	184.11
874270800	257	191.55
874281600	258	195.46
874292400	258	193.28
874303200	258	196.25
874314000	258	193.59
874324800	258	196.18
874335600	258	193.64
874346400	258	196.38
874357200	258	193.82
874368000	259	191.46
874378800	259	188.42
874389600	259	187.57
874400400	259	185.02
874411200	259	186.19
874422000	259	183.18
874432800	259	185.26
874443600	259	190.74
874454400	260	196.22
874465200	260	192.26
874476000	260	190.95
874486800	260	187.76
874497600	260	193.64
874508400	260	190.65
874519200	260	194.8
874530000	260	191.68
874540800	261	193.88
874551600	261	192.07
874562400	261	194.57
874573200	261	191.55
874584000	261	193.91
874594800	261	191.81
874605600	261	194.16
874616400	261	191.77
874627200	262	184.14
874638000	262	180.93
874648800	262	179.45
874659600	262	177.63
874670400	262	177.2
874681200	262	175.91
874692000	262	193.89
874702800	262	190.59
874713600	263	192.34
874724400	263	188.92
874735200	263	190.54
874746000	263	188.12
874756800	263	55.33
874767600	263	189.6
874778400	263	186.48
874789200	263	184.54
874800000	264	183.83
874810800	264	182.13
874821600	264	180.08
874832400	264	194.07
874843200	264	200.55
874854000	264	197.69
874864800	264	199.94
874875600	264	196.38
874886400	265	198.52
874897200	265	195.64
874908000	265	149.3
874918800	265	130.15
874929600	265	176.31
874940400	265	172.59
874951200	265	171.17
874962000	265	179.4
874972800	266	179.79
874983600	266	173.69
874994400	266	181.53
875005200	266	175.94
875016000	266	174.05
875026800	266	172.6
875037600	266	171.43
875048400	266	171.87
875059200	267	188.67
875070000	267	185.72
875080800	267	182.66
875091600	267	187.55
875102400	267	189.19
875113200	267	186.71
875124000	267	190.12
875134800	267	187.54
875145600	268	187.31
875156400	268	184.77
875167200	268	185.06
875178000	268	48.98
875188800	268	179.29
875199600	268	177.23
875210400	268	177.49
875221200	268	175.97
875232000	269	174.26
875242800	269	173.46
875253600	269	174.61
875264400	269	49.38
875275200	269	53
875286000	269	54.91
875296800	269	55.87
875307600	269	62.11
875318400	270	191.73
875329200	270	188.57
875340000	270	56.82
875350800	270	53.02
875361600	270	63.67
875372400	270	66.98
875383200	270	69.32
875394000	270	70.72
875404800	271	66.98
875415600	271	63.98
875426400	271	80.45
875437200	271	82.76
875448000	271	83.92
875458800	271	204.18
875469600	271	201.68
875480400	271	201.55
875491200	272	196.24
875502000	272	193.99
875512800	272	191.04
875523600	272	183.21
875534400	272	181.22
875545200	272	171.16
875556000	272	168.76
875566800	272	168.14
875577600	273	167.57
875588400	273	165.08
875599200	273	163.71
875610000	273	159.04
875620800	273	157.81
875631600	273	156.7
875642400	273	155.84
875653200	273	155.65
875664000	274	155.19
