Unix	jday	U-component_of_wind
762480000	60	-5.9699162627032
762483600	60	-5.42655522705484
762487200	60	-2.88446946127392
762490800	60	0.703401074399577
762494400	60	3.19056785550423
762498000	60	5.0434695058938
762501600	60	3.3175735529734
762505200	60	6.03839360282435
762508800	60	7.46595177969886
762512400	60	7.43705521947725
762516000	60	6.46108948810615
762519600	60	5.63577751649362
762523200	60	3.54933030816018
762526800	60	2.59043293721015
762530400	60	2.07127419727851
762534000	60	2.29123984555416
762537600	60	3.15771326264145
762541200	60	3.54899473556137
762544800	60	4.04128276458085
762548400	60	3.49060630280859
762552000	60	2.70521995419927
762555600	60	1.96320858421582
762559200	60	2.38782553739443
762562800	60	3.34646038873447
762566400	61	4.61062065543516
762570000	61	5.75077702949804
762573600	61	6.59167190421353
762577200	61	6.800912932079
762580800	61	6.63202668375258
762584400	61	6.39661228287249
762588000	61	6.26376341332262
762591600	61	4.77440256605355
762595200	61	3.69350129461157
762598800	61	2.6856935495449
762602400	61	1.75929405360623
762606000	61	0.887922783284316
762609600	61	0.467606498147233
762613200	61	0.0652836727406064
762616800	61	-0.631933110018009
762620400	61	-1.61908256492798
762624000	61	-2.25189307303218
762627600	61	-2.68800261025603
762631200	61	-2.58930356140512
762634800	61	-3.1791346575387
762638400	61	-2.93102688596693
762642000	61	-2.23406151432665
762645600	61	-0.559359203861969
762649200	61	1.06789867172643
762652800	62	1.73965364025305
762656400	62	3.77381522994557
762660000	62	5.00894956987177
762663600	62	5.68026740484539
762667200	62	5.70824175537615
762670800	62	5.66784954529228
762674400	62	5.87610251653427
762678000	62	4.97155512310132
762681600	62	3.76773214343038
762685200	62	2.4891151791001
762688800	62	1.62857563882066
762692400	62	0.918939984399152
762696000	62	0.595046417549222
762699600	62	0.17582798709274
762703200	62	0.139951095414266
762706800	62	0.583885917468712
762710400	62	1.50368972232808
762714000	62	2.10504043993108
762717600	62	3.04302086814632
762721200	62	2.10299219279689
762724800	62	2.18376044625633
762728400	62	2.52042892782183
762732000	62	3.26461441756333
762735600	62	3.91608906530869
762739200	63	5.29125979124295
762742800	63	5.43391040431303
762746400	63	5.57048715766095
762750000	63	5.3855597313446
762753600	63	5.11791598868349
762757200	63	4.61756930953817
762760800	63	5.45194485613981
762764400	63	3.53241975565707
762768000	63	2.62578723530319
762771600	63	2.17469879684197
762775200	63	2.01483891998701
762778800	63	1.7977361202215
762782400	63	2.41977400370571
762786000	63	2.12015221980794
762789600	63	1.4466340676277
762793200	63	0.735397477747984
762796800	63	-0.00490733860519613
762800400	63	-0.679413492768354
762804000	63	-0.711715791987958
762807600	63	-1.31612536871437
762811200	63	-1.91514833321072
762814800	63	-1.55350270298343
762818400	63	-0.222577998262467
762822000	63	0.59689369224032
762825600	64	2.18919609449406
762829200	64	2.14925814733484
762832800	64	2.22047212380434
762836400	64	2.17955166864417
762840000	64	2.07319957328769
762843600	64	1.47771689445237
762847200	64	1.59537104644402
762850800	64	0.670452821164291
762854400	64	0.48003192489895
762858000	64	1.27622794894183
762861600	64	2.35948677558112
762865200	64	2.90936155653441
762868800	64	3.29789598803885
762872400	64	2.69307339348742
762876000	64	2.60180776842094
762879600	64	2.6362852281418
762883200	64	2.24208298638217
762886800	64	1.88591236500411
762890400	64	3.34416352712725
762894000	64	2.36137627567803
762897600	64	2.32622563051303
762901200	64	2.72920814623219
762904800	64	2.64187063674037
762908400	64	2.58017694269007
762912000	65	2.03490452735669
762915600	65	1.77555903417989
762919200	65	2.6423656869926
762922800	65	3.50709315574173
762926400	65	3.82289896109189
762930000	65	4.17495879806437
762933600	65	4.79811483325411
762937200	65	5.23785642663445
762940800	65	5.22886283717765
762944400	65	5.0755367529677
762948000	65	5.04865717546893
762951600	65	5.00980317310154
762955200	65	4.443030130372
762958800	65	5.19475887414887
762962400	65	6.1956302894409
762966000	65	7.24386366369254
762969600	65	7.00652847051096
762973200	65	6.47731395235429
762976800	65	4.83265559734732
762980400	65	5.25388045346883
762984000	65	5.6823202236025
762987600	65	5.71677160737261
762991200	65	6.01430964867477
762994800	65	5.94422502580128
762998400	66	6.46946812550225
763002000	66	4.67492900908913
763005600	66	2.90299429010644
763009200	66	2.93817088720929
763012800	66	4.64327306155713
763016400	66	5.89034257025189
763020000	66	5.76781078274225
763023600	66	6.2689436539769
763027200	66	5.68239004420719
763030800	66	4.50047526388943
763034400	66	2.88805568780232
763038000	66	1.54894998017236
763041600	66	-0.627304508221837
763045200	66	-1.37634012378258
763048800	66	-1.85757484558305
763052400	66	-2.19223378778837
763056000	66	-2.29152268392358
763059600	66	-2.31699276506275
763063200	66	-2.06934828793494
763066800	66	-1.37360087236142
763070400	66	-0.351868278922711
763074000	66	1.77032610005545
763077600	66	2.5237622383592
763081200	66	3.18846597093706
763084800	67	2.62913535732785
763088400	67	2.90201465104845
763092000	67	2.91888571119536
763095600	67	2.45548435436956
763099200	67	1.98398266060541
763102800	67	1.50026280201106
763106400	67	-0.848333963867583
763110000	67	-0.522761470517656
763113600	67	-0.0601592107477378
763117200	67	0.448464565287863
763120800	67	0.927015002208703
763124400	67	1.27766305278537
763128000	67	3.49975976983299
763131600	67	3.90409767724066
763135200	67	4.1819152709857
763138800	67	4.02905315228486
763142400	67	4.3310634606955
763146000	67	4.31721701869388
763149600	67	4.343933899145
763153200	67	3.63237584042501
763156800	67	3.07270216097759
763160400	67	2.45658502750777
763164000	67	2.68896622427727
763167600	67	3.17179090110603
763171200	68	2.69807886178604
763174800	68	4.03500526009063
763178400	68	4.625491121247
763182000	68	4.79128025603022
763185600	68	4.42878165837625
763189200	68	3.95913739088092
763192800	68	4.64433925616025
763196400	68	3.22611022900608
763200000	68	1.0492420866702
763203600	68	-1.33551239537807
763207200	68	-3.17895800528898
763210800	68	-4.64980897592438
763214400	68	-5.61472072689038
763218000	68	-6.13416970406242
763221600	68	-5.89860893531454
763225200	68	-5.53692859003096
763228800	68	-5.19457827490774
763232400	68	-4.98320496575223
763236000	68	-4.63614997148577
763239600	68	-4.77218452848472
763243200	68	-4.56548387325133
763246800	68	-4.00786004346899
763250400	68	-2.95067145212392
763254000	68	-1.70695458894616
763257600	69	0.57143397772833
763261200	69	1.57189895360559
763264800	69	2.3281536372202
763268400	69	2.65101272038935
763272000	69	2.74334989688424
