Unix	jday	U-component_of_wind
799286400	121	0.416422856485384
799290000	121	-0.670737185058542
799293600	121	-1.47328660603938
799297200	121	-1.80595763813456
799300800	121	-1.76527629898302
799304400	121	-1.38165052398226
799308000	121	-0.601055215442121
799311600	121	-0.397607054355039
799315200	121	-0.26556779044031
799318800	121	-0.129933767190919
799322400	121	-0.0219958486674779
799326000	121	-0.0546601384470587
799329600	121	-1.90602112873218
799333200	121	-2.48162939503034
799336800	121	-2.78409862452788
799340400	121	-2.93591434480844
799344000	121	-2.7873542047091
799347600	121	-2.59648045144211
799351200	121	-0.88964403559583
799354800	121	-1.11625408693676
799358400	121	-0.957216745289041
799362000	121	-1.02263696640103
799365600	121	-2.07498514786149
799369200	121	-2.79691285534325
799372800	122	-3.3270942596006
799376400	122	-3.26631721223244
799380000	122	-2.91692624507343
799383600	122	-2.62396230666492
799387200	122	-2.82389507478359
799390800	122	-2.89682316082473
799394400	122	-4.03825353592431
799398000	122	-3.63371551022142
799401600	122	-3.33980829521291
799405200	122	-3.20535306553222
799408800	122	-3.14885780482612
799412400	122	-3.05241670373255
799416000	122	-2.56902264228182
799419600	122	-2.6147600878103
799423200	122	-2.46505442290667
799426800	122	-2.49392723013466
799430400	122	-2.22305115396822
799434000	122	-1.93115520204928
799437600	122	-4.19256795634016
799441200	122	-2.47564968211415
799444800	122	-1.72560194896296
799448400	122	-1.84885533878762
799452000	122	-2.15614596678253
799455600	122	-2.40637123774892
799459200	123	-6.01095850551471
799462800	123	-5.52358999335248
799466400	123	-4.27572859078102
799470000	123	-3.79269406905396
799473600	123	-3.67488311905568
799477200	123	-3.16929443180912
799480800	123	-3.47007653306304
799484400	123	-1.60274452247567
799488000	123	0.211394613144652
799491600	123	2.02988249861496
799495200	123	2.51952121958793
799498800	123	3.00233660856471
799502400	123	3.43114915733406
799506000	123	3.12178115387247
799509600	123	2.95896682755676
799513200	123	3.14988758408712
799516800	123	2.89665302186767
799520400	123	2.49343462539702
799524000	123	2.78474843709028
799527600	123	1.11059338790159
799531200	123	0.268333888451259
799534800	123	-0.397255774238783
799538400	123	-0.925022224890783
799542000	123	-1.15630046945729
799545600	124	2.0283137241846
799549200	124	1.82803029255398
799552800	124	1.72346717604868
799556400	124	1.2302927190278
799560000	124	0.894509025952879
799563600	124	0.637960729569704
799567200	124	1.1931968567213
799570800	124	1.36100756537968
799574400	124	1.57411742322024
799578000	124	1.81274091275497
799581600	124	1.85169629910053
799585200	124	1.80190361146644
799588800	124	3.64139660119797
799592400	124	2.81884168110443
799596000	124	2.04819625816075
799599600	124	1.59000492190278
799603200	124	0.812596323520691
799606800	124	-0.0852936277896665
799610400	124	0.185125311438751
799614000	124	-0.665005479254384
799617600	124	-1.52467861584769
799621200	124	-2.1997682169337
799624800	124	-2.29324207177723
799628400	124	-2.50539697926558
799632000	125	-1.76099384221637
799635600	125	-2.04651053663862
799639200	125	-2.80390622295233
799642800	125	-3.25584966675217
799646400	125	-3.76584958997875
799650000	125	-4.12545774385064
799653600	125	-4.3999919986248
799657200	125	-4.40911091044966
799660800	125	-4.08463785427949
799664400	125	-3.33752826904081
799668000	125	-2.48324838423005
