Unix	jday	Temp
820454400	1	16.53
820540800	2	16.45
820627200	3	16.43
820713600	4	16.43
820800000	5	16.45
820886400	6	17.29
820972800	7	17.74
821059200	8	17.84
821145600	9	17.91
821232000	10	17.93
821318400	11	17.93
821404800	12	17.92
821491200	13	17.9
821577600	14	17.89
821664000	15	17.88
821750400	16	17.92
821836800	17	17.89
821923200	18	18.02
822009600	19	18.44
822096000	20	18.81
822182400	21	18.83
822268800	22	19.18
822355200	23	19.19
822441600	24	19.39
822528000	25	19.38
822614400	26	19.19
822700800	27	19.15
822787200	28	19.33
822873600	29	19.54
822960000	30	19.75
823046400	31	19.85
823132800	32	20.05
823219200	33	20.06
823305600	34	19.85
823392000	35	19.66
823478400	36	19.53
823564800	37	19.45
823651200	38	19.38
823737600	39	19.58
823824000	40	19.67
823910400	41	19.61
823996800	42	19.53
824083200	43	19.27
824169600	44	19.12
824256000	45	19.3
824342400	46	19.44
824428800	47	19.87
824515200	48	20.02
824601600	49	19.97
824688000	50	19.93
824774400	51	19.78
824860800	52	19.64
824947200	53	19.51
825033600	54	19.36
825120000	55	19.23
825206400	56	19.34
825292800	57	19.35
825379200	58	19.37
825465600	59	19.44
825552000	60	19.43
825638400	61	19.45
825724800	62	19.45
825811200	63	19.41
825897600	64	19.31
825984000	65	19.21
826070400	66	19.43
826156800	67	19.51
826243200	68	19.44
826329600	69	19.43
826416000	70	19.24
826502400	71	19.12
826588800	72	19.02
826675200	73	18.93
826761600	74	18.96
826848000	75	18.97
826934400	76	18.83
827020800	77	18.72
827107200	78	18.54
827193600	79	18.28
827280000	80	18.2
827366400	81	18.18
827452800	82	18.12
827539200	83	18.03
827625600	84	17.95
827712000	85	17.91
827798400	86	18.01
827884800	87	18.1
827971200	88	18.17
828057600	89	17.87
828144000	90	17.74
828230400	91	17.76
828316800	92	17.78
828403200	93	17.8
828489600	94	17.82
828576000	95	17.82
828662400	96	17.83
828748800	97	17.24
828835200	98	17.08
828921600	99	17.09
829008000	100	16.95
829094400	101	16.85
829180800	102	16.88
829267200	103	16.9
829353600	104	16.92
829440000	105	16.94
829526400	106	16.94
829612800	107	16.94
829699200	108	17.06
829785600	109	17.1
829872000	110	17.09
829958400	111	17.08
830044800	112	17.04
830131200	113	17.11
830217600	114	17.12
830304000	115	16.87
830390400	116	16.72
830476800	117	16.69
830563200	118	16.65
830649600	119	16.64
830736000	120	16.65
830822400	121	16.67
830908800	122	16.56
830995200	123	16.5
831081600	124	16.38
831168000	125	16.23
831254400	126	16.12
831340800	127	15.97
831427200	128	15.92
831513600	129	16
831600000	130	16.05
831686400	131	16.09
831772800	132	16.1
831859200	133	16.08
831945600	134	16.04
832032000	135	15.98
832118400	136	15.81
832204800	137	15.7
832291200	138	15.69
832377600	139	15.66
832464000	140	15.64
832550400	141	15.63
832636800	142	15.63
832723200	143	15.63
832809600	144	15.56
832896000	145	15.37
832982400	146	15.25
833068800	147	15.25
833155200	148	15.25
833241600	149	15.26
833328000	150	15.26
833414400	151	15.24
833500800	152	15.21
833587200	153	14.58
833673600	154	14.26
833760000	155	14.25
833846400	156	14.34
833932800	157	14.39
834019200	158	14.43
834105600	159	14.39
834192000	160	14.34
834278400	161	14.31
