Unix	jday	Temp
1136073600	1	18.19
1136160000	2	18.18
1136246400	3	18.05
1136332800	4	17.72
1136419200	5	17.24
1136505600	6	16.89
1136592000	7	16.97
1136678400	8	17.16
1136764800	9	17.39
1136851200	10	17.56
1136937600	11	17.45
1137024000	12	17.27
1137110400	13	17.21
1137196800	14	17.14
1137283200	15	16.8
1137369600	16	16.46
1137456000	17	16.31
1137542400	18	16.08
1137628800	19	15.55
1137715200	20	15.42
1137801600	21	15.74
1137888000	22	16.08
1137974400	23	16.33
1138060800	24	16.54
1138147200	25	16.38
1138233600	26	16.39
1138320000	27	16.66
1138406400	28	16.83
1138492800	29	16.82
1138579200	30	16.76
1138665600	31	16.81
1138752000	32	17.22
1138838400	33	17.4
1138924800	34	17.17
1139011200	35	16.74
1139097600	36	16.55
1139184000	37	16.64
1139270400	38	16.85
1139356800	39	17.03
1139443200	40	17.13
1139529600	41	17.22
1139616000	42	17.35
1139702400	43	17.48
1139788800	44	17.58
1139875200	45	17.26
1139961600	46	16.94
1140048000	47	16.79
1140134400	48	17.01
1140220800	49	17.35
1140307200	50	17.69
1140393600	51	17.8
1140480000	52	17.8
1140566400	53	17.74
1140652800	54	17.67
1140739200	55	17.53
1140825600	56	17.31
1140912000	57	17.16
1140998400	58	16.9
1141084800	59	16.68
1141171200	60	16.5
1141257600	61	16.09
1141344000	62	15.75
1141430400	63	15.6
1141516800	64	15.61
1141603200	65	15.63
1141689600	66	15.32
1141776000	67	14.99
1141862400	68	14.87
1141948800	69	14.99
1142035200	70	15.02
1142121600	71	15.08
1142208000	72	15.24
1142294400	73	15.5
1142380800	74	15.61
1142467200	75	15.65
1142553600	76	15.64
1142640000	77	15.85
1142726400	78	16
1142812800	79	15.9
1142899200	80	15.73
1142985600	81	15.9
1143072000	82	16.19
1143158400	83	16.35
1143244800	84	16.48
1143331200	85	16.58
1143417600	86	16.59
1143504000	87	16.61
1143590400	88	16.54
1143676800	89	16.47
1143763200	90	16.43
1143849600	91	16.61
1143936000	92	16.71
1144022400	93	16.78
1144108800	94	16.77
1144195200	95	16.71
1144281600	96	16.64
1144368000	97	16.63
1144454400	98	16.62
1144540800	99	16.65
1144627200	100	16.63
1144713600	101	16.46
1144800000	102	16.34
1144886400	103	16.33
1144972800	104	16.31
1145059200	105	16.29
1145145600	106	16.25
1145232000	107	16.35
1145318400	108	16.46
1145404800	109	16.55
1145491200	110	16.58
1145577600	111	16.59
1145664000	112	16.63
1145750400	113	16.66
1145836800	114	16.67
1145923200	115	16.66
1146009600	116	16.59
1146096000	117	16.5
1146182400	118	16.27
1146268800	119	16.1
1146355200	120	16.08
1146441600	121	16.13
1146528000	122	16.02
1146614400	123	15.98
1146700800	124	16.01
1146787200	125	15.99
1146873600	126	15.88
1146960000	127	15.74
1147046400	128	15.69
1147132800	129	15.73
1147219200	130	15.84
1147305600	131	15.93
1147392000	132	15.98
1147478400	133	15.88
1147564800	134	15.65
1147651200	135	15.35
1147737600	136	15.08
1147824000	137	15
1147910400	138	15.01
1147996800	139	14.97
1148083200	140	14.94
1148169600	141	14.93
1148256000	142	14.98
1148342400	143	15.08
1148428800	144	15.15
1148515200	145	15.19
1148601600	146	15.2
1148688000	147	15.15
1148774400	148	14.93
1148860800	149	14.86
1148947200	150	14.86
1149033600	151	14.88
1149120000	152	14.86
1149206400	153	14.84
1149292800	154	14.9
1149379200	155	14.98
1149465600	156	14.78
1149552000	157	14.53
1149638400	158	14.43
1149724800	159	14.59
1149811200	160	14.34
1149897600	161	14.12
1149984000	162	14.13
1150070400	163	14.42
1150156800	164	14.57
1150243200	165	14.61
1150329600	166	14.52
1150416000	167	14.35
1150502400	168	14.21
1150588800	169	13.8
1150675200	170	13.55
1150761600	171	13.4
1150848000	172	13.42
1150934400	173	13.49
1151020800	174	13.58
1151107200	175	13.59
1151193600	176	13.27
1151280000	177	12.98
1151366400	178	12.78
1151452800	179	12.69
1151539200	180	12.82
1151625600	181	12.94
1151712000	182	13.15
1151798400	183	13.28
1151884800	184	13.35
1151971200	185	13.34
1152057600	186	13.26
1152144000	187	13.22
1152230400	188	13.15
1152316800	189	13.11
1152403200	190	13.08
1152489600	191	13.16
1152576000	192	13.13
1152662400	193	13.01
1152748800	194	12.91
1152835200	195	12.69
1152921600	196	12.44
1153008000	197	12.3
1153094400	198	12.31
1153180800	199	12.6
1153267200	200	12.83
1153353600	201	12.87
1153440000	202	12.78
1153526400	203	12.73
1153612800	204	12.76
1153699200	205	12.4
1153785600	206	12.06
1153872000	207	11.99
1153958400	208	12.18
1154044800	209	12.26
1154131200	210	12.5
1154217600	211	12.75
1154304000	212	12.9
1154390400	213	12.94
1154476800	214	12.93
1154563200	215	12.92
1154649600	216	12.93
1154736000	217	12.97
1154822400	218	13.05
1154908800	219	12.78
1154995200	220	12.51
1155081600	221	12.33
1155168000	222	12.25
1155254400	223	12.16
1155340800	224	12.2
1155427200	225	12.34
1155513600	226	12.43
1155600000	227	12.47
1155686400	228	12.45
1155772800	229	12.46
1155859200	230	12.5
1155945600	231	12.61
1156032000	232	12.64
1156118400	233	12.6
1156204800	234	12.55
1156291200	235	12.56
1156377600	236	12.59
1156464000	237	12.62
1156550400	238	12.64
1156636800	239	12.66
1156723200	240	12.62
1156809600	241	12.55
1156896000	242	12.43
1156982400	243	12.33
1157068800	244	12.31
1157155200	245	12.36
1157241600	246	12.43
1157328000	247	12.48
1157414400	248	12.5
1157500800	249	12.69
1157587200	250	12.92
1157673600	251	13.07
1157760000	252	12.91
1157846400	253	12.75
1157932800	254	12.8
1158019200	255	13.06
1158105600	256	13.13
1158192000	257	13.23
1158278400	258	13.22
1158364800	259	13.02
1158451200	260	12.73
1158537600	261	12.48
1158624000	262	12.4
1158710400	263	12.51
1158796800	264	12.72
1158883200	265	12.89
1158969600	266	12.97
1159056000	267	13.02
1159142400	268	13.06
1159228800	269	13.05
1159315200	270	13.16
1159401600	271	13.26
1159488000	272	13.2
1159574400	273	13.3
1159660800	274	13.38
1159747200	275	13.43
1159833600	276	13.51
1159920000	277	13.59
1160006400	278	13.71
1160092800	279	13.79
1160179200	280	13.7
