Unix	jday	Temp
1072915200	1	15.9
1073001600	2	15.98
1073088000	3	16.04
1073174400	4	16.08
1073260800	5	16.12
1073347200	6	16.16
1073433600	7	16.2
1073520000	8	16.42
1073606400	9	16.81
1073692800	10	17.12
1073779200	11	17.37
1073865600	12	17.49
1073952000	13	17.53
1074038400	14	17.49
1074124800	15	17.47
1074211200	16	17.65
1074297600	17	17.74
1074384000	18	17.61
1074470400	19	17.23
1074556800	20	17.1
1074643200	21	17.15
1074729600	22	17.15
1074816000	23	17.25
1074902400	24	17.5
1074988800	25	17.62
1075075200	26	17.68
1075161600	27	17.71
1075248000	28	17.75
1075334400	29	17.79
1075420800	30	17.83
1075507200	31	17.87
1075593600	32	17.91
1075680000	33	17.94
1075766400	34	17.97
1075852800	35	18.01
1075939200	36	18.05
1076025600	37	18.1
1076112000	38	18.11
1076198400	39	18.18
1076284800	40	18.18
1076371200	41	18.22
1076457600	42	18.27
1076544000	43	17.87
1076630400	44	17.68
1076716800	45	17.62
1076803200	46	17.5
1076889600	47	17.36
1076976000	48	17.28
1077062400	49	17.26
1077148800	50	17.26
1077235200	51	17.26
1077321600	52	16.74
1077408000	53	16.72
1077494400	54	16.77
1077580800	55	16.81
1077667200	56	16.57
1077753600	57	16.17
1077840000	58	15.93
1077926400	59	15.88
1078012800	60	15.88
1078099200	61	15.59
1078185600	62	15.31
1078272000	63	15.25
1078358400	64	15.21
1078444800	65	15.37
1078531200	66	15.43
1078617600	67	15.48
1078704000	68	15.59
1078790400	69	15.59
1078876800	70	15.53
1078963200	71	15.45
1079049600	72	15.47
1079136000	73	15.55
1079222400	74	15.82
1079308800	75	15.97
1079395200	76	16.11
1079481600	77	16.15
1079568000	78	16.17
1079654400	79	16.21
1079740800	80	16.11
1079827200	81	16.03
1079913600	82	15.95
1.08e+09	83	15.89
1080086400	84	15.73
1080172800	85	15.54
1080259200	86	15.5
1080345600	87	15.48
1080432000	88	15.11
1080518400	89	15.02
1080604800	90	15.05
1080691200	91	15.12
1080777600	92	15.19
1080864000	93	15.26
1080950400	94	15.2
1081036800	95	15.07
1081123200	96	15.01
1081209600	97	14.92
1081296000	98	14.71
1081382400	99	14.6
1081468800	100	14.61
1081555200	101	14.65
1081641600	102	14.7
1081728000	103	14.75
1081814400	104	14.29
1081900800	105	14.02
1081987200	106	14.02
1082073600	107	14.03
1082160000	108	14.05
1082246400	109	14.11
1082332800	110	14.34
1082419200	111	14.45
1082505600	112	14.53
1082592000	113	14.5
1082678400	114	14.48
1082764800	115	14.51
1082851200	116	14.55
1082937600	117	14.47
1083024000	118	14.42
1083110400	119	14.39
1083196800	120	14.37
1083283200	121	14.41
1083369600	122	14.48
1083456000	123	14.51
1083542400	124	14.49
1083628800	125	14.46
1083715200	126	14.55
1083801600	127	14.55
1083888000	128	14.22
1083974400	129	13.91
1084060800	130	13.97
1084147200	131	14.02
1084233600	132	14.14
1084320000	133	14.24
1084406400	134	14.28
1084492800	135	14.36
1084579200	136	14.45
1084665600	137	14.11
1084752000	138	13.89
1084838400	139	13.79
1084924800	140	13.7
1085011200	141	13.73
1085097600	142	13.87
1085184000	143	14.06
1085270400	144	14.23
1085356800	145	13.85
1085443200	146	13.66
1085529600	147	13.83
1085616000	148	13.92
1085702400	149	14.09
1085788800	150	14.17
1085875200	151	14.22
1085961600	152	14.26
1086048000	153	14.26
1086134400	154	14.23
1086220800	155	14.21
1086307200	156	14.2
1086393600	157	13.7
1086480000	158	13.34
1086566400	159	13.17
1086652800	160	13.15
1086739200	161	13.22
1086825600	162	13.27
1086912000	163	13.2
1086998400	164	13.15
1087084800	165	13.19
1087171200	166	13.33
1087257600	167	13.38
1087344000	168	13.38
1087430400	169	13.36
1087516800	170	13.46
1087603200	171	13.56
1087689600	172	13.57
1087776000	173	13.5
1087862400	174	13.46
1087948800	175	13.52
1088035200	176	13.55
1088121600	177	13.54
1088208000	178	13.52
1088294400	179	13.5
1088380800	180	13.43
1088467200	181	13.32
1088553600	182	13.23
1088640000	183	13.22
1088726400	184	12.93
1088812800	185	12.67
1088899200	186	12.57
1088985600	187	12.65
1089072000	188	12.7
1089158400	189	12.59
1089244800	190	12.41
1089331200	191	12.3
1089417600	192	12.33
1089504000	193	12.31
1089590400	194	12.29
1089676800	195	12.26
1089763200	196	12.25
1089849600	197	12.3
1089936000	198	12.3
1090022400	199	12.28
1090108800	200	12.23
1090195200	201	12.22
1090281600	202	12.28
1090368000	203	12.33
1090454400	204	12.32
1090540800	205	12.24
1090627200	206	12.21
1090713600	207	12.2
1090800000	208	12.35
1090886400	209	12.45
1090972800	210	12.51
1091059200	211	12.4
1091145600	212	12.32
1091232000	213	12.34
1091318400	214	12.46
1091404800	215	12.5
1091491200	216	12.51
1091577600	217	12.53
1091664000	218	12.56
1091750400	219	12.58
1091836800	220	12.57
1091923200	221	12.57
1092009600	222	12.59
1092096000	223	12.6
1092182400	224	12.62
1092268800	225	12.63
1092355200	226	12.63
1092441600	227	12.58
1092528000	228	11.95
1092614400	229	11.49
1092700800	230	11.32
1092787200	231	11.43
1092873600	232	11.54
1092960000	233	11.53
1093046400	234	11.52
1093132800	235	11.45
1093219200	236	11.4
1093305600	237	11.32
1093392000	238	11.31
1093478400	239	11.45
1093564800	240	11.42
1093651200	241	11.41
1093737600	242	11.35
1093824000	243	11.32
1093910400	244	11.42
1093996800	245	11.59
1094083200	246	11.71
1094169600	247	11.81
1094256000	248	11.95
1094342400	249	11.98
1094428800	250	12.02
1094515200	251	12.14
1094601600	252	12.23
1094688000	253	12.26
1094774400	254	12.39
1094860800	255	12.47
1094947200	256	12.52
1095033600	257	12.53
1095120000	258	12.48
1095206400	259	12.41
1095292800	260	12.32
1095379200	261	12.2
1095465600	262	12.08
1095552000	263	12.01
1095638400	264	11.95
1095724800	265	11.96
1095811200	266	11.99
1095897600	267	12
1095984000	268	12.19
1096070400	269	12.25
1096156800	270	12.31
1096243200	271	12.33
1096329600	272	12.29
1096416000	273	12.25
1096502400	274	12.25
1096588800	275	12.32
1096675200	276	12.34
1096761600	277	12.35
1096848000	278	12.4
1096934400	279	12.4
1097020800	280	12.37
1097107200	281	12.4
1097193600	282	12.5
1097280000	283	12.63
1097366400	284	12.72
1097452800	285	12.8
1097539200	286	12.85
1097625600	287	12.9
1097712000	288	12.93
1097798400	289	12.86
1097884800	290	12.75
1097971200	291	12.66
1098057600	292	12.67
1098144000	293	12.69
1098230400	294	12.8
1098316800	295	12.66
1098403200	296	12.41
1098489600	297	12.13
1098576000	298	12.23
1098662400	299	12.4
1098748800	300	12.58
1098835200	301	12.7
1098921600	302	12.75
1099008000	303	12.84
1099094400	304	12.98
1099180800	305	13.33
1099267200	306	13.76
1099353600	307	13.9
1099440000	308	13.91
1099526400	309	13.92
1099612800	310	13.94
1099699200	311	14.3
1099785600	312	14.72
1099872000	313	14.97
1099958400	314	15.14
1100044800	315	15.27
1100131200	316	15.3
1100217600	317	15.26
1100304000	318	15.19
1100390400	319	14.8
1100476800	320	14.43
