Unix	jday	Temp
946684800	1	17.12
946771200	2	17.11
946857600	3	16.99
946944000	4	16.88
947030400	5	16.87
947116800	6	16.94
947203200	7	17
947289600	8	17.15
947376000	9	17.46
947462400	10	17.69
947548800	11	17.89
947635200	12	18.07
947721600	13	18.02
947808000	14	18
947894400	15	18.19
947980800	16	18.33
948067200	17	18.4
948153600	18	18.66
948240000	19	18.81
948326400	20	18.92
948412800	21	18.94
948499200	22	18.93
948585600	23	18.92
948672000	24	18.66
948758400	25	18.5
948844800	26	18.57
948931200	27	18.6
949017600	28	18.6
949104000	29	18.62
949190400	30	18.62
949276800	31	18.61
949363200	32	18.17
949449600	33	18.31
949536000	34	18.51
949622400	35	18.45
949708800	36	18.4
949795200	37	18.08
949881600	38	17.89
949968000	39	18.07
950054400	40	18.21
950140800	41	18.28
950227200	42	18.65
950313600	43	18.78
950400000	44	18.76
950486400	45	18.74
950572800	46	18.72
950659200	47	18.53
950745600	48	18.41
950832000	49	18.6
950918400	50	18.71
951004800	51	18.73
951091200	52	18.8
951177600	53	18.74
951264000	54	18.62
951350400	55	18.66
951436800	56	18.7
951523200	57	18.76
951609600	58	18.78
951696000	59	18.61
951782400	60	18.49
951868800	61	18.29
951955200	62	18.2
952041600	63	18.05
952128000	64	17.85
952214400	65	17.7
952300800	66	17.64
952387200	67	17.5
952473600	68	17.33
952560000	69	17.05
952646400	70	16.79
952732800	71	16.79
952819200	72	16.84
952905600	73	16.75
952992000	74	16.72
953078400	75	16.8
953164800	76	16.96
953251200	77	17.05
953337600	78	17.06
953424000	79	17.15
953510400	80	17.25
953596800	81	17.33
953683200	82	16.86
953769600	83	16.5
953856000	84	16.6
953942400	85	16.56
954028800	86	16.53
954115200	87	16.47
954201600	88	16.42
954288000	89	16.72
954374400	90	16.9
954460800	91	16.89
954547200	92	16.87
954633600	93	16.78
954720000	94	16.61
954806400	95	16.65
954892800	96	16.65
954979200	97	16.54
955065600	98	16.53
955152000	99	16.59
955238400	100	16.7
955324800	101	16.47
955411200	102	16.34
955497600	103	16.51
955584000	104	16.6
955670400	105	16.13
955756800	106	15.91
955843200	107	15.98
955929600	108	15.92
956016000	109	15.89
956102400	110	15.96
956188800	111	16.23
956275200	112	16.46
956361600	113	16.52
956448000	114	16.47
956534400	115	16.27
956620800	116	16.08
956707200	117	16.01
956793600	118	15.88
956880000	119	15.56
956966400	120	15.51
957052800	121	15.59
957139200	122	15.68
957225600	123	15.57
957312000	124	15.52
957398400	125	15.59
957484800	126	15.61
957571200	127	15.61
957657600	128	15.61
957744000	129	15.7
957830400	130	15.69
957916800	131	15.49
958003200	132	15.5
958089600	133	15.68
958176000	134	15.72
958262400	135	15.67
958348800	136	15.72
958435200	137	15.76
958521600	138	15.37
958608000	139	15.07
958694400	140	15.05
958780800	141	15.05
958867200	142	15.06
958953600	143	15.05
959040000	144	14.71
959126400	145	14.35
959212800	146	14.12
959299200	147	14.12
959385600	148	14.38
959472000	149	14.6
959558400	150	14.72
959644800	151	14.64
959731200	152	14.62
959817600	153	14.77
959904000	154	14.88
959990400	155	14.95
960076800	156	15.18
960163200	157	15.27
960249600	158	15.24
960336000	159	15.09
960422400	160	14.67
960508800	161	14.41
960595200	162	14.31
960681600	163	14.26
960768000	164	14.3
960854400	165	14.01
960940800	166	13.81
961027200	167	13.74
961113600	168	13.8
961200000	169	13.87
961286400	170	13.94
961372800	171	13.82
961459200	172	13.58
961545600	173	13.52
961632000	174	13.54
961718400	175	13.52
961804800	176	13.51
961891200	177	13.58
961977600	178	13.68
962064000	179	13.78
962150400	180	13.85
962236800	181	13.91
962323200	182	14.08
962409600	183	14.14
962496000	184	14.3
962582400	185	14.44
962668800	186	14.44
962755200	187	14.07
962841600	188	14.19
962928000	189	14.18
963014400	190	13.97
963100800	191	13.89
963187200	192	13.88
963273600	193	13.83
963360000	194	13.21
963446400	195	13.05
963532800	196	13.65
963619200	197	14.04
963705600	198	14.12
963792000	199	13.92
963878400	200	13.85
963964800	201	13.94
964051200	202	13.96
964137600	203	13.97
964224000	204	13.97
964310400	205	13.96
964396800	206	13.91
964483200	207	13.93
964569600	208	13.96
964656000	209	13.96
964742400	210	13.95
964828800	211	13.93
964915200	212	13.92
965001600	213	13.88
965088000	214	13.56
965174400	215	13.46
965260800	216	13.44
965347200	217	13.44
965433600	218	13.43
965520000	219	13.25
965606400	220	13.13
965692800	221	13.14
965779200	222	13.16
965865600	223	13.17
965952000	224	13.17
966038400	225	13.33
966124800	226	13.47
966211200	227	13.38
966297600	228	13.25
966384000	229	13.2
966470400	230	13.19
966556800	231	13.19
966643200	232	13.11
966729600	233	13.07
966816000	234	13.11
966902400	235	13.15
966988800	236	13.18
967075200	237	13.2
967161600	238	13.22
967248000	239	13.24
967334400	240	13.25
967420800	241	13.26
967507200	242	13.27
967593600	243	13.29
967680000	244	13.31
967766400	245	13.25
967852800	246	13.2
967939200	247	13.24
968025600	248	13.27
968112000	249	13.44
968198400	250	13.5
968284800	251	13.46
968371200	252	13.43
968457600	253	13.41
968544000	254	13.38
968630400	255	13.36
968716800	256	13.34
968803200	257	13.2
968889600	258	13.16
968976000	259	13.18
969062400	260	13.29
969148800	261	13.37
969235200	262	13.39
969321600	263	13.41
969408000	264	13.42
969494400	265	13.56
969580800	266	13.68
969667200	267	13.69
969753600	268	13.47
969840000	269	13.41
969926400	270	13.46
970012800	271	13.39
970099200	272	13.36
970185600	273	13.4
970272000	274	13.43
970358400	275	13.46
