Unix	jday	Temp
757382400	1	15.61
757468800	2	15.67
757555200	3	15.72
757641600	4	15.77
757728000	5	15.83
757814400	6	15.89
757900800	7	15.94
757987200	8	16
758073600	9	16.05
758160000	10	16.1
758246400	11	16.15
758332800	12	16.2
758419200	13	16.25
758505600	14	16.3
758592000	15	16.34
758678400	16	16.39
758764800	17	16.43
758851200	18	16.48
758937600	19	16.52
759024000	20	16.55
759110400	21	16.59
759196800	22	16.62
759283200	23	16.66
759369600	24	16.69
759456000	25	16.71
759542400	26	16.74
759628800	27	16.77
759715200	28	16.8
759801600	29	16.83
759888000	30	16.87
759974400	31	16.92
760060800	32	16.96
760147200	33	17.01
760233600	34	17.07
760320000	35	17.13
760406400	36	17.19
760492800	37	17.25
760579200	38	17.3
760665600	39	17.36
760752000	40	17.4
760838400	41	17.45
760924800	42	17.49
761011200	43	17.53
761097600	44	17.57
761184000	45	17.62
761270400	46	17.67
761356800	47	17.71
761443200	48	17.76
761529600	49	17.8
761616000	50	17.85
761702400	51	17.89
761788800	52	17.93
761875200	53	17.97
761961600	54	18.01
762048000	55	18.05
762134400	56	18.08
762220800	57	18.11
762307200	58	18.13
762393600	59	18.16
762480000	60	18.18
762566400	61	18.21
762652800	62	18.23
762739200	63	18.26
762825600	64	18.28
762912000	65	18.3
762998400	66	18.31
763084800	67	18.33
763171200	68	18.34
763257600	69	18.34
763344000	70	18.35
763430400	71	18.35
763516800	72	18.34
763603200	73	18.34
763689600	74	18.33
763776000	75	18.32
763862400	76	18.31
763948800	77	18.3
764035200	78	18.29
764121600	79	18.28
764208000	80	18.26
764294400	81	18.25
764380800	82	18.23
764467200	83	18.21
764553600	84	18.2
764640000	85	18.18
764726400	86	18.16
764812800	87	18.14
764899200	88	18.13
764985600	89	18.11
765072000	90	18.09
765158400	91	18.08
765244800	92	18.06
765331200	93	18.04
765417600	94	18.02
765504000	95	18.01
765590400	96	17.99
765676800	97	17.97
765763200	98	17.94
765849600	99	17.92
765936000	100	17.89
766022400	101	17.86
766108800	102	17.84
766195200	103	17.81
766281600	104	17.78
