Unix	jday	Temp
915148800	1	16.8
915235200	2	17.45
915321600	3	17.84
915408000	4	18.12
915494400	5	18.08
915580800	6	18.05
915667200	7	18.03
915753600	8	18.02
915840000	9	17.85
915926400	10	17.78
916012800	11	17.79
916099200	12	17.79
916185600	13	17.79
916272000	14	17.79
916358400	15	17.83
916444800	16	17.86
916531200	17	18.19
916617600	18	18.37
916704000	19	18.88
916790400	20	19.18
916876800	21	19.26
916963200	22	19.09
917049600	23	19
917136000	24	18.92
917222400	25	18.87
917308800	26	19
917395200	27	19.19
917481600	28	19.16
917568000	29	19.11
917654400	30	19.16
917740800	31	19.08
917827200	32	18.93
917913600	33	18.82
9.18e+08	34	18.82
918086400	35	18.96
918172800	36	19.08
918259200	37	19.15
918345600	38	19.42
918432000	39	19.78
918518400	40	19.89
918604800	41	19.68
918691200	42	19.61
918777600	43	19.79
918864000	44	19.91
918950400	45	19.98
919036800	46	20.01
919123200	47	19.99
919209600	48	19.89
919296000	49	19.83
919382400	50	19.83
919468800	51	19.74
919555200	52	19.77
919641600	53	20.07
919728000	54	20.19
919814400	55	20.15
919900800	56	20.11
919987200	57	20.08
920073600	58	20.05
920160000	59	20.01
920246400	60	19.96
920332800	61	19.77
920419200	62	19.47
920505600	63	19.22
920592000	64	19.08
920678400	65	19.02
920764800	66	18.88
920851200	67	18.8
920937600	68	18.8
921024000	69	18.81
921110400	70	18.83
921196800	71	18.85
921283200	72	18.86
921369600	73	18.85
921456000	74	18.92
921542400	75	18.92
921628800	76	18.91
921715200	77	18.92
921801600	78	18.91
921888000	79	18.53
921974400	80	18.4
922060800	81	18.42
922147200	82	18.45
922233600	83	18.47
922320000	84	18.49
922406400	85	18.51
922492800	86	18.54
922579200	87	18.56
922665600	88	18.59
922752000	89	18.61
922838400	90	18.51
922924800	91	18.4
923011200	92	18.34
923097600	93	18.19
923184000	94	18.16
923270400	95	18.19
923356800	96	18.19
923443200	97	18.2
923529600	98	18.1
923616000	99	18.02
923702400	100	17.87
923788800	101	17.76
923875200	102	17.68
923961600	103	17.65
924048000	104	17.67
924134400	105	17.69
924220800	106	17.72
924307200	107	17.74
924393600	108	17.46
924480000	109	16.47
924566400	110	16.07
924652800	111	16.06
924739200	112	16.09
924825600	113	16.41
924912000	114	16.65
924998400	115	16.71
925084800	116	16.76
925171200	117	16.88
925257600	118	17
925344000	119	16.97
925430400	120	16.91
925516800	121	16.93
925603200	122	17.15
925689600	123	17.33
925776000	124	17.35
925862400	125	17.25
925948800	126	17.06
926035200	127	16.75
926121600	128	16.57
926208000	129	16.54
926294400	130	16.53
926380800	131	16.49
926467200	132	16.43
926553600	133	16.38
926640000	134	16.35
926726400	135	16.34
926812800	136	16.34
926899200	137	16.24
926985600	138	16.19
927072000	139	16.22
927158400	140	16.1
927244800	141	16.01
927331200	142	15.51
927417600	143	15.28
927504000	144	15.33
927590400	145	15.42
927676800	146	15.49
927763200	147	15.55
927849600	148	15.6
927936000	149	15.64
928022400	150	15.54
928108800	151	15.48
928195200	152	15.56
928281600	153	15.68
928368000	154	15.75
928454400	155	15.83
928540800	156	15.86
928627200	157	15.96
928713600	158	16.01
928800000	159	15.92
928886400	160	15.83
928972800	161	15.76
929059200	162	15.7
929145600	163	15.65
929232000	164	15.71
929318400	165	15.74
929404800	166	15.67
929491200	167	15.62
929577600	168	15.6
929664000	169	15.51
929750400	170	15.47
929836800	171	15.47
929923200	172	15.53
930009600	173	15.47
930096000	174	15.4
930182400	175	15.34
930268800	176	15.22
930355200	177	15.43
