Unix	jday	dp
1143849600	91	238.74
1143860400	91	239.24
1143871200	91	239.65
1143882000	91	239.86
1143892800	91	240.14
1143903600	91	240.41
1143914400	91	240.68
1143925200	91	244.91
1143936000	92	352.5
1143946800	92	347.82
1143957600	92	340.36
1143968400	92	341.11
1143979200	92	339.6
1143990000	92	337.03
1144000800	92	245.15
1144011600	92	245.7
1144022400	93	245.66
1144033200	93	313
1144044000	93	310.28
1144054800	93	284.83
1144065600	93	284.24
1144076400	93	283.79
1144087200	93	283.47
1144098000	93	280.22
1144108800	94	267.79
1144119600	94	267.01
1144130400	94	265.51
1144141200	94	270.36
1144152000	94	267.05
1144162800	94	274
1144173600	94	271.28
1144184400	94	268.16
1144195200	95	278.83
1144206000	95	277.06
1144216800	95	274.87
1144227600	95	284.94
1144238400	95	283.41
1144249200	95	236.73
1144260000	95	236.33
1144270800	95	236.01
1144281600	96	235.91
1144292400	96	235.94
1144303200	96	235.91
1144314000	96	236.69
1144324800	96	237.11
1144335600	96	237.47
1144346400	96	344.32
1144357200	96	323.69
1144368000	97	309.19
1144378800	97	304.82
1144389600	97	299.53
1144400400	97	291.87
1144411200	97	287.68
1144422000	97	289.71
1144432800	97	289.02
1144443600	97	284.25
1144454400	98	273.47
1144465200	98	270.08
1144476000	98	266.68
1144486800	98	264.3
1144497600	98	262.5
1144508400	98	257.19
1144519200	98	254.59
1144530000	98	253.05
1144540800	99	251.77
1144551600	99	251.19
1144562400	99	251.01
1144573200	99	251.6
1144584000	99	252.38
1144594800	99	255.94
1144605600	99	256.04
1144616400	99	254.58
1144627200	100	253.65
1144638000	100	251.77
1144648800	100	249.16
1144659600	100	247.53
1144670400	100	246.46
1144681200	100	246.69
1144692000	100	246.05
1144702800	100	249.79
1144713600	101	253.92
1144724400	101	251.12
1144735200	101	248.58
1144746000	101	246.62
1144756800	101	249.18
1144767600	101	252.07
1144778400	101	251.77
1144789200	101	251.19
1144800000	102	249.87
1144810800	102	253.64
1144821600	102	252.89
1144832400	102	250.81
1144843200	102	248.11
1144854000	102	237.73
1144864800	102	237.85
1144875600	102	238.37
1144886400	103	238.97
1144897200	103	264.35
1144908000	103	265.09
1144918800	103	258.96
1144929600	103	247.42
1144940400	103	248.78
1144951200	103	249.73
1144962000	103	254.43
1144972800	104	253.11
1144983600	104	252.45
1144994400	104	251.33
1145005200	104	251.24
1145016000	104	250.56
1145026800	104	249.84
1145037600	104	248.72
1145048400	104	247.79
1145059200	105	247.22
1145070000	105	246.52
1145080800	105	245.85
1145091600	105	245.1
1145102400	105	244.4
1145113200	105	244.06
1145124000	105	247.67
1145134800	105	247.44
1145145600	106	246.54
1145156400	106	246.68
1145167200	106	245.9
1145178000	106	245.87
1145188800	106	245.41
1145199600	106	245.2
1145210400	106	296.28
1145221200	106	299.74
1145232000	107	310.37
1145242800	107	259.07
1145253600	107	269.46
1145264400	107	269.05
1145275200	107	267.81
1145286000	107	272.13
1145296800	107	270.25
1145307600	107	267.94
1145318400	108	265.41
1145329200	108	270.51
1145340000	108	268.72
1145350800	108	266.55
1145361600	108	257.77
1145372400	108	255.71
1145383200	108	258.62
1145394000	108	255.94
1145404800	109	260.27
1145415600	109	257.14
1145426400	109	239.49
1145437200	109	240.18
1145448000	109	240.71
1145458800	109	240.92
1145469600	109	241.04
1145480400	109	241.31
1145491200	110	241.58
1145502000	110	241.73
1145512800	110	242.61
1145523600	110	245
1145534400	110	244.24
1145545200	110	244.42
1145556000	110	245.41
1145566800	110	246.38
1145577600	111	246.98
1145588400	111	247.23
1145599200	111	251.24
1145610000	111	249.3
1145620800	111	247.33
1145631600	111	247.09
1145642400	111	245.89
1145653200	111	246.19
1145664000	112	245.41
1145674800	112	245.12
1145685600	112	244.62
1145696400	112	244.57
1145707200	112	244.37
1145718000	112	345.55
1145728800	112	338.29
1145739600	112	338.88
1145750400	113	339.21
1145761200	113	336.15
1145772000	113	337.09
1145782800	113	331.93
1145793600	113	326.37
1145804400	113	319.58
1145815200	113	248.79
1145826000	113	263.36
1145836800	114	270.72
1145847600	114	273.76
1145858400	114	238.07
1145869200	114	353.7
1145880000	114	359.71
1145890800	114	2.09
1145901600	114	357.33
1145912400	114	356.73
1145923200	115	238.25
1145934000	115	236.96
1145944800	115	238.37
1145955600	115	237.73
1145966400	115	237.05
1145977200	115	236.22
1145988000	115	235.33
1145998800	115	239.27
1146009600	116	238.46
1146020400	116	237.39
1146031200	116	236.42
1146042000	116	235.9
1146052800	116	235.56
1146063600	116	235.96
1146074400	116	336.61
1146085200	116	334.55
1146096000	117	332.06
1146106800	117	331.67
1146117600	117	336.86
1146128400	117	346.19
1146139200	117	354.41
1146150000	117	359.15
1146160800	117	4.83
1146171600	117	2.1
1146182400	118	5.34
1146193200	118	6.71
1146204000	118	7.38
1146214800	118	11.46
1146225600	118	14.45
1146236400	118	230.43
1146247200	118	245.23
1146258000	118	246.95
1146268800	119	245.69
1146279600	119	243.78
1146290400	119	243.45
1146301200	119	244.09
1146312000	119	243.56
1146322800	119	241.37
1146333600	119	241.37
1146344400	119	241.35
1146355200	120	241.17
1146366000	120	239.77
1146376800	120	240.06
1146387600	120	240.11
1146398400	120	240.02
1146409200	120	239.75
1146420000	120	239.6
1146430800	120	239.84
1146441600	121	239.53
