Unix	jday	dp
1246406400	182	316.44
1246417200	182	323.64
1246428000	182	324.57
1246438800	182	255.68
1246449600	182	254.85
1246460400	182	254.63
1246471200	182	254.27
1246482000	182	255.58
1246492800	183	355.98
1246503600	183	355.07
1246514400	183	0.14
1246525200	183	1.49
1246536000	183	347.99
1246546800	183	340.1
1246557600	183	330.64
1246568400	183	322.93
1246579200	184	251.91
1246590000	184	251.83
1246600800	184	287.17
1246611600	184	252.35
1246622400	184	253.39
1246633200	184	261.71
1246644000	184	266.03
1246654800	184	268.28
1246665600	185	269
1246676400	185	277.81
1246687200	185	277.4
1246698000	185	275.89
1246708800	185	274
1246719600	185	272.63
1246730400	185	272.45
1246741200	185	274.28
1246752000	186	278.73
1246762800	186	285.34
1246773600	186	264.76
1246784400	186	274.19
1246795200	186	294.54
1246806000	186	288.13
1246816800	186	280.87
1246827600	186	277.07
1246838400	187	276.37
1246849200	187	10.23
1246860000	187	279.08
1246870800	187	289.97
1246881600	187	281.31
1246892400	187	278.86
1246903200	187	273.83
1246914000	187	268.27
1246924800	188	262.99
1246935600	188	263.67
1246946400	188	258.61
1246957200	188	253.52
1246968000	188	248.98
1246978800	188	245.45
1246989600	188	243.1
1247000400	188	241.7
1247011200	189	241.33
1247022000	189	241.82
1247032800	189	242.89
1247043600	189	243.35
1247054400	189	243.22
1247065200	189	242.93
1247076000	189	242.95
1247086800	189	242.15
1247097600	190	240.93
1247108400	190	239.37
1247119200	190	238.32
1247130000	190	237.62
1247140800	190	237.13
1247151600	190	236.71
1247162400	190	236.39
1247173200	190	236.1
1247184000	191	237.86
1247194800	191	237.44
1247205600	191	236.97
1247216400	191	236.54
1247227200	191	236.37
1247238000	191	236.41
1247248800	191	246.07
1247259600	191	244.31
1247270400	192	244.75
1247281200	192	243.58
1247292000	192	244.83
1247302800	192	245.21
1247313600	192	245.04
1247324400	192	244.97
1247335200	192	245.78
1247346000	192	247.36
1247356800	193	249.43
1247367600	193	252.72
1247378400	193	256.84
1247389200	193	282.24
1247400000	193	247.73
1247410800	193	247.59
1247421600	193	247.6
1247432400	193	253.68
1247443200	194	260.73
1247454000	194	262.47
1247464800	194	257.52
1247475600	194	247.09
1247486400	194	245.22
1247497200	194	247.42
1247508000	194	247.85
1247518800	194	247.74
1247529600	195	247.79
1247540400	195	248.28
1247551200	195	250.31
1247562000	195	250.79
1247572800	195	251.2
1247583600	195	252.82
1247594400	195	309.43
1247605200	195	307.94
1247616000	196	307.57
1247626800	196	308.87
1247637600	196	311.24
1247648400	196	313.39
1247659200	196	314.73
1247670000	196	314.27
1247680800	196	311.42
1247691600	196	306.34
1247702400	197	300.66
1247713200	197	307.11
1247724000	197	305.55
1247734800	197	305.32
1247745600	197	306.49
1247756400	197	243.9
1247767200	197	243.56
1247778000	197	246.1
1247788800	198	240.53
1247799600	198	242.13
1247810400	198	242.26
1247821200	198	243.52
1247832000	198	239.33
1247842800	198	240.33
1247853600	198	241.14
1247864400	198	241.98
1247875200	199	242.38
1247886000	199	242.84
1247896800	199	241.91
1247907600	199	246.46
1247918400	199	246.1
1247929200	199	243.71
1247940000	199	242.62
1247950800	199	242.93
1247961600	200	242.57
1247972400	200	241.08
1247983200	200	238.29
1247994000	200	237.39
1248004800	200	236.64
1248015600	200	239.2
1248026400	200	238.31
1248037200	200	237.53
1248048000	201	236.87
1248058800	201	236.5
1248069600	201	236.42
1248080400	201	236.18
1248091200	201	235.88
1248102000	201	236.47
1248112800	201	236.35
1248123600	201	236.1
1248134400	202	282.13
1248145200	202	282.92
1248156000	202	286.06
1248166800	202	276.38
1248177600	202	266.17
1248188400	202	259.12
1248199200	202	254.37
1248210000	202	255.51
1248220800	203	255.98
1248231600	203	250.86
1248242400	203	249.07
1248253200	203	244.12
1248264000	203	238.6
1248274800	203	239.94
1248285600	203	241.17
1248296400	203	242.39
1248307200	204	242.95
1248318000	204	243.49
1248328800	204	243.49
1248339600	204	242.32
1248350400	204	242.19
1248361200	204	242.13
1248372000	204	242.38
1248382800	204	272.83
1248393600	205	270.79
1248404400	205	269.31
1248415200	205	267.02
1248426000	205	265.16
1248436800	205	264.29
1248447600	205	264.07
1248458400	205	263.47
1248469200	205	272.83
1248480000	206	273.35
1248490800	206	271.9
1248501600	206	268.06
1248512400	206	262.39
1248523200	206	240.85
1248534000	206	240.86
1248544800	206	241.13
1248555600	206	241.33
1248566400	207	241.52
1248577200	207	239.08
1248588000	207	239.39
1248598800	207	239.77
1248609600	207	243.56
1248620400	207	244.7
1248631200	207	244.74
1248642000	207	238.69
1248652800	208	240.22
1248663600	208	238.77
1248674400	208	240.1
1248685200	208	241.05
1248696000	208	241.52
1248706800	208	240.36
1248717600	208	240.92
1248728400	208	240.77
1248739200	209	241.28
1248750000	209	349.98
1248760800	209	319.8
1248771600	209	298.35
1248782400	209	292.23
1248793200	209	291.72
1248804000	209	299.08
1248814800	209	241.74
1248825600	210	242.12
1248836400	210	242.49
1248847200	210	243
1248858000	210	247.49
1248868800	210	245.95
1248879600	210	244.73
1248890400	210	244.29
1248901200	210	243.96
1248912000	211	243.53
1248922800	211	242.9
1248933600	211	243.04
1248944400	211	243.99
1248955200	211	244.63
1248966000	211	242.8
1248976800	211	241.54
1248987600	211	240.56
1248998400	212	239.85
1249009200	212	240.19
1249020000	212	241.29
1249030800	212	239.92
1249041600	212	240.07
1249052400	212	240.86
1249063200	212	241.29
1249074000	212	241.46
1249084800	213	242.47
