Unix	jday	dp
1230768000	1	250.62
1230778800	1	250.01
1230789600	1	249.65
1230800400	1	250.16
1230811200	1	255.35
1230822000	1	258.3
1230832800	1	260.53
1230843600	1	261.82
1230854400	2	265.63
1230865200	2	265.71
1230876000	2	265.27
1230886800	2	262.98
1230897600	2	259.79
1230908400	2	258.36
1230919200	2	257.34
1230930000	2	255.49
1230940800	3	253.93
1230951600	3	253.21
1230962400	3	252.61
1230973200	3	251.97
1230984000	3	251.8
1230994800	3	252.82
1231005600	3	254.18
1231016400	3	254.89
1231027200	4	254.79
1231038000	4	254.33
1231048800	4	253.46
1231059600	4	252.02
1231070400	4	250.18
1231081200	4	248.15
1231092000	4	246.15
1231102800	4	244.4
1231113600	5	242.99
1231124400	5	241.96
1231135200	5	243.89
1231146000	5	242.82
1231156800	5	242.09
1231167600	5	241.63
1231178400	5	241.55
1231189200	5	241.85
1231200000	6	242.37
1231210800	6	243.03
1231221600	6	243.89
1231232400	6	245.05
1231243200	6	244.41
1231254000	6	245.15
1231264800	6	253.29
1231275600	6	255.09
1231286400	7	256.89
1231297200	7	258.37
1231308000	7	258.17
1231318800	7	255.79
1231329600	7	240.29
1231340400	7	239.32
1231351200	7	239.35
1231362000	7	239.36
1231372800	8	239.67
1231383600	8	240.42
1231394400	8	240.23
1231405200	8	240.85
1231416000	8	241.41
1231426800	8	241.73
1231437600	8	241.92
1231448400	8	241.96
1231459200	9	242.07
1231470000	9	242.09
1231480800	9	242.06
1231491600	9	242.2
1231502400	9	242.4
1231513200	9	242.65
1231524000	9	242.68
1231534800	9	242.95
1231545600	10	243.04
1231556400	10	243.3
1231567200	10	243.48
1231578000	10	244.27
1231588800	10	243.18
1231599600	10	243.22
1231610400	10	243.21
1231621200	10	243.1
1231632000	11	242.97
1231642800	11	243.49
1231653600	11	243.48
1231664400	11	243.39
1231675200	11	243.47
1231686000	11	243.84
1231696800	11	244.53
1231707600	11	248.35
1231718400	12	249.78
1231729200	12	250.55
1231740000	12	250.94
1231750800	12	250.99
1231761600	12	251.24
1231772400	12	243.57
1231783200	12	242.73
1231794000	12	243.64
1231804800	13	244.48
1231815600	13	239.39
1231826400	13	239.75
1231837200	13	240.23
1231848000	13	241.01
1231858800	13	241.86
1231869600	13	242.57
1231880400	13	243.05
1231891200	14	243.32
1231902000	14	243.12
1231912800	14	242.75
1231923600	14	242.33
1231934400	14	241.72
1231945200	14	240.82
1231956000	14	240.24
1231966800	14	240.24
1231977600	15	239.63
1231988400	15	239.28
1231999200	15	239.1
1232010000	15	238.94
1232020800	15	238.78
1232031600	15	238.75
1232042400	15	239.52
1232053200	15	240.01
1232064000	16	241.11
1232074800	16	242.11
1232085600	16	243.04
1232096400	16	247.76
1232107200	16	248.77
1232118000	16	249.87
1232128800	16	250.83
1232139600	16	251.55
1232150400	17	263.36
1232161200	17	265.56
1232172000	17	267.75
1232182800	17	279.38
1232193600	17	280.91
1232204400	17	282
1232215200	17	254.2
1232226000	17	262.56
1232236800	18	260.78
1232247600	18	260.02
1232258400	18	260.38
1232269200	18	261.03
1232280000	18	261.25
1232290800	18	260.63
1232301600	18	259.48
1232312400	18	258.77
1232323200	19	258.34
1232334000	19	257.58
1232344800	19	255.73
1232355600	19	253.19
1232366400	19	251.23
1232377200	19	250.02
1232388000	19	249.15
1232398800	19	248.42
1232409600	20	240.79
1232420400	20	242.93
1232431200	20	240.32
1232442000	20	241.04
1232452800	20	240.81
1232463600	20	239.97
1232474400	20	240.33
1232485200	20	240.76
1232496000	21	240.81
1232506800	21	240.86
1232517600	21	240.67
1232528400	21	240.89
1232539200	21	240.37
1232550000	21	240.53
1232560800	21	240.54
1232571600	21	240.43
1232582400	22	240.33
1232593200	22	240.55
1232604000	22	241.42
1232614800	22	242.52
1232625600	22	242.56
1232636400	22	242.28
1232647200	22	241.93
1232658000	22	241.56
1232668800	23	241.32
1232679600	23	241.32
1232690400	23	241.37
1232701200	23	241.7
1232712000	23	243.26
1232722800	23	248.77
1232733600	23	286.17
1232744400	23	272.63
1232755200	24	272.99
1232766000	24	271.93
1232776800	24	269.01
1232787600	24	246.91
1232798400	24	245.87
1232809200	24	246.33
1232820000	24	247.4
1232830800	24	247.43
1232841600	25	247.59
1232852400	25	248.1
1232863200	25	249.48
1232874000	25	250.47
1232884800	25	252.76
1232895600	25	250.81
1232906400	25	249.3
1232917200	25	248.86
1232928000	26	251.57
1232938800	26	251.58
1232949600	26	251.39
1232960400	26	251.66
1232971200	26	249.24
1232982000	26	249.66
1232992800	26	250.34
1233003600	26	250.97
1233014400	27	251.34
1233025200	27	248.19
1233036000	27	250.29
1233046800	27	250.14
1233057600	27	249.66
1233068400	27	248.3
1233079200	27	247.96
1233090000	27	246.72
1233100800	28	242.32
1233111600	28	242.44
1233122400	28	243.23
1233133200	28	242.99
1233144000	28	243.24
1233154800	28	243.6
1233165600	28	244.01
1233176400	28	244.42
1233187200	29	244.88
1233198000	29	243.63
1233208800	29	243.13
1233219600	29	242.83
1233230400	29	241.99
1233241200	29	240.45
1233252000	29	239.44
1233262800	29	238.99
1233273600	30	239.01
1233284400	30	239.3
1233295200	30	239.7
1233306000	30	239.44
1233316800	30	239.6
1233327600	30	239.55
1233338400	30	239.3
1233349200	30	239.01
1233360000	31	240.56
1233370800	31	240.47
1233381600	31	240.42
1233392400	31	240.39
1233403200	31	240.31
1233414000	31	240.24
1233424800	31	240.15
1233435600	31	240.05
1233446400	32	240.14
