Unix	jday	dp
1154390400	213	289.66
1154401200	213	305.05
1154412000	213	244.7
1154422800	213	244.93
1154433600	213	244.86
1154444400	213	248.15
1154455200	213	247.29
1154466000	213	246.27
1154476800	214	245.43
1154487600	214	245.09
1154498400	214	246.08
1154509200	214	246.23
1154520000	214	245.39
1154530800	214	244.97
1154541600	214	244.13
1154552400	214	243.45
1154563200	215	243.04
1154574000	215	243.24
1154584800	215	243.72
1154595600	215	242.55
1154606400	215	242.04
1154617200	215	244.4
1154628000	215	243.35
1154638800	215	242.36
1154649600	216	241.62
1154660400	216	240.96
1154671200	216	240.47
1154682000	216	240.24
1154692800	216	239.99
1154703600	216	239.2
1154714400	216	238.33
1154725200	216	237.98
1154736000	217	238.25
1154746800	217	238.81
1154757600	217	239.46
1154768400	217	247.54
1154779200	217	246.22
1154790000	217	249.2
1154800800	217	244.71
1154811600	217	247.06
1154822400	218	246.5
1154833200	218	244.22
1154844000	218	244.19
1154854800	218	245.14
1154865600	218	245.06
1154876400	218	246.1
1154887200	218	245.84
1154898000	218	245.5
1154908800	219	244.25
1154919600	219	244.55
1154930400	219	242.51
1154941200	219	242.48
1154952000	219	242.46
1154962800	219	242.83
1154973600	219	243.11
1154984400	219	243.58
1154995200	220	243.76
1155006000	220	244.34
1155016800	220	244.92
1155027600	220	245.95
1155038400	220	245
1155049200	220	245.35
1155060000	220	245.64
1155070800	220	245.89
1155081600	221	246.11
1155092400	221	246.3
1155103200	221	246.37
1155114000	221	246.3
1155124800	221	246.11
1155135600	221	245.87
1155146400	221	245.52
1155157200	221	242.68
1155168000	222	242.59
1155178800	222	242.46
1155189600	222	241.8
1155200400	222	241.41
1155211200	222	242.35
1155222000	222	242.17
1155232800	222	242.13
1155243600	222	242.21
1155254400	223	242.39
1155265200	223	242.77
1155276000	223	243.2
1155286800	223	243.47
1155297600	223	243.12
1155308400	223	242.75
1155319200	223	243.16
1155330000	223	243.64
1155340800	224	243.71
1155351600	224	253.22
1155362400	224	249.65
1155373200	224	250.43
1155384000	224	249.48
1155394800	224	249.91
1155405600	224	250.13
1155416400	224	248.82
1155427200	225	246.99
1155438000	225	246.08
1155448800	225	245.37
1155459600	225	244.62
1155470400	225	243.86
1155481200	225	243.22
1155492000	225	242.91
1155502800	225	242.75
1155513600	226	242.68
1155524400	226	242.6
1155535200	226	242.03
1155546000	226	242
1155556800	226	242.54
1155567600	226	243.33
1155578400	226	244.12
1155589200	226	241.57
1155600000	227	242.41
1155610800	227	243.35
1155621600	227	244.31
1155632400	227	245.17
1155643200	227	247.25
1155654000	227	249.4
1155664800	227	248.79
1155675600	227	246.31
1155686400	228	246.39
1155697200	228	247.54
1155708000	228	247.8
1155718800	228	248.78
1155729600	228	248.83
1155740400	228	249.66
1155751200	228	247.11
1155762000	228	247.77
1155772800	229	248.09
1155783600	229	248.58
1155794400	229	248.7
1155805200	229	248.73
1155816000	229	248.14
1155826800	229	247.69
1155837600	229	247.26
1155848400	229	246.2
1155859200	230	246.42
1155870000	230	246.76
1155880800	230	246.82
1155891600	230	246.38
1155902400	230	247.47
1155913200	230	251.01
1155924000	230	260.91
1155934800	230	262.73
1155945600	231	264.44
1155956400	231	250.29
1155967200	231	246.05
1155978000	231	246.97
1155988800	231	248.34
1155999600	231	248.05
1156010400	231	245.77
1156021200	231	246.46
1156032000	232	246.62
1156042800	232	247.56
1156053600	232	247.25
1156064400	232	247.75
1156075200	232	246.38
1156086000	232	246.45
1156096800	232	246.14
1156107600	232	246.01
1156118400	233	245.45
1156129200	233	245.63
1156140000	233	245.12
1156150800	233	244.42
1156161600	233	243.83
1156172400	233	246.39
1156183200	233	247.81
1156194000	233	247.99
1156204800	234	247.2
1156215600	234	245.77
1156226400	234	243.85
1156237200	234	241.63
1156248000	234	239.64
1156258800	234	241.41
1156269600	234	240.12
1156280400	234	238.9
1156291200	235	238.09
1156302000	235	237.15
1156312800	235	236.1
1156323600	235	239.13
1156334400	235	237.92
1156345200	235	236.44
1156356000	235	234.65
1156366800	235	237.01
1156377600	236	356.21
1156388400	236	347.19
1156399200	236	347.45
1156410000	236	319.28
1156420800	236	294.46
1156431600	236	296.28
1156442400	236	297.89
1156453200	236	298.98
1156464000	237	309.94
1156474800	237	310.44
1156485600	237	314.66
1156496400	237	254.31
1156507200	237	253.67
1156518000	237	253.26
1156528800	237	253.11
1156539600	237	256.75
1156550400	238	255.94
1156561200	238	255.23
1156572000	238	254.45
1156582800	238	253.62
1156593600	238	252.61
1156604400	238	251.64
1156615200	238	250.79
1156626000	238	250.23
1156636800	239	256.47
1156647600	239	255.16
1156658400	239	253.51
1156669200	239	251.54
1156680000	239	250.4
1156690800	239	265.42
1156701600	239	239.33
1156712400	239	239.43
1156723200	240	239.7
1156734000	240	234.23
1156744800	240	236.87
1156755600	240	238.53
1156766400	240	238.94
1156777200	240	235.1
1156788000	240	236.88
1156798800	240	237.67
1156809600	241	237.9
1156820400	241	237.15
1156831200	241	234.11
1156842000	241	232.27
1156852800	241	233.24
1156863600	241	235.03
1156874400	241	236.62
1156885200	241	237.69
1156896000	242	238.64
1156906800	242	239.09
1156917600	242	239.57
1156928400	242	239.98
1156939200	242	240.15
1156950000	242	239.82
1156960800	242	239.34
1156971600	242	237.62
1156982400	243	237.67
1156993200	243	237.97
1157004000	243	238.65
1157014800	243	239.4
1157025600	243	238.97
1157036400	243	239.19
1157047200	243	239.59
1157058000	243	239.84
1157068800	244	239.76
