Unix	jday	Downward_Long.Wave_Rad_Flux
1009843200	1	379.121112470143
1009846800	1	381.292360299969
1009850400	1	385.632778621282
1009854000	1	387.36621568762
1009857600	1	386.618909686358
1009861200	1	384.57607137144
1009864800	1	378.296468569164
1009868400	1	377.140154632
1009872000	1	375.663963430238
1009875600	1	373.482972707914
1009879200	1	369.917890026212
1009882800	1	366.821237340948
1009886400	1	348.250432883422
1009890000	1	347.63030884896
1009893600	1	342.72635622193
1009897200	1	341.360031292834
1009900800	1	345.288509659773
1009904400	1	350.619607917735
1009908000	1	381.480964043878
1009911600	1	381.58562030282
1009915200	1	383.364556093717
1009918800	1	383.878676063571
1009922400	1	384.693925421108
1009926000	1	385.047240776361
1009929600	2	354.075219385977
1009933200	2	364.902707833821
1009936800	2	367.486165489985
1009940400	2	370.587616605595
1009944000	2	370.80950228708
1009947600	2	369.670314258064
1009951200	2	354.633531075161
1009954800	2	351.582780583201
1009958400	2	353.123297885611
1009962000	2	352.162827454505
1009965600	2	356.575246850519
1009969200	2	360.681519108851
1009972800	2	376.499034976544
1009976400	2	375.765120350452
1009980000	2	372.622526916885
1009983600	2	368.017915543851
1009987200	2	364.696638231695
1009990800	2	362.612379469867
1009994400	2	367.539472268198
1009998000	2	368.902502579568
1010001600	2	370.05961255049
1010005200	2	371.726531979865
1010008800	2	373.856027880818
1010012400	2	376.502814535641
1010016000	3	394.220281141683
1010019600	3	397.995715311729
1010023200	3	397.896221295145
1010026800	3	395.357946665479
1010030400	3	391.589173656804
1010034000	3	387.614549493796
1010037600	3	363.939667303942
1010041200	3	362.331226370891
1010044800	3	356.825579365021
1010048400	3	355.054327950386
1010052000	3	354.175420350288
1010055600	3	354.201231130295
1010059200	3	340.593090736133
1010062800	3	340.515773196222
1010066400	3	346.159384530708
1010070000	3	352.075401612801
1010073600	3	353.86884809841
1010077200	3	353.669672033702
1010080800	3	344.205228483487
1010084400	3	344.021647117334
1010088000	3	339.939488238405
1010091600	3	334.925467207971
1010095200	3	335.719512823476
1010098800	3	339.237785431414
1010102400	4	368.268253074579
1010106000	4	368.954865923484
1010109600	4	373.98669336031
1010113200	4	373.025649738864
1010116800	4	373.043769639137
1010120400	4	372.683219278413
1010124000	4	361.50331564445
1010127600	4	359.977858132605
1010131200	4	359.678856650956
1010134800	4	357.98961943411
1010138400	4	350.320179023517
1010142000	4	340.505908560451
1010145600	4	290.16787890555
1010149200	4	289.826321603338
1010152800	4	297.650097086839
1010156400	4	299.767438361148
1010160000	4	298.362293357623
1010163600	4	297.609943859914
1010167200	4	286.808537267796
1010170800	4	288.712387807248
1010174400	4	289.500232428588
1010178000	4	291.372231853756
1010181600	4	293.841593575739
1010185200	4	296.250304255574
1010188800	5	357.250983831409
1010192400	5	356.914041166889
1010196000	5	355.02850643272
1010199600	5	354.967620896427
1010203200	5	355.310156894508
1010206800	5	355.560550838123
1010210400	5	355.119302906956
1010214000	5	354.496349074034
1010217600	5	353.553136232331
1010221200	5	353.243252730523
1010224800	5	351.599909152664
1010228400	5	350.232516817673
1010232000	5	344.890451284577
1010235600	5	343.732425720464
1010239200	5	345.606461023256
