Unix	jday	dp	hs	tp
883612800	1	247.98	1.46	14.49
883623600	1	249.79	1.46	14.27
883634400	1	243.07	1.49	13.31
883645200	1	243.79	1.48	13.27
883656000	1	243.22	1.45	13.22
883666800	1	244.11	1.4	13.15
883677600	1	243.88	1.38	13.01
883688400	1	240.52	1.35	12.76
883699200	2	240.85	1.33	12.53
883710000	2	241.72	1.31	12.42
883720800	2	242.27	1.31	12.34
883731600	2	243.06	1.3	12.27
883742400	2	243.36	1.22	12.2
883753200	2	243.83	1.17	12.13
883764000	2	243.89	1.15	12.05
883774800	2	244.25	1.16	11.94
883785600	3	244.4	1.2	11.8
883796400	3	246.46	1.27	11.48
883807200	3	248.29	1.38	11.15
883818000	3	250.15	1.36	10.95
883828800	3	251.77	1.33	10.83
883839600	3	253.17	1.28	10.77
883850400	3	254.11	1.26	10.73
883861200	3	254.39	1.25	10.7
883872000	4	253.68	1.28	10.67
883882800	4	252.18	1.37	10.66
883893600	4	261.04	1.46	10.56
883904400	4	257.83	1.5	10.44
883915200	4	242.3	1.53	12.19
883926000	4	242.08	1.55	12.15
883936800	4	241.75	1.57	12.1
883947600	4	241.95	1.62	12.04
883958400	5	242.04	1.69	11.96
883969200	5	304.19	1.85	4.81
883980000	5	298.34	1.99	5.38
883990800	5	292.7	2.05	5.74
884001600	5	288.9	2	6.15
884012400	5	291.46	1.93	6.37
884023200	5	243.77	1.88	11.64
884034000	5	244.22	1.83	11.61
884044800	6	244.51	1.78	11.56
884055600	6	244.77	1.74	11.47
884066400	6	244.89	1.72	11.39
884077200	6	245.02	1.7	11.31
884088000	6	245.1	1.66	11.24
884098800	6	245.33	1.62	11.18
884109600	6	245.69	1.58	11.12
884120400	6	246.3	1.51	11.06
884131200	7	246.88	1.45	10.99
884142000	7	247.09	1.43	10.93
884152800	7	246.41	1.51	10.9
884163600	7	244.5	1.59	10.91
884174400	7	242.06	1.6	10.95
884185200	7	240.25	1.6	10.99
884196000	7	239.37	1.58	11
884206800	7	239.38	1.57	10.99
884217600	8	240	1.57	10.97
884228400	8	241.36	1.74	10.94
884239200	8	252.72	2.05	5.63
884250000	8	245.72	2.38	6.63
884260800	8	243.42	2.86	7.83
884271600	8	241.57	3.27	8.94
884282400	8	241.64	3.46	9.6
884293200	8	241.34	3.51	10.15
884304000	9	241.93	3.48	10.54
884314800	9	242.97	3.32	11.04
884325600	9	242.68	3.12	12.21
884336400	9	244.82	2.89	12.97
884347200	9	246.67	2.67	12.96
884358000	9	242.08	2.48	12.66
884368800	9	240.9	2.31	12.4
884379600	9	240.44	2.14	12.23
884390400	10	240.32	1.97	12.12
884401200	10	241.19	1.83	11.95
884412000	10	237.97	1.84	11.68
884422800	10	237.67	1.91	11.31
884433600	10	237.51	1.95	11.13
884444400	10	245.48	1.94	6.94
884455200	10	245	1.96	7.05
884466000	10	244.93	2.04	7.04
884476800	11	245.73	2.03	7.09
884487600	11	247.64	2.07	7.08
884498400	11	249.39	2.2	6.88
884509200	11	249.41	2.26	6.82
884520000	11	249.49	2.1	6.92
884530800	11	250.18	1.99	6.93
884541600	11	250.34	2.07	6.94
884552400	11	250.9	2.23	7.07
884563200	12	251.09	2.47	7.23
884574000	12	249.22	2.99	7.53
884584800	12	248.36	3.1	7.77
884595600	12	246.84	2.96	8.15
884606400	12	245.62	2.9	8.2
884617200	12	244.11	2.98	8.19
884628000	12	243.82	2.84	8.24
884638800	12	244.18	2.57	8.2
884649600	13	244.78	2.29	8.11
884660400	13	244.62	2.07	7.88
884671200	13	244.43	1.95	7.71
884682000	13	244.61	1.84	7.56
884692800	13	235.9	1.74	11.97
884703600	13	236.01	1.65	11.93
884714400	13	236.02	1.59	11.89
884725200	13	236.77	1.58	11.82
884736000	14	237.54	1.52	11.72
884746800	14	237.09	1.49	11.57
884757600	14	237.99	1.43	11.45
884768400	14	239.19	1.36	11.37
884779200	14	240.4	1.3	11.31
884790000	14	241.75	1.25	11.27
884800800	14	243.04	1.21	11.25
884811600	14	244.43	1.21	11.25
884822400	15	245.81	1.23	11.28
884833200	15	247.18	1.33	11.32
884844000	15	315.05	1.45	4.34
884854800	15	322.37	1.75	4.72
884865600	15	322.5	2.11	5.42
884876400	15	313.89	2.77	6.28
884887200	15	298.23	3.34	7.33
884898000	15	286.99	3.56	8.38
884908800	16	279.01	3.56	9.64
884919600	16	274.5	3.43	10.22
884930400	16	275.18	3.26	10.23
884941200	16	273.43	3.12	10
884952000	16	269.92	3	9.83
884962800	16	266.49	2.9	9.8
884973600	16	263.85	2.81	9.86
884984400	16	261.37	2.7	9.98
884995200	17	258.45	2.59	10.18
885006000	17	244.96	2.48	10.65
885016800	17	242.78	2.37	10.84
885027600	17	241.22	2.27	10.82
885038400	17	240.31	2.11	10.73
885049200	17	244.32	1.93	10.38
885060000	17	242.37	1.76	10.1
885070800	17	240.4	1.63	9.93
885081600	18	238.47	1.52	9.79
885092400	18	246.15	1.48	9.6
885103200	18	244.56	1.41	9.4
885114000	18	243.07	1.35	9.47
885124800	18	234.99	1.3	9.68
885135600	18	236.04	1.29	9.84
885146400	18	237.27	1.32	9.94
885157200	18	291.19	1.5	4.64
885168000	19	279.86	1.56	5.5
885178800	19	276.96	1.67	6.15
885189600	19	253.77	1.88	9.9
885200400	19	256.63	2.07	9.98
885211200	19	258.1	2.2	10.04
885222000	19	258.52	2.26	10.14
885232800	19	258.01	2.29	10.38
885243600	19	249.96	2.32	10.87
885254400	20	248.49	2.32	11.28
885265200	20	247.98	2.31	11.5
885276000	20	248.04	2.28	11.5
885286800	20	248.41	2.21	11.45
885297600	20	248.65	2.11	11.42
885308400	20	248.66	2	11.41
885319200	20	248.54	1.9	11.4
885330000	20	248.39	1.81	11.37
885340800	21	248.25	1.71	11.32
885351600	21	248.18	1.62	11.24
885362400	21	248.15	1.53	11.17
885373200	21	248.06	1.44	11.09
885384000	21	247.81	1.35	11.02
885394800	21	247.54	1.27	10.96
885405600	21	247.21	1.19	10.9
885416400	21	247.09	1.11	10.83
885427200	22	246.97	1.07	10.73
885438000	22	246.58	1.03	10.51
885448800	22	246.28	1.02	10.3
885459600	22	244.13	1.06	15.14
885470400	22	242.73	1.1	14.92
885481200	22	245.43	1.17	14.79
885492000	22	20.27	1.58	4.78
885502800	22	17.13	1.91	5.29
885513600	23	9.85	2.12	5.78
885524400	23	357.12	2.17	6.23
885535200	23	345.06	2.07	6.74
885546000	23	342.89	1.91	6.79
885556800	23	340.14	1.75	6.76
