Unix	jday	dp	hs	tp
854582400	30	259.22	0.5	3.68
854593200	30	274.82	0.54	4.13
854604000	30	276.61	0.54	4.34
854614800	30	274.41	0.52	4.34
854625600	30	272.45	0.46	4.34
854636400	30	271.03	0.41	4.33
854647200	30	269.4	0.35	4.31
854658000	30	267.55	0.31	4.27
854668800	31	265.36	0.27	4.24
854679600	31	263.03	0.24	4.2
854690400	31	260.61	0.22	4.15
854701200	31	258.53	0.2	4.12
854712000	31	251.96	0.18	4.08
854722800	31	249.72	0.16	4.05
854733600	31	247.79	0.13	4.03
854744400	31	246.58	0.11	4.02
854755200	32	245.51	0.1	4
854766000	32	244.44	0.1	3.99
854776800	32	243.5	0.11	3.97
854787600	32	248.92	0.17	3.21
854798400	32	238.05	0.21	3.2
854809200	32	236.92	0.23	3.38
854820000	32	240.45	0.23	3.64
854830800	32	237.97	0.21	4.12
854841600	33	237.1	0.2	4.13
854852400	33	236.85	0.19	4.13
854863200	33	236.96	0.19	4.12
854874000	33	237.42	0.18	4.11
854884800	33	238.27	0.17	4.1
854895600	33	304.05	0.17	9.06
854906400	33	318.55	0.28	3.78
854917200	33	348.63	0.61	3.11
854928000	34	335.62	0.79	4.13
854938800	34	343.99	0.99	4.32
854949600	34	335.05	1.08	4.77
854960400	34	320.09	1.11	5.14
854971200	34	302.63	1.18	5.54
854982000	34	270.13	1.34	8.01
854992800	34	263.3	1.55	9.73
855003600	34	260.28	1.75	10.42
855014400	35	258.84	1.89	10.72
855025200	35	256.76	1.94	10.79
855036000	35	254.24	1.9	10.76
855046800	35	248.6	1.8	10.52
855057600	35	245.67	1.66	10.34
855068400	35	243.56	1.51	10.21
855079200	35	242.54	1.37	10.08
855090000	35	242.04	1.23	9.98
855100800	36	241.83	1.13	9.93
855111600	36	241.24	1.09	9.93
855122400	36	240.21	1.27	10.06
855133200	36	128.53	1.73	4.1
855144000	36	127.05	1.64	4.7
855154800	36	130.1	1.49	4.69
855165600	36	131.12	1.28	4.65
855176400	36	241.34	1.08	9.3
855187200	37	242.35	0.92	9.11
855198000	37	243.07	0.8	8.91
855208800	37	244.81	0.72	8.7
855219600	37	244.44	0.67	8.72
855230400	37	244.02	0.65	8.81
855241200	37	244.22	0.64	8.91
855252000	37	244.4	0.65	8.99
855262800	37	237.42	0.66	10.92
855273600	38	237.36	0.68	10.86
855284400	38	249.87	1.06	3.16
855295200	38	252.39	1.05	4.14
855306000	38	254.26	1.07	4.56
855316800	38	251.74	1.13	5.04
855327600	38	250.15	1.15	5.32
855338400	38	248.29	1.14	5.63
855349200	38	247.38	1.1	5.72
855360000	39	246.92	1.06	5.71
855370800	39	249.26	1.18	5.57
855381600	39	258.74	1.16	4.75
855392400	39	257.79	1.07	4.84
855403200	39	257.7	1.04	4.53
855414000	39	266.71	1.08	4.34
855424800	39	263.79	1.13	4.54
855435600	39	267.29	1.35	4.77
855446400	40	266.22	1.57	5.31
855457200	40	265.31	1.88	5.73
855468000	40	260.48	2	6.17
855478800	40	261.12	1.98	6.45
855489600	40	255.65	1.94	6.63
855500400	40	256.94	1.89	6.61
855511200	40	268.28	1.82	6.36
855522000	40	270.94	1.79	6.17
855532800	41	288.76	1.93	5.67
855543600	41	292.32	2.14	5.95
855554400	41	283.26	2.11	6.38
855565200	41	273.46	2.09	6.79
855576000	41	274.76	2.08	7.04
855586800	41	278.99	2.11	7.24
855597600	41	309.23	2.33	6.4
855608400	41	305.76	2.73	6.98
855619200	42	297.2	2.96	7.77
855630000	42	286.67	3.01	8.25
855640800	42	289.16	2.98	8.41
855651600	42	291.21	2.92	8.48
855662400	42	293.19	2.82	8.49
855673200	42	295.15	2.7	8.47
