Unix	jday	dp	hs	tp
1009843200	1	300.73	1.57	5.57
1009854000	1	305.35	1.73	5.96
1009864800	1	301.06	1.97	6.55
1009875600	1	291.77	2.29	7.27
1009886400	1	295.69	2.55	7.82
1009897200	1	290.22	2.69	8.03
1009908000	1	292.13	2.73	8.25
1009918800	1	294.5	2.78	8.23
1009929600	2	307.07	2.94	7.93
1009940400	2	298.07	3.04	8.08
1009951200	2	298.27	2.99	8.22
1009962000	2	298.45	2.89	8.3
1009972800	2	299.05	2.76	8.38
1009983600	2	300.68	2.66	8.46
1009994400	2	303.1	2.6	8.48
1010005200	2	304.87	2.6	8.59
1010016000	3	305.86	2.62	8.69
1010026800	3	299.71	2.69	8.87
1010037600	3	301.45	2.86	9.07
1010048400	3	317.61	3.54	8.47
1010059200	3	308.69	3.9	8.99
1010070000	3	307.49	3.82	9.29
1010080800	3	306.94	3.66	9.41
1010091600	3	306.87	3.47	9.44
1010102400	4	306.82	3.28	9.41
1010113200	4	306.33	3.13	9.36
1010124000	4	304.94	3.06	9.29
1010134800	4	302.69	2.99	9.22
1010145600	4	300.02	2.92	9.17
1010156400	4	297.19	2.84	9.16
1010167200	4	294.22	2.78	9.18
1010178000	4	290.72	2.78	9.2
1010188800	5	286.79	2.88	9.17
1010199600	5	283.75	2.98	9.05
1010210400	5	282.91	2.9	9.08
1010221200	5	282.18	2.72	9.1
1010232000	5	281.22	2.54	9.07
1010242800	5	279.87	2.37	9.02
1010253600	5	278.22	2.21	8.93
1010264400	5	276.34	2.04	8.8
1010275200	6	279.31	1.88	8.57
1010286000	6	278.72	1.74	8.38
1010296800	6	277.78	1.6	8.21
1010307600	6	276.63	1.47	8.02
1010318400	6	278.99	1.36	7.84
1010329200	6	278.91	1.28	7.74
1010340000	6	278.44	1.25	7.67
1010350800	6	277.78	1.23	7.62
1010361600	7	276.77	1.23	7.56
1010372400	7	275.76	1.31	7.47
1010383200	7	274.69	1.31	7.29
1010394000	7	272.39	1.25	6.8
1010404800	7	272.04	1.19	6.67
1010415600	7	271.74	1.14	6.65
1010426400	7	271.54	1.07	6.75
1010437200	7	271.71	1.01	6.92
1010448000	8	272.06	0.97	6.98
1010458800	8	354.29	1.15	3.5
1010469600	8	357.49	1.28	4.18
1010480400	8	359.92	1.4	4.6
1010491200	8	16.28	1.56	4.89
1010502000	8	17.11	1.95	5.46
1010512800	8	0.48	2.35	6.04
1010523600	8	355.6	2.7	6.87
1010534400	9	310.8	2.91	8.95
1010545200	9	308.97	2.91	8.96
1010556000	9	307.45	2.82	8.97
1010566800	9	305.93	2.72	8.99
1010577600	9	303.51	2.69	9.08
1010588400	9	300.02	2.75	9.29
1010599200	9	284.37	2.81	10.08
1010610000	9	282.12	2.81	10.42
1010620800	10	280.91	2.74	10.45
1010631600	10	280.03	2.63	10.39
1010642400	10	279.31	2.49	10.32
1010653200	10	278.74	2.39	10.23
1010664000	10	278.4	2.35	10.16
