Unix	jday	rh
820454400	1	58
820458000	1	55
820461600	1	53
820465200	1	53
820468800	1	54
820472400	1	56
820476000	1	59
820479600	1	63
820483200	1	70
820486800	1	79
820490400	1	80
820494000	1	78
820497600	1	86
820501200	1	80
820504800	1	77
820508400	1	74
820512000	1	71
820515600	1	70
820519200	1	68
820522800	1	67
820526400	1	68
820530000	1	69
820533600	1	67
820537200	1	65
820540800	2	63
820544400	2	63
820548000	2	66
820551600	2	69
820555200	2	72
820558800	2	74
820562400	2	74
820566000	2	77
820569600	2	80
820573200	2	81
820576800	2	81
820580400	2	84
820584000	2	79
820587600	2	76
820591200	2	71
820594800	2	62
820598400	2	56
820602000	2	54
820605600	2	58
820609200	2	53
820612800	2	53
820616400	2	54
820620000	2	52
820623600	2	51
820627200	3	50
820630800	3	47
820634400	3	46
820638000	3	45
820641600	3	46
820645200	3	48
820648800	3	52
820652400	3	58
820656000	3	63
820659600	3	68
820663200	3	72
820666800	3	77
820670400	3	81
820674000	3	84
820677600	3	85
820681200	3	86
820684800	3	88
820688400	3	89
820692000	3	89
820695600	3	88
820699200	3	88
820702800	3	89
820706400	3	91
820710000	3	92
820713600	4	92
820717200	4	92
820720800	4	91
820724400	4	91
820728000	4	91
820731600	4	91
820735200	4	91
820738800	4	91
820742400	4	92
820746000	4	92
820749600	4	92
820753200	4	92
820756800	4	92
820760400	4	92
820764000	4	92
820767600	4	92
820771200	4	93
820774800	4	93
820778400	4	92
820782000	4	91
820785600	4	89
820789200	4	87
820792800	4	85
820796400	4	82
820800000	5	79
820803600	5	75
820807200	5	71
820810800	5	71
820814400	5	74
820818000	5	76
820821600	5	80
820825200	5	83
820828800	5	87
820832400	5	89
820836000	5	91
820839600	5	92
820843200	5	94
820846800	5	94
820850400	5	94
820854000	5	94
820857600	5	94
820861200	5	94
820864800	5	91
820868400	5	89
820872000	5	85
820875600	5	79
820879200	5	76
820882800	5	74
820886400	6	72
820890000	6	70
820893600	6	71
820897200	6	73
820900800	6	74
820904400	6	76
820908000	6	78
820911600	6	80
820915200	6	84
820918800	6	88
820922400	6	90
