Unix	jday	rh
978307200	1	37
978310800	1	37
978314400	1	38
978318000	1	40
978321600	1	43
978325200	1	48
978328800	1	58
978332400	1	71
978336000	1	82
978339600	1	85
978343200	1	86
978346800	1	87
978350400	1	87
978354000	1	88
978357600	1	86
978361200	1	86
978364800	1	87
978368400	1	87
978372000	1	88
978375600	1	81
978379200	1	76
978382800	1	71
978386400	1	68
978390000	1	68
978393600	2	69
978397200	2	67
978400800	2	63
978404400	2	64
978408000	2	63
978411600	2	64
978415200	2	65
978418800	2	67
978422400	2	71
978426000	2	75
978429600	2	74
978433200	2	75
978436800	2	76
978440400	2	77
978444000	2	83
978447600	2	84
978451200	2	85
978454800	2	87
978458400	2	81
978462000	2	73
978465600	2	63
978469200	2	56
978472800	2	52
978476400	2	48
978480000	3	47
978483600	3	49
978487200	3	51
978490800	3	53
978494400	3	55
978498000	3	58
978501600	3	60
978505200	3	64
978508800	3	71
978512400	3	77
978516000	3	79
978519600	3	82
978523200	3	85
978526800	3	85
978530400	3	85
978534000	3	85
978537600	3	85
978541200	3	86
978544800	3	80
978548400	3	73
978552000	3	67
978555600	3	63
978559200	3	60
978562800	3	58
978566400	4	60
978570000	4	62
978573600	4	64
978577200	4	66
978580800	4	69
978584400	4	72
978588000	4	76
978591600	4	77
978595200	4	82
978598800	4	86
978602400	4	88
978606000	4	88
978609600	4	87
978613200	4	89
978616800	4	88
978620400	4	87
978624000	4	87
978627600	4	85
978631200	4	75
978634800	4	69
978638400	4	60
978642000	4	53
978645600	4	50
978649200	4	48
978652800	5	46
978656400	5	46
978660000	5	46
978663600	5	47
978667200	5	50
978670800	5	52
978674400	5	58
978678000	5	58
978681600	5	68
978685200	5	78
978688800	5	81
978692400	5	83
978696000	5	77
978699600	5	83
978703200	5	76
978706800	5	72
978710400	5	72
978714000	5	74
978717600	5	73
978721200	5	72
978724800	5	69
978728400	5	66
978732000	5	63
978735600	5	61
978739200	6	59
978742800	6	59
978746400	6	58
978750000	6	58
978753600	6	59
978757200	6	61
978760800	6	62
978764400	6	68
978768000	6	81
978771600	6	89
978775200	6	89
978778800	6	89
978782400	6	86
978786000	6	86
978789600	6	85
978793200	6	85
978796800	6	85
978800400	6	85
978804000	6	77
978807600	6	68
978811200	6	64
978814800	6	59
978818400	6	54
978822000	6	51
978825600	7	50
978829200	7	51
978832800	7	54
978836400	7	56
978840000	7	58
978843600	7	61
978847200	7	65
978850800	7	68
978854400	7	76
978858000	7	82
978861600	7	85
978865200	7	89
978868800	7	91
978872400	7	93
978876000	7	93
978879600	7	92
978883200	7	93
978886800	7	93
978890400	7	85
978894000	7	82
978897600	7	75
978901200	7	67
978904800	7	59
978908400	7	53
978912000	8	50
978915600	8	50
978919200	8	49
978922800	8	47
978926400	8	48
978930000	8	49
978933600	8	55
978937200	8	63
978940800	8	75
978944400	8	81
978948000	8	80
978951600	8	75
978955200	8	72
978958800	8	76
978962400	8	78
978966000	8	77
978969600	8	77
978973200	8	76
978976800	8	74
978980400	8	69
978984000	8	62
978987600	8	57
978991200	8	53
978994800	8	51
978998400	9	51
979002000	9	58
979005600	9	62
979009200	9	65
979012800	9	70
979016400	9	77
979020000	9	83
979023600	9	86
979027200	9	89
979030800	9	91
979034400	9	92
979038000	9	92
979041600	9	92
979045200	9	92
979048800	9	92
979052400	9	92
979056000	9	92
979059600	9	92
979063200	9	91
979066800	9	91
979070400	9	90
979074000	9	89
979077600	9	89
979081200	9	88
979084800	10	88
979088400	10	88
979092000	10	89
979095600	10	89
979099200	10	88
979102800	10	88
979106400	10	88
979110000	10	87
979113600	10	88
979117200	10	88
979120800	10	88
979124400	10	88
979128000	10	88
979131600	10	87
979135200	10	88
979138800	10	88
979142400	10	88
979146000	10	88
979149600	10	88
979153200	10	85
979156800	10	82
979160400	10	77
979164000	10	73
979167600	10	69
979171200	11	61
979174800	11	57
979178400	11	55
979182000	11	56
979185600	11	58
979189200	11	62
979192800	11	67
979196400	11	71
979200000	11	79
979203600	11	87
979207200	11	90
979210800	11	92
979214400	11	92
979218000	11	93
979221600	11	93
979225200	11	93
979228800	11	94
979232400	11	95
979236000	11	94
979239600	11	82
979243200	11	75
979246800	11	68
979250400	11	61
979254000	11	56
979257600	12	55
979261200	12	54
979264800	12	54
979268400	12	53
979272000	12	51
979275600	12	50
979279200	12	54
979282800	12	54
979286400	12	60
979290000	12	59
979293600	12	56
979297200	12	57
979300800	12	58
979304400	12	63
979308000	12	68
979311600	12	73
979315200	12	74
979318800	12	77
979322400	12	80
979326000	12	81
979329600	12	81
979333200	12	81
979336800	12	80
979340400	12	78
979344000	13	79
979347600	13	77
979351200	13	75
979354800	13	75
979358400	13	76
979362000	13	78
979365600	13	80
979369200	13	81
979372800	13	80
979376400	13	80
979380000	13	81
979383600	13	82
979387200	13	85
979390800	13	84
979394400	13	84
979398000	13	85
979401600	13	80
979405200	13	76
979408800	13	74
979412400	13	68
979416000	13	60
979419600	13	55
979423200	13	52
979426800	13	50
979430400	14	49
979434000	14	47
979437600	14	47
979441200	14	48
979444800	14	50
979448400	14	52
979452000	14	55
979455600	14	57
979459200	14	63
