Unix	jday	rh
788918400	1	32
788922000	1	33
788925600	1	34
788929200	1	35
788932800	1	37
788936400	1	40
788940000	1	45
788943600	1	51
788947200	1	59
788950800	1	64
788954400	1	66
788958000	1	68
788961600	1	71
788965200	1	74
788968800	1	77
788972400	1	80
788976000	1	80
788979600	1	80
788983200	1	72
788986800	1	64
788990400	1	56
788994000	1	46
788997600	1	38
789001200	1	32
789004800	2	28
789008400	2	29
789012000	2	31
789015600	2	33
789019200	2	35
789022800	2	39
789026400	2	43
789030000	2	48
789033600	2	57
789037200	2	70
789040800	2	79
789044400	2	87
789048000	2	90
789051600	2	91
789055200	2	90
789058800	2	90
789062400	2	91
789066000	2	91
789069600	2	95
789073200	2	98
789076800	2	98
789080400	2	94
789084000	2	86
789087600	2	78
789091200	3	69
789094800	3	61
789098400	3	64
789102000	3	65
789105600	3	61
789109200	3	58
789112800	3	57
789116400	3	58
789120000	3	65
789123600	3	71
789127200	3	74
789130800	3	76
789134400	3	76
789138000	3	77
789141600	3	82
789145200	3	82
789148800	3	85
789152400	3	88
789156000	3	82
789159600	3	77
789163200	3	67
789166800	3	56
789170400	3	50
789174000	3	47
789177600	4	43
789181200	4	41
789184800	4	40
789188400	4	41
789192000	4	43
789195600	4	45
789199200	4	50
789202800	4	56
789206400	4	68
789210000	4	77
789213600	4	83
789217200	4	86
789220800	4	86
789224400	4	86
789228000	4	85
789231600	4	85
789235200	4	84
789238800	4	82
789242400	4	73
789246000	4	66
789249600	4	59
789253200	4	50
789256800	4	42
789260400	4	37
789264000	5	34
789267600	5	32
789271200	5	32
789274800	5	34
789278400	5	36
789282000	5	38
789285600	5	43
789289200	5	50
789292800	5	59
789296400	5	63
789300000	5	65
789303600	5	67
789307200	5	69
789310800	5	72
789314400	5	77
789318000	5	82
789321600	5	86
789325200	5	88
789328800	5	76
789332400	5	69
789336000	5	62
789339600	5	55
789343200	5	47
789346800	5	42
789350400	6	39
789354000	6	41
789357600	6	42
789361200	6	42
789364800	6	42
789368400	6	44
789372000	6	47
789375600	6	53
789379200	6	61
789382800	6	68
789386400	6	69
789390000	6	69
789393600	6	68
789397200	6	66
789400800	6	65
789404400	6	65
789408000	6	66
789411600	6	67
789415200	6	65
789418800	6	58
789422400	6	51
789426000	6	44
789429600	6	39
789433200	6	35
789436800	7	33
789440400	7	35
789444000	7	37
789447600	7	39
789451200	7	40
789454800	7	43
789458400	7	46
789462000	7	51
789465600	7	59
789469200	7	61
789472800	7	62
789476400	7	62
789480000	7	61
789483600	7	63
789487200	7	65
789490800	7	65
789494400	7	72
789498000	7	83
789501600	7	84
789505200	7	89
789508800	7	90
789512400	7	89
789516000	7	88
789519600	7	85
789523200	8	82
789526800	8	81
789530400	8	81
789534000	8	83
789537600	8	85
789541200	8	86
789544800	8	88
789548400	8	89
789552000	8	90
789555600	8	90
789559200	8	90
789562800	8	90
789566400	8	90
789570000	8	90
789573600	8	90
789577200	8	90
789580800	8	91
789584400	8	90
789588000	8	89
789591600	8	87
789595200	8	86
789598800	8	85
789602400	8	84
789606000	8	83
789609600	9	80
789613200	9	75
789616800	9	70
789620400	9	65
789624000	9	62
789627600	9	62
789631200	9	63
789634800	9	65
789638400	9	69
789642000	9	72
789645600	9	74
789649200	9	75
789652800	9	77
789656400	9	78
789660000	9	79
789663600	9	80
789667200	9	81
789670800	9	83
789674400	9	86
789678000	9	82
789681600	9	81
789685200	9	80
789688800	9	77
789692400	9	74
789696000	10	63
789699600	10	57
789703200	10	52
789706800	10	52
789710400	10	54
789714000	10	56
789717600	10	59
789721200	10	63
789724800	10	77
789728400	10	87
789732000	10	87
789735600	10	85
789739200	10	81
789742800	10	82
789746400	10	82
789750000	10	81
789753600	10	81
789757200	10	82
789760800	10	80
789764400	10	75
789768000	10	65
789771600	10	58
789775200	10	54
789778800	10	51
789782400	11	50
789786000	11	52
789789600	11	52
789793200	11	53
789796800	11	56
789800400	11	59
789804000	11	61
789807600	11	68
789811200	11	78
789814800	11	86
789818400	11	89
789822000	11	91
789825600	11	90
789829200	11	88
789832800	11	90
789836400	11	91
789840000	11	92
789843600	11	92
789847200	11	85
789850800	11	75
789854400	11	63
789858000	11	54
