Unix	jday	rh
1009843200	1	90
1009846800	1	87
1009850400	1	84
1009854000	1	77
1009857600	1	67
1009861200	1	60
1009864800	1	56
1009868400	1	60
1009872000	1	66
1009875600	1	70
1009879200	1	71
1009882800	1	72
1009886400	1	71
1009890000	1	71
1009893600	1	73
1009897200	1	73
1009900800	1	71
1009904400	1	69
1009908000	1	69
1009911600	1	70
1009915200	1	80
1009918800	1	86
1009922400	1	86
1009926000	1	88
1009929600	2	88
1009933200	2	67
1009936800	2	57
1009940400	2	50
1009944000	2	45
1009947600	2	43
1009951200	2	42
1009954800	2	50
1009958400	2	59
1009962000	2	67
1009965600	2	70
1009969200	2	73
1009972800	2	72
1009976400	2	73
1009980000	2	72
1009983600	2	71
1009987200	2	70
1009990800	2	69
1009994400	2	66
1009998000	2	62
1010001600	2	59
1010005200	2	55
1010008800	2	53
1010012400	2	51
1010016000	3	46
1010019600	3	44
1010023200	3	45
1010026800	3	47
1010030400	3	49
1010034000	3	51
1010037600	3	56
1010041200	3	57
1010044800	3	58
1010048400	3	60
1010052000	3	62
1010055600	3	63
1010059200	3	62
1010062800	3	64
1010066400	3	66
1010070000	3	65
1010073600	3	66
1010077200	3	67
1010080800	3	73
1010084400	3	69
1010088000	3	66
1010091600	3	59
1010095200	3	52
1010098800	3	48
1010102400	4	49
1010106000	4	48
1010109600	4	47
1010113200	4	46
1010116800	4	47
1010120400	4	48
1010124000	4	49
1010127600	4	55
1010131200	4	60
1010134800	4	72
1010138400	4	78
1010142000	4	83
1010145600	4	84
1010149200	4	84
1010152800	4	84
1010156400	4	82
1010160000	4	83
1010163600	4	83
1010167200	4	80
1010170800	4	72
1010174400	4	68
1010178000	4	61
1010181600	4	52
1010185200	4	47
1010188800	5	45
1010192400	5	47
1010196000	5	45
1010199600	5	45
1010203200	5	46
1010206800	5	49
1010210400	5	56
1010214000	5	62
1010217600	5	67
1010221200	5	70
1010224800	5	71
1010228400	5	72
1010232000	5	74
1010235600	5	74
1010239200	5	74
1010242800	5	73
1010246400	5	73
1010250000	5	73
1010253600	5	72
1010257200	5	71
1010260800	5	69
1010264400	5	69
1010268000	5	67
1010271600	5	66
1010275200	6	64
1010278800	6	62
1010282400	6	62
1010286000	6	62
1010289600	6	62
1010293200	6	62
