Unix	jday	rh
694224000	1	83
694227600	1	79
694231200	1	77
694234800	1	74
694238400	1	72
694242000	1	71
694245600	1	71
694249200	1	72
694252800	1	75
694256400	1	76
694260000	1	78
694263600	1	79
694267200	1	81
694270800	1	79
694274400	1	79
694278000	1	80
694281600	1	80
694285200	1	80
694288800	1	78
694292400	1	75
694296000	1	73
694299600	1	72
694303200	1	68
694306800	1	64
694310400	2	60
694314000	2	56
694317600	2	55
694321200	2	55
694324800	2	56
694328400	2	57
694332000	2	58
694335600	2	61
694339200	2	76
694342800	2	79
694346400	2	80
694350000	2	81
694353600	2	81
694357200	2	81
694360800	2	81
694364400	2	81
694368000	2	81
694371600	2	81
694375200	2	82
694378800	2	67
694382400	2	63
694386000	2	59
694389600	2	57
694393200	2	56
694396800	3	55
694400400	3	55
694404000	3	57
694407600	3	60
694411200	3	62
694414800	3	65
694418400	3	68
694422000	3	70
694425600	3	74
694429200	3	77
694432800	3	79
694436400	3	83
694440000	3	83
694443600	3	84
694447200	3	85
694450800	3	87
694454400	3	87
694458000	3	87
694461600	3	82
694465200	3	75
694468800	3	69
694472400	3	65
694476000	3	60
694479600	3	57
694483200	4	54
694486800	4	54
694490400	4	54
694494000	4	57
694497600	4	62
694501200	4	66
694504800	4	67
694508400	4	67
694512000	4	68
694515600	4	73
694519200	4	76
694522800	4	75
694526400	4	73
694530000	4	74
694533600	4	74
694537200	4	76
694540800	4	78
694544400	4	80
694548000	4	76
694551600	4	71
694555200	4	62
694558800	4	51
694562400	4	47
694566000	4	44
694569600	5	37
694573200	5	36
694576800	5	37
694580400	5	38
694584000	5	40
694587600	5	42
694591200	5	46
694594800	5	54
694598400	5	59
694602000	5	56
694605600	5	55
694609200	5	57
694612800	5	62
694616400	5	64
694620000	5	66
694623600	5	68
694627200	5	69
694630800	5	70
694634400	5	68
694638000	5	66
694641600	5	62
694645200	5	57
694648800	5	56
694652400	5	53
694656000	6	48
694659600	6	48
694663200	6	49
694666800	6	50
694670400	6	53
694674000	6	58
694677600	6	66
694681200	6	77
694684800	6	82
694688400	6	85
694692000	6	85
694695600	6	86
