Unix	jday	rh
662688000	1	45
662691600	1	44
662695200	1	41
662698800	1	39
662702400	1	37
662706000	1	37
662709600	1	38
662713200	1	43
662716800	1	50
662720400	1	58
662724000	1	62
662727600	1	67
662731200	1	67
662734800	1	78
662738400	1	87
662742000	1	86
662745600	1	82
662749200	1	78
662752800	1	74
662756400	1	71
662760000	1	66
662763600	1	64
662767200	1	62
662770800	1	60
662774400	2	59
662778000	2	58
662781600	2	58
662785200	2	60
662788800	2	61
662792400	2	63
662796000	2	64
662799600	2	66
662803200	2	70
662806800	2	73
662810400	2	75
662814000	2	77
662817600	2	79
662821200	2	78
662824800	2	76
662828400	2	75
662832000	2	75
662835600	2	73
662839200	2	72
662842800	2	68
662846400	2	63
662850000	2	56
662853600	2	52
662857200	2	49
662860800	3	45
662864400	3	42
662868000	3	39
662871600	3	38
662875200	3	42
662878800	3	46
662882400	3	52
662886000	3	58
662889600	3	65
662893200	3	72
662896800	3	76
662900400	3	79
662904000	3	80
662907600	3	79
662911200	3	79
662914800	3	79
662918400	3	80
662922000	3	85
662925600	3	81
662929200	3	75
662932800	3	70
662936400	3	67
662940000	3	62
662943600	3	58
662947200	4	54
662950800	4	52
662954400	4	50
662958000	4	49
662961600	4	50
662965200	4	53
662968800	4	56
662972400	4	60
662976000	4	65
662979600	4	67
662983200	4	67
662986800	4	67
662990400	4	66
662994000	4	68
662997600	4	69
663001200	4	71
663004800	4	73
663008400	4	75
663012000	4	71
663015600	4	69
663019200	4	61
663022800	4	53
663026400	4	47
663030000	4	43
663033600	5	35
663037200	5	34
663040800	5	32
663044400	5	30
663048000	5	29
663051600	5	29
663055200	5	32
663058800	5	38
663062400	5	47
663066000	5	54
663069600	5	60
663073200	5	65
663076800	5	69
663080400	5	72
663084000	5	75
663087600	5	75
663091200	5	76
663094800	5	77
663098400	5	72
663102000	5	65
663105600	5	61
663109200	5	58
663112800	5	53
663116400	5	49
663120000	6	43
663123600	6	41
663127200	6	40
663130800	6	40
663134400	6	43
663138000	6	46
663141600	6	52
663145200	6	56
663148800	6	61
663152400	6	64
663156000	6	65
663159600	6	66
663163200	6	65
663166800	6	64
663170400	6	65
663174000	6	66
663177600	6	66
663181200	6	67
663184800	6	64
663188400	6	60
663192000	6	53
663195600	6	49
663199200	6	48
663202800	6	45
663206400	7	49
663210000	7	50
663213600	7	46
663217200	7	46
663220800	7	47
663224400	7	48
663228000	7	52
663231600	7	57
663235200	7	63
663238800	7	73
663242400	7	78
663246000	7	83
663249600	7	76
663253200	7	70
663256800	7	67
