Unix	jday	rh
1136073600	1	44
1136077200	1	43
1136080800	1	43
1136084400	1	46
1136088000	1	52
1136091600	1	57
1136095200	1	62
1136098800	1	66
1136102400	1	73
1136106000	1	80
1136109600	1	84
1136113200	1	86
1136116800	1	87
1136120400	1	86
1136124000	1	86
1136127600	1	85
1136131200	1	82
1136134800	1	80
1136138400	1	75
1136142000	1	72
1136145600	1	67
1136149200	1	58
1136152800	1	50
1136156400	1	44
1136160000	2	33
1136163600	2	32
1136167200	2	33
1136170800	2	35
1136174400	2	38
1136178000	2	40
1136181600	2	41
1136185200	2	42
1136188800	2	46
1136192400	2	50
1136196000	2	52
1136199600	2	54
1136203200	2	49
1136206800	2	49
1136210400	2	54
1136214000	2	57
1136217600	2	58
1136221200	2	60
1136224800	2	52
1136228400	2	49
1136232000	2	49
1136235600	2	47
1136239200	2	44
1136242800	2	42
1136246400	3	37
1136250000	3	36
1136253600	3	40
1136257200	3	43
1136260800	3	44
1136264400	3	46
1136268000	3	55
1136271600	3	58
1136275200	3	64
1136278800	3	66
1136282400	3	66
1136286000	3	65
1136289600	3	65
1136293200	3	64
1136296800	3	64
1136300400	3	64
1136304000	3	64
1136307600	3	64
1136311200	3	61
1136314800	3	55
1136318400	3	54
1136322000	3	55
1136325600	3	62
1136329200	3	66
1136332800	4	71
1136336400	4	60
1136340000	4	54
1136343600	4	49
1136347200	4	50
1136350800	4	60
1136354400	4	63
1136358000	4	67
1136361600	4	66
1136365200	4	66
1136368800	4	66
1136372400	4	67
1136376000	4	66
1136379600	4	66
1136383200	4	65
1136386800	4	64
1136390400	4	64
1136394000	4	65
1136397600	4	60
1136401200	4	53
1136404800	4	50
1136408400	4	44
1136412000	4	38
1136415600	4	36
1136419200	5	30
1136422800	5	29
1136426400	5	31
1136430000	5	32
1136433600	5	34
1136437200	5	37
1136440800	5	38
1136444400	5	42
1136448000	5	53
1136451600	5	63
1136455200	5	66
1136458800	5	68
1136462400	5	71
1136466000	5	71
1136469600	5	75
1136473200	5	78
1136476800	5	78
1136480400	5	78
1136484000	5	74
1136487600	5	67
1136491200	5	57
1136494800	5	47
1136498400	5	38
1136502000	5	33
1136505600	6	30
1136509200	6	30
1136512800	6	31
1136516400	6	31
1136520000	6	33
1136523600	6	36
1136527200	6	43
1136530800	6	49
1136534400	6	56
1136538000	6	63
1136541600	6	68
1136545200	6	71
1136548800	6	67
1136552400	6	66
1136556000	6	67
1136559600	6	70
1136563200	6	73
1136566800	6	75
1136570400	6	66
