Unix	jday	dp
883612800	1	247.98
883623600	1	249.79
883634400	1	243.07
883645200	1	243.79
883656000	1	243.22
883666800	1	244.11
883677600	1	243.88
883688400	1	240.52
883699200	2	240.85
883710000	2	241.72
883720800	2	242.27
883731600	2	243.06
883742400	2	243.36
883753200	2	243.83
883764000	2	243.89
883774800	2	244.25
883785600	3	244.4
883796400	3	246.46
883807200	3	248.29
883818000	3	250.15
883828800	3	251.77
883839600	3	253.17
883850400	3	254.11
883861200	3	254.39
883872000	4	253.68
883882800	4	252.18
883893600	4	261.04
883904400	4	257.83
883915200	4	242.3
883926000	4	242.08
883936800	4	241.75
883947600	4	241.95
883958400	5	242.04
883969200	5	304.19
883980000	5	298.34
883990800	5	292.7
884001600	5	288.9
884012400	5	291.46
884023200	5	243.77
884034000	5	244.22
884044800	6	244.51
884055600	6	244.77
884066400	6	244.89
884077200	6	245.02
884088000	6	245.1
884098800	6	245.33
884109600	6	245.69
884120400	6	246.3
884131200	7	246.88
884142000	7	247.09
884152800	7	246.41
884163600	7	244.5
884174400	7	242.06
884185200	7	240.25
884196000	7	239.37
884206800	7	239.38
884217600	8	240
884228400	8	241.36
884239200	8	252.72
884250000	8	245.72
884260800	8	243.42
884271600	8	241.57
884282400	8	241.64
884293200	8	241.34
884304000	9	241.93
884314800	9	242.97
884325600	9	242.68
884336400	9	244.82
884347200	9	246.67
884358000	9	242.08
884368800	9	240.9
884379600	9	240.44
884390400	10	240.32
884401200	10	241.19
884412000	10	237.97
884422800	10	237.67
884433600	10	237.51
884444400	10	245.48
884455200	10	245
884466000	10	244.93
884476800	11	245.73
884487600	11	247.64
884498400	11	249.39
884509200	11	249.41
884520000	11	249.49
884530800	11	250.18
884541600	11	250.34
884552400	11	250.9
884563200	12	251.09
884574000	12	249.22
884584800	12	248.36
884595600	12	246.84
884606400	12	245.62
884617200	12	244.11
884628000	12	243.82
884638800	12	244.18
884649600	13	244.78
884660400	13	244.62
884671200	13	244.43
884682000	13	244.61
884692800	13	235.9
884703600	13	236.01
884714400	13	236.02
884725200	13	236.77
884736000	14	237.54
884746800	14	237.09
884757600	14	237.99
884768400	14	239.19
884779200	14	240.4
884790000	14	241.75
884800800	14	243.04
884811600	14	244.43
884822400	15	245.81
884833200	15	247.18
884844000	15	315.05
884854800	15	322.37
884865600	15	322.5
884876400	15	313.89
884887200	15	298.23
884898000	15	286.99
884908800	16	279.01
884919600	16	274.5
884930400	16	275.18
884941200	16	273.43
884952000	16	269.92
884962800	16	266.49
884973600	16	263.85
884984400	16	261.37
884995200	17	258.45
885006000	17	244.96
885016800	17	242.78
885027600	17	241.22
885038400	17	240.31
885049200	17	244.32
885060000	17	242.37
885070800	17	240.4
885081600	18	238.47
885092400	18	246.15
885103200	18	244.56
885114000	18	243.07
885124800	18	234.99
885135600	18	236.04
885146400	18	237.27
885157200	18	291.19
885168000	19	279.86
885178800	19	276.96
885189600	19	253.77
885200400	19	256.63
885211200	19	258.1
885222000	19	258.52
885232800	19	258.01
885243600	19	249.96
885254400	20	248.49
885265200	20	247.98
885276000	20	248.04
885286800	20	248.41
885297600	20	248.65
885308400	20	248.66
885319200	20	248.54
885330000	20	248.39
885340800	21	248.25
885351600	21	248.18
885362400	21	248.15
885373200	21	248.06
885384000	21	247.81
885394800	21	247.54
885405600	21	247.21
885416400	21	247.09
885427200	22	246.97
885438000	22	246.58
885448800	22	246.28
885459600	22	244.13
885470400	22	242.73
885481200	22	245.43
885492000	22	20.27
885502800	22	17.13
885513600	23	9.85
885524400	23	357.12
885535200	23	345.06
885546000	23	342.89
885556800	23	340.14
885567600	23	336.95
885578400	23	342.06
885589200	23	239.49
885600000	24	240.55
885610800	24	242.57
885621600	24	245.1
885632400	24	248.68
885643200	24	252.09
885654000	24	255.41
885664800	24	272.44
885675600	24	267.06
885686400	25	262.38
885697200	25	255.19
885708000	25	253.61
885718800	25	253.14
885729600	25	252.77
885740400	25	253.39
885751200	25	253.94
885762000	25	254.85
885772800	26	254.94
885783600	26	254.74
885794400	26	253.49
885805200	26	252.31
885816000	26	250.71
885826800	26	249.64
885837600	26	248.62
885848400	26	250.96
885859200	27	357.88
885870000	27	355.63
885880800	27	354.1
885891600	27	352.62
885902400	27	352.96
885913200	27	335.37
885924000	27	325.37
885934800	27	324.86
885945600	28	324.65
885956400	28	325.34
885967200	28	326.19
885978000	28	326.48
885988800	28	326.51
885999600	28	326.38
886010400	28	325.88
886021200	28	325.18
886032000	29	324.21
886042800	29	323.11
886053600	29	321.98
886064400	29	320.88
886075200	29	319.84
886086000	29	318.96
886096800	29	324.22
886107600	29	323.77
886118400	30	325.53
886129200	30	327.91
886140000	30	335.36
886150800	30	333.02
886161600	30	330.67
886172400	30	328.41
886183200	30	325.91
886194000	30	323.01
886204800	31	319.69
886215600	31	315.07
886226400	31	271.83
886237200	31	272.12
886248000	31	271.76
886258800	31	270.4
886269600	31	240.55
886280400	31	241.43
886291200	32	243.81
