Unix	jday	dp
920246400	60	252.67
920257200	60	247.36
920268000	60	244.56
920278800	60	246.06
920289600	60	247.74
920300400	60	243.77
920311200	60	241.21
920322000	60	241.26
920332800	61	240.07
920343600	61	239.97
920354400	61	238.77
920365200	61	238.73
920376000	61	237.89
920386800	61	237.38
920397600	61	236.61
920408400	61	236.07
920419200	62	234.97
920430000	62	234.45
920440800	62	234.93
920451600	62	234.27
920462400	62	233.52
920473200	62	232.85
920484000	62	232.13
920494800	62	231.47
920505600	63	230.88
920516400	63	230.25
920527200	63	32.71
920538000	63	27.08
920548800	63	26.28
920559600	63	24.87
920570400	63	22.79
920581200	63	11.62
920592000	64	354.38
920602800	64	344.84
920613600	64	317.7
920624400	64	317.46
920635200	64	325.28
920646000	64	325.47
920656800	64	333.33
920667600	64	332.97
920678400	65	332.67
920689200	65	333.13
920700000	65	331.92
920710800	65	331.29
920721600	65	331.31
920732400	65	325.82
920743200	65	326.32
920754000	65	327.43
920764800	66	328.99
920775600	66	331.01
920786400	66	321.12
920797200	66	323.89
920808000	66	327.05
920818800	66	329.71
920829600	66	321.93
920840400	66	324.24
920851200	67	323.84
920862000	67	321.9
920872800	67	316.43
920883600	67	308.12
920894400	67	283.48
920905200	67	289.15
920916000	67	285.06
920926800	67	273.66
920937600	68	261.51
920948400	68	256.08
920959200	68	251.55
920970000	68	251.13
920980800	68	250.98
920991600	68	250.75
921002400	68	250.12
921013200	68	250.29
921024000	69	250.4
921034800	69	250.51
921045600	69	250.58
921056400	69	250.51
921067200	69	250.32
921078000	69	250.1
921088800	69	249.77
921099600	69	249.25
921110400	70	249.03
921121200	70	248.72
921132000	70	248.36
921142800	70	247.98
921153600	70	247.67
921164400	70	247.48
921175200	70	278.77
921186000	70	277.24
921196800	71	242.8
921207600	71	243.84
921218400	71	244.45
921229200	71	244.84
921240000	71	245.21
921250800	71	245.68
921261600	71	246.13
921272400	71	246.65
921283200	72	249.08
921294000	72	250.13
921304800	72	250.1
921315600	72	250.91
921326400	72	247.27
921337200	72	247.4
921348000	72	247.26
921358800	72	247.29
921369600	73	247.04
921380400	73	245.52
921391200	73	245.01
921402000	73	244.58
921412800	73	244.16
921423600	73	243.72
921434400	73	243.08
921445200	73	242.31
921456000	74	242.82
921466800	74	242.38
921477600	74	241.88
921488400	74	241.3
921499200	74	240.59
921510000	74	239.8
921520800	74	239.44
921531600	74	240.84
921542400	75	243.99
921553200	75	247.23
921564000	75	249.82
921574800	75	274.18
921585600	75	272.05
921596400	75	271.45
921607200	75	270.55
921618000	75	269.74
921628800	76	269.03
921639600	76	268.26
921650400	76	267.31
921661200	76	266.5
921672000	76	270.85
921682800	76	270.29
921693600	76	268.93
921704400	76	237.72
921715200	77	238.41
921726000	77	240.48
921736800	77	245.71
921747600	77	243.32
921758400	77	242.81
921769200	77	243.4
921780000	77	242.69
921790800	77	243.14
921801600	78	242.33
921812400	78	242.63
921823200	78	241.65
921834000	78	241.82
921844800	78	239.77
921855600	78	239.37
921866400	78	238.55
921877200	78	237.99
921888000	79	237.15
921898800	79	236.86
921909600	79	236.23
921920400	79	237.38
921931200	79	237.08
921942000	79	238.24
921952800	79	237.97
921963600	79	239.07
921974400	80	235.95
921985200	80	236.14
921996000	80	236.13
922006800	80	236.46
922017600	80	236.33
922028400	80	236.7
922039200	80	236.4
922050000	80	236.12
922060800	81	235.82
922071600	81	235.73
922082400	81	235.79
922093200	81	236.13
922104000	81	236.57
922114800	81	303.67
922125600	81	314.33
922136400	81	316.81
922147200	82	324.7
922158000	82	317.76
922168800	82	308.68
922179600	82	308.16
922190400	82	308.48
922201200	82	309.02
922212000	82	312.22
922222800	82	304.51
922233600	83	296.36
922244400	83	289.69
922255200	83	255.38
922266000	83	254.28
922276800	83	253.03
922287600	83	251.85
922298400	83	250.47
922309200	83	249.11
922320000	84	249.68
922330800	84	247.81
922341600	84	246.15
922352400	84	244.99
922363200	84	248.47
922374000	84	247.03
922384800	84	245.67
922395600	84	244.58
922406400	85	237.51
922417200	85	239.18
922428000	85	238.71
922438800	85	239.93
922449600	85	240.97
922460400	85	242.38
922471200	85	243.48
922482000	85	244.63
922492800	86	244.98
922503600	86	245.04
922514400	86	244.6
922525200	86	252.05
922536000	86	253.51
922546800	86	253.99
922557600	86	253.52
922568400	86	252.65
922579200	87	251.87
922590000	87	256.02
922600800	87	253.63
922611600	87	256
922622400	87	254.49
922633200	87	256.3
922644000	87	255.19
922654800	87	256.4
922665600	88	254.88
922676400	88	253.39
922687200	88	252.81
922698000	88	253.54
922708800	88	253.31
922719600	88	254.44
922730400	88	348.58
922741200	88	350.14
922752000	89	350.19
922762800	89	343.77
922773600	89	344.68
922784400	89	348.48
922795200	89	344.33
922806000	89	336.33
922816800	89	327.34
922827600	89	277.8
922838400	90	274.78
922849200	90	271.61
922860000	90	268.35
922870800	90	264.77
922881600	90	261.41
922892400	90	262.5
922903200	90	259.02
922914000	90	264.49
922924800	91	262.16
