Unix	jday	dp
975628800	336	239.96
975639600	336	239.81
975650400	336	239.74
975661200	336	251.33
975672000	336	249.86
975682800	336	250.07
975693600	336	249.9
975704400	336	329.1
975715200	337	327.46
975726000	337	328
975736800	337	326.87
975747600	337	321.83
975758400	337	310.73
975769200	337	302.12
975780000	337	300.35
975790800	337	294.14
975801600	338	288.77
975812400	338	285.99
975823200	338	284.28
975834000	338	283.34
975844800	338	281.67
975855600	338	280.82
975866400	338	280.3
975877200	338	249.51
975888000	339	248.59
975898800	339	248.7
975909600	339	248
975920400	339	246.89
975931200	339	246.35
975942000	339	245.95
975952800	339	245.33
975963600	339	244.96
975974400	340	244.44
975985200	340	244.34
975996000	340	244.08
976006800	340	243.84
976017600	340	243.8
976028400	340	244.09
976039200	340	244.54
976050000	340	245.09
976060800	341	245.6
976071600	341	253.3
976082400	341	248.23
976093200	341	248.86
976104000	341	248.73
976114800	341	249.64
976125600	341	249.35
976136400	341	249.73
976147200	342	246.73
976158000	342	246.62
976168800	342	246.5
976179600	342	246.84
976190400	342	246.99
976201200	342	247.32
976212000	342	247.27
976222800	342	247.29
976233600	343	246.92
976244400	343	246.89
976255200	343	246.66
976266000	343	246.78
976276800	343	246.66
976287600	343	246.82
976298400	343	246.72
976309200	343	246.82
976320000	344	246.69
976330800	344	246.77
976341600	344	246.13
976352400	344	245.99
976363200	344	245.79
976374000	344	245.67
976384800	344	245.55
976395600	344	10.8
976406400	345	356.99
976417200	345	348.95
976428000	345	342.89
976438800	345	336.44
976449600	345	337.54
976460400	345	339.72
976471200	345	342.78
976482000	345	346.09
976492800	346	347.14
976503600	346	346.05
976514400	346	352.29
976525200	346	349.88
976536000	346	347.28
976546800	346	343.91
976557600	346	339.68
976568400	346	334.6
976579200	347	344.98
976590000	347	341.36
976600800	347	335.99
976611600	347	243.88
976622400	347	317.06
976633200	347	241.89
976644000	347	241.78
976654800	347	241.64
976665600	348	241.38
976676400	348	241.24
976687200	348	241.96
976698000	348	259.58
976708800	348	261.28
976719600	348	262.96
976730400	348	264.73
976741200	348	267.11
976752000	349	269.54
976762800	349	271.57
976773600	349	273.05
976784400	349	274.53
976795200	349	245.8
976806000	349	247.46
976816800	349	248.72
976827600	349	249.34
976838400	350	246.4
976849200	350	246.35
976860000	350	246.03
976870800	350	246
976881600	350	245.67
976892400	350	245.56
976903200	350	245.13
976914000	350	245.04
976924800	351	244.92
976935600	351	245.38
976946400	351	245.79
976957200	351	245.24
976968000	351	245.42
976978800	351	245.66
976989600	351	245.82
977000400	351	245.97
977011200	352	246.04
977022000	352	246.1
977032800	352	245.9
977043600	352	245.4
977054400	352	244.37
977065200	352	243.05
977076000	352	241.6
977086800	352	240.53
977097600	353	239.79
977108400	353	239.46
977119200	353	239.35
977130000	353	239.45
977140800	353	239.5
977151600	353	239.55
977162400	353	239.3
977173200	353	238.97
977184000	354	238.61
977194800	354	238.41
977205600	354	238.29
977216400	354	241.12
977227200	354	241.18
977238000	354	241.24
977248800	354	241.32
977259600	354	241.48
977270400	355	241.88
977281200	355	242.48
977292000	355	282.49
977302800	355	283.66
977313600	355	277.35
977324400	355	271.27
977335200	355	264.13
977346000	355	260.99
977356800	356	255.71
977367600	356	252.79
977378400	356	248.81
977389200	356	246.68
977400000	356	242.75
977410800	356	241.73
977421600	356	243.68
977432400	356	245.12
977443200	357	244.15
977454000	357	244.36
977464800	357	244.43
977475600	357	244.84
977486400	357	244.99
977497200	357	245.55
977508000	357	245.97
977518800	357	246.62
977529600	358	246.92
977540400	358	247.4
977551200	358	247.49
977562000	358	247.85
977572800	358	275.53
977583600	358	268.79
977594400	358	262.32
977605200	358	265.46
977616000	359	268.74
977626800	359	263.56
977637600	359	266.65
977648400	359	269.71
977659200	359	272.65
977670000	359	287.43
977680800	359	295.8
977691600	359	286.65
977702400	360	284.35
977713200	360	276.27
977724000	360	274.95
977734800	360	253.49
977745600	360	254.47
977756400	360	256.63
977767200	360	257.74
977778000	360	258.79
977788800	361	259.14
977799600	361	259.36
977810400	361	259.24
977821200	361	259.03
977832000	361	258.38
977842800	361	257.66
977853600	361	256.65
977864400	361	255.8
977875200	362	254.8
977886000	362	254.01
977896800	362	253.02
977907600	362	252.36
977918400	362	251.65
977929200	362	306.74
977940000	362	306.78
977950800	362	297.47
977961600	363	298.83
977972400	363	300.86
977983200	363	302.78
977994000	363	304.29
978004800	363	305.31
978015600	363	292.19
978026400	363	292.07
978037200	363	291.5
978048000	364	290.72
978058800	364	289.89
978069600	364	288.9
978080400	364	287.55
978091200	364	301.09
978102000	364	299.98
978112800	364	299.25
978123600	364	307.41
978134400	365	294.31
978145200	365	291.48
978156000	365	289.39
978166800	365	287.27
978177600	365	285.81
978188400	365	284.78
978199200	365	281.94
978210000	365	278.11
978220800	366	267.96
978231600	366	266.65
978242400	366	264.33
978253200	366	256.74
978264000	366	250.2
978274800	366	248.22
978285600	366	247.46
978296400	366	247.1
978307200	1	246.27
