Unix	jday	dp
1141171200	60	258.34
1141182000	60	266.55
1141192800	60	268.2
1141203600	60	260.83
1141214400	60	251.51
1141225200	60	249.62
1141236000	60	244.43
1141246800	60	244.18
1141257600	61	244.15
1141268400	61	244.48
1141279200	61	248.05
1141290000	61	248.49
1141300800	61	248.11
1141311600	61	246.69
1141322400	61	245.24
1141333200	61	245
1141344000	62	244.99
1141354800	62	244.72
1141365600	62	244.81
1141376400	62	245.11
1141387200	62	244.92
1141398000	62	244.73
1141408800	62	244.56
1141419600	62	244.35
1141430400	63	243.73
1141441200	63	243.08
1141452000	63	242.47
1141462800	63	241.91
1141473600	63	241.29
1141484400	63	240.71
1141495200	63	240.1
1141506000	63	242.82
1141516800	64	242.78
1141527600	64	243.89
1141538400	64	244.62
1141549200	64	244.29
1141560000	64	241.85
1141570800	64	243.13
1141581600	64	243.4
1141592400	64	244.33
1141603200	65	245.08
1141614000	65	245.85
1141624800	65	242.78
1141635600	65	242.62
1141646400	65	241.16
1141657200	65	241.05
1141668000	65	289.7
1141678800	65	296.94
1141689600	66	286.14
1141700400	66	275.01
1141711200	66	275.75
1141722000	66	277.46
1141732800	66	279.24
1141743600	66	280.8
1141754400	66	280.97
1141765200	66	279.71
1141776000	67	276.09
1141786800	67	271.25
1141797600	67	267.3
1141808400	67	247.47
1141819200	67	248.38
1141830000	67	249.39
1141840800	67	249.95
1141851600	67	250.41
1141862400	68	250.25
1141873200	68	249.97
1141884000	68	249.16
1141894800	68	248.35
1141905600	68	247.1
1141916400	68	245.91
1141927200	68	244.62
1141938000	68	243.72
1141948800	69	242.6
1141959600	69	241.58
1141970400	69	279.65
1141981200	69	279.35
1141992000	69	277.89
1142002800	69	269.09
1142013600	69	265.96
1142024400	69	263.7
1142035200	70	253.47
1142046000	70	252.65
1142056800	70	245.17
1142067600	70	242.57
1142078400	70	242.47
1142089200	70	242.34
1142100000	70	242.22
1142110800	70	257.55
1142121600	71	252.37
1142132400	71	248.19
1142143200	71	234.52
1142154000	71	236.78
1142164800	71	236.21
1142175600	71	237.1
1142186400	71	236.38
1142197200	71	236.94
1142208000	72	235.83
1142218800	72	236.02
1142229600	72	235.03
1142240400	72	234.92
1142251200	72	234.25
1142262000	72	234.15
1142272800	72	233.86
1142283600	72	233.93
1142294400	73	234.85
1142305200	73	234.79
1142316000	73	237.6
1142326800	73	282.83
1142337600	73	279.43
1142348400	73	272.97
1142359200	73	271.82
1142370000	73	270.68
1142380800	74	270.17
1142391600	74	275.98
1142402400	74	276.15
1142413200	74	276.47
1142424000	74	276.19
1142434800	74	252.6
1142445600	74	251.75
1142456400	74	253.99
1142467200	75	249.93
1142478000	75	250.85
1142488800	75	250.79
1142499600	75	251.5
1142510400	75	251.19
1142521200	75	251.96
1142532000	75	248.66
1142542800	75	248.93
1142553600	76	248.92
1142564400	76	249.33
1142575200	76	249.81
1142586000	76	248.18
1142596800	76	248.44
1142607600	76	249.23
1142618400	76	250.57
1142629200	76	253.05
1142640000	77	257.68
1142650800	77	265.79
1142661600	77	277.71
1142672400	77	280.54
1142683200	77	280.79
1142694000	77	285.84
1142704800	77	285.52
1142715600	77	285.51
1142726400	78	285.75
1142737200	78	286.04
1142748000	78	285.17
1142758800	78	282.68
1142769600	78	279.18
1142780400	78	276.14
1142791200	78	273.62
1142802000	78	272.07
1142812800	79	241.5
1142823600	79	243.57
1142834400	79	242.05
1142845200	79	243.83
1142856000	79	239.01
1142866800	79	239.72
1142877600	79	238.9
1142888400	79	239.58
1142899200	80	238.84
1142910000	80	239.57
1142920800	80	238.85
1142931600	80	239.58
1142942400	80	238.91
1142953200	80	250.84
1142964000	80	250.46
1142974800	80	250.01
1142985600	81	238.46
1142996400	81	238.44
1143007200	81	238
1143018000	81	237.93
1143028800	81	237.46
1143039600	81	239.7
1143050400	81	239.21
1143061200	81	238.76
1143072000	82	238.16
1143082800	82	237.57
1143093600	82	236.84
1143104400	82	236.07
1143115200	82	235.13
1143126000	82	238.68
1143136800	82	237.77
1143147600	82	240.37
1143158400	83	233.51
1143169200	83	234.64
1143180000	83	234.84
1143190800	83	236.26
1143201600	83	236.16
1143212400	83	233.31
1143223200	83	233.72
1143234000	83	234.51
1143244800	84	234.87
1143255600	84	235.41
1143266400	84	235.4
1143277200	84	234.05
1143288000	84	99.36
1143298800	84	234.81
1143309600	84	235.03
1143320400	84	235.24
1143331200	85	235.32
1143342000	85	235.38
1143352800	85	235.35
1143363600	85	233.95
1143374400	85	237.09
1143385200	85	342.97
1143396000	85	2.25
1143406800	85	3.48
1143417600	86	2.57
1143428400	86	359.67
1143439200	86	354.44
1143450000	86	349.07
1143460800	86	345.01
1143471600	86	342.37
1143482400	86	345.48
1143493200	86	343.85
1143504000	87	342.98
1143514800	87	342.91
1143525600	87	343.05
1143536400	87	343.23
1143547200	87	344.72
1143558000	87	344.43
1143568800	87	239.37
1143579600	87	237.84
1143590400	88	236.79
1143601200	88	236.13
1143612000	88	234.99
1143622800	88	234.4
1143633600	88	233.74
1143644400	88	233.8
1143655200	88	233.85
1143666000	88	234.7
1143676800	89	235.61
1143687600	89	233.55
1143698400	89	237.57
1143709200	89	238.26
1143720000	89	238.23
1143730800	89	238.48
1143741600	89	238.33
1143752400	89	238.6
1143763200	90	238.47
1143774000	90	238.67
1143784800	90	239.92
1143795600	90	240.63
1143806400	90	239.8
1143817200	90	240.45
1143828000	90	239.65
1143838800	90	238.29
1143849600	91	238.3
