Unix	jday	dp
1001894400	274	236.6
1001905200	274	236.58
1001916000	274	236.16
1001926800	274	236.19
1001937600	274	235.92
1001948400	274	236.02
1001959200	274	235.81
1001970000	274	235.84
1001980800	275	237.45
1001991600	275	236.95
1002002400	275	236.97
1002013200	275	237.88
1002024000	275	239.75
1002034800	275	242.18
1002045600	275	255.78
1002056400	275	258.85
1002067200	276	261.21
1002078000	276	262.81
1002088800	276	263.72
1002099600	276	273.35
1002110400	276	274.13
1002121200	276	274.43
1002132000	276	234.73
1002142800	276	245.24
1002153600	277	241.72
1002164400	277	244.09
1002175200	277	242.7
1002186000	277	239.85
1002196800	277	239.28
1002207600	277	240.21
1002218400	277	239.75
1002229200	277	240.67
1002240000	278	240.21
1002250800	278	2.87
1002261600	278	8.07
1002272400	278	6.41
1002283200	278	3.82
1002294000	278	5.89
1002304800	278	1.94
1002315600	278	356.78
1002326400	279	356.26
1002337200	279	350.82
1002348000	279	353.4
1002358800	279	352.62
1002369600	279	352.22
1002380400	279	351.66
1002391200	279	350.58
1002402000	279	340.31
1002412800	280	335.54
1002423600	280	326.77
1002434400	280	292.04
1002445200	280	271.81
1002456000	280	271.87
1002466800	280	272.36
1002477600	280	272.65
1002488400	280	272.41
1002499200	281	239.03
1002510000	281	243.86
1002520800	281	239.99
1002531600	281	50.18
1002542400	281	53.81
1002553200	281	43.55
1002564000	281	17.29
1002574800	281	2.09
1002585600	282	349.18
1002596400	282	342.78
1002607200	282	336.94
1002618000	282	332.21
1002628800	282	328.53
1002639600	282	325.44
1002650400	282	322.71
1002661200	282	308.12
1002672000	283	305.91
1002682800	283	303.69
1002693600	283	119.36
1002704400	283	151.34
1002715200	283	149.51
1002726000	283	147.74
1002736800	283	144.23
1002747600	283	132.51
1002758400	284	130.42
1002769200	284	124.98
1002780000	284	234.25
1002790800	284	234.71
1002801600	284	235.01
1002812400	284	235.64
1002823200	284	235.64
1002834000	284	235.84
1002844800	285	235.54
1002855600	285	235.56
1002866400	285	235.05
1002877200	285	234.81
1002888000	285	234.44
1002898800	285	234.76
1002909600	285	237.85
1002920400	285	237.76
1002931200	286	237.39
1002942000	286	237.08
1002952800	286	237.16
1002963600	286	1.64
1002974400	286	346.75
1002985200	286	283.49
1002996000	286	284.95
1003006800	286	291.57
1003017600	287	291.86
1003028400	287	291.85
1003039200	287	291.43
1003050000	287	290.39
1003060800	287	288.06
1003071600	287	284.71
1003082400	287	281.44
1003093200	287	278.85
1003104000	288	277.11
1003114800	288	276.33
1003125600	288	343.79
1003136400	288	341.66
1003147200	288	309.73
1003158000	288	301.44
1003168800	288	303.3
1003179600	288	302.97
1003190400	289	299.54
1003201200	289	292.7
1003212000	289	285.62
1003222800	289	280.71
1003233600	289	278.38
1003244400	289	278.88
1003255200	289	281.18
1003266000	289	283.96
1003276800	290	285.99
1003287600	290	285.23
1003298400	290	287.43
1003309200	290	286.32
1003320000	290	295.1
1003330800	290	296.62
1003341600	290	290.1
1003352400	290	290.51
1003363200	291	290.46
1003374000	291	290.31
1003384800	291	297.82
1003395600	291	298.35
1003406400	291	298.75
1003417200	291	298.97
1003428000	291	298.5
1003438800	291	310.36
1003449600	292	338.88
1003460400	292	338.29
1003471200	292	344.77
1003482000	292	341.19
1003492800	292	338.77
1003503600	292	340.6
1003514400	292	334.36
1003525200	292	334.9
1003536000	293	334.12
1003546800	293	322.76
1003557600	293	321.18
1003568400	293	319.92
1003579200	293	319.1
1003590000	293	326.13
1003600800	293	325.45
1003611600	293	246.21
1003622400	294	245.54
1003633200	294	245.76
1003644000	294	244.82
1003654800	294	245.09
1003665600	294	244.84
1003676400	294	244.57
1003687200	294	243.9
1003698000	294	243.5
1003708800	295	242.72
1003719600	295	242.23
1003730400	295	241.51
1003741200	295	241.74
1003752000	295	241.14
1003762800	295	240.79
1003773600	295	240.51
1003784400	295	240.39
1003795200	296	240.25
1003806000	296	233.27
1003816800	296	242.9
1003827600	296	241.75
1003838400	296	242.24
1003849200	296	244.22
1003860000	296	250.95
1003870800	296	250.4
1003881600	297	128.73
1003892400	297	235.08
1003903200	297	234.92
1003914000	297	236
1003924800	297	235.54
1003935600	297	235.21
1003946400	297	234.93
1003957200	297	234.73
1003968000	298	234.54
1003978800	298	234.56
1003989600	298	234.69
1004000400	298	235
1004011200	298	235.36
1004022000	298	235.73
1004032800	298	236.2
1004043600	298	236.96
1004054400	299	271.05
1004065200	299	270.86
1004076000	299	272.24
1004086800	299	276.51
1004097600	299	278.31
1004108400	299	282.88
1004119200	299	285.11
1004130000	299	287.24
1004140800	300	289.28
1004151600	300	291.36
1004162400	300	293.57
1004173200	300	295.85
1004184000	300	297.99
1004194800	300	64.17
1004205600	300	66.69
1004216400	300	73.9
1004227200	301	314
1004238000	301	316.65
1004248800	301	317.97
1004259600	301	313.38
1004270400	301	313.78
1004281200	301	313.9
1004292000	301	313.94
1004302800	301	313.96
1004313600	302	312.61
1004324400	302	272.25
1004335200	302	278.36
1004346000	302	276.41
1004356800	302	285.81
1004367600	302	286.45
1004378400	302	288.17
1004389200	302	291.78
1004400000	303	292.77
1004410800	303	300.11
1004421600	303	304.46
1004432400	303	306.8
1004443200	303	305.18
1004454000	303	304.93
1004464800	303	304.95
1004475600	303	301.88
1004486400	304	299.38
1004497200	304	287.54
1004508000	304	287.85
1004518800	304	296.13
1004529600	304	308.09
1004540400	304	314.8
1004551200	304	317.08
1004562000	304	317.8
1004572800	305	319.45
