Unix	jday	tp
1204329600	61	8.8
1204340400	61	8.92
1204351200	61	8.7
1204362000	61	8.75
1204372800	61	9.11
1204383600	61	9.34
1204394400	61	9.46
1204405200	61	9.48
1204416000	62	9.17
1204426800	62	8.81
1204437600	62	8.64
1204448400	62	8.71
1204459200	62	8.65
1204470000	62	8.52
1204480800	62	8.51
1204491600	62	8.6
1204502400	63	8.63
1204513200	63	8.61
1204524000	63	8.71
1204534800	63	14.65
1204545600	63	14.51
1204556400	63	14.23
1204567200	63	13.69
1204578000	63	13.44
1204588800	64	13.26
1204599600	64	13.05
1204610400	64	12.88
1204621200	64	12.86
1204632000	64	12.88
1204642800	64	12.9
1204653600	64	12.84
1204664400	64	12.49
1204675200	65	14.37
1204686000	65	14.43
1204696800	65	14.41
1204707600	65	14.24
1204718400	65	13.52
1204729200	65	13.29
1204740000	65	13.12
1204750800	65	12.88
1204761600	66	12.31
1204772400	66	11.95
1204783200	66	16
1204794000	66	15.87
1204804800	66	11.68
1204815600	66	14.67
1204826400	66	14.58
1204837200	66	14.47
1204848000	67	12.13
1204858800	67	12.4
1204869600	67	12.39
1204880400	67	12.18
1204891200	67	12.02
1204902000	67	11.91
1204912800	67	11.5
1204923600	67	11.03
1204934400	68	10.49
1204945200	68	10.13
1204956000	68	10.02
1204966800	68	10.06
1204977600	68	10.55
1204988400	68	10.95
1204999200	68	11.15
1205010000	68	11.34
1205020800	69	11.59
1205031600	69	11.79
1205042400	69	11.91
1205053200	69	14.36
1205064000	69	14.3
1205074800	69	14.17
1205085600	69	13.73
1205096400	69	13.39
1205107200	70	13.32
1205118000	70	13.25
1205128800	70	13.18
1205139600	70	13.12
1205150400	70	13.05
1205161200	70	12.95
1205172000	70	12.78
1205182800	70	12.45
1205193600	71	12.25
1205204400	71	12.16
1205215200	71	12.12
1205226000	71	6.5
1205236800	71	7.46
1205247600	71	11.95
1205258400	71	11.67
1205269200	71	11.48
1205280000	72	12.11
1205290800	72	12.78
1205301600	72	12.33
1205312400	72	12.03
1205323200	72	11.9
1205334000	72	11.76
1205344800	72	11.45
1205355600	72	11.29
1205366400	73	11.28
1205377200	73	11.29
1205388000	73	11.27
1205398800	73	11.2
1205409600	73	11.12
1205420400	73	11.08
1205431200	73	11.08
1205442000	73	11.12
1205452800	74	11.15
1205463600	74	11.17
1205474400	74	11.17
1205485200	74	11.18
1205496000	74	17.69
1205506800	74	17.48
1205517600	74	17.08
1205528400	74	16.37
1205539200	75	16.06
1205550000	75	15.85
1205560800	75	15.6
1205571600	75	15.23
1205582400	75	14.89
1205593200	75	14.72
1205604000	75	14.56
1205614800	75	14.39
1205625600	76	14.19
1205636400	76	14.37
1205647200	76	16.06
1205658000	76	15.57
1205668800	76	14.79
1205679600	76	14.51
1205690400	76	14.31
1205701200	76	13.77
1205712000	77	13.35
1205722800	77	13.21
1205733600	77	13.07
1205744400	77	12.85
1205755200	77	12.28
1205766000	77	12.03
1205776800	77	11.94
1205787600	77	11.86
1205798400	78	11.66
1205809200	78	11.07
1205820000	78	10.94
1205830800	78	10.89
1205841600	78	10.83
1205852400	78	10.7
1205863200	78	14.75
1205874000	78	14.65
1205884800	79	14.51
1205895600	79	14.27
1205906400	79	13.81
1205917200	79	13.57
1205928000	79	13.35
1205938800	79	13.15
1205949600	79	13
1205960400	79	12.83
1205971200	80	12.2
1205982000	80	11.82
1205992800	80	11.68
1206003600	80	11.7
1206014400	80	11.8
1206025200	80	11.89
1206036000	80	11.98
1206046800	80	12.11
1206057600	81	12.14
1206068400	81	12.03
1206079200	81	11.95
1206090000	81	11.95
1206100800	81	12.13
1206111600	81	13.15
1206122400	81	17.77
1206133200	81	17.52
1206144000	82	17.07
1206154800	82	16.41
1206165600	82	16.09
1206176400	82	15.89
1206187200	82	15.65
1206198000	82	15.37
1206208800	82	14.89
1206219600	82	14.6
1206230400	83	14.38
1206241200	83	14.19
1206252000	83	13.91
1206262800	83	13.42
1206273600	83	13.18
1206284400	83	13.03
1206295200	83	12.9
1206306000	83	12.72
1206316800	84	12.29
1206327600	84	12.05
1206338400	84	11.89
1206349200	84	11.79
1206360000	84	11.73
1206370800	84	11.7
1206381600	84	11.72
1206392400	84	11.96
1206403200	85	12.34
1206414000	85	12.48
1206424800	85	17.59
1206435600	85	17.34
1206446400	85	16.21
1206457200	85	15.94
1206468000	85	15.78
1206478800	85	15.57
1206489600	86	15.21
1206500400	86	14.81
1206511200	86	14.53
1206522000	86	14.34
1206532800	86	14.25
1206543600	86	14.18
1206554400	86	14.02
1206565200	86	13.65
1206576000	87	13.4
1206586800	87	13.28
1206597600	87	13.2
1206608400	87	13.14
1206619200	87	13.04
1206630000	87	12.86
1206640800	87	12.4
1206651600	87	12.11
1206662400	88	12.01
1206673200	88	11.95
1206684000	88	6.01
1206694800	88	6.61
1206705600	88	7.14
1206716400	88	7.62
1206727200	88	7.59
1206738000	88	7.43
1206748800	89	7.16
1206759600	89	12.56
1206770400	89	12.29
1206781200	89	12.15
1206792000	89	12.09
1206802800	89	12.06
1206813600	89	11.99
1206824400	89	11.93
1206835200	90	11.88
1206846000	90	11.82
1206856800	90	11.73
1206867600	90	11.61
1206878400	90	11.14
1206889200	90	10.83
1206900000	90	10.78
1206910800	90	10.84
1206921600	91	10.89
1206932400	91	10.91
1206943200	91	10.99
1206954000	91	11.05
1206964800	91	10.84
1206975600	91	10.71
1206986400	91	10.55
1206997200	91	13.31
1207008000	92	13.17
