Unix	jday	tp
1241136000	121	7.59
1241146800	121	7.12
1241157600	121	7.06
1241168400	121	7.23
1241179200	121	10.45
1241190000	121	13.22
1241200800	121	12.96
1241211600	121	12.32
1241222400	122	12.14
1241233200	122	11.8
1241244000	122	11.28
1241254800	122	11.2
1241265600	122	11.21
1241276400	122	19.25
1241287200	122	18.08
1241298000	122	17.71
1241308800	123	17.43
1241319600	123	17.23
1241330400	123	16.98
1241341200	123	16.1
1241352000	123	15.85
1241362800	123	15.71
1241373600	123	15.32
1241384400	123	14.78
1241395200	124	14.61
1241406000	124	14.46
1241416800	124	14.14
1241427600	124	13.52
1241438400	124	13.33
1241449200	124	13.26
1241460000	124	13.18
1241470800	124	13.03
1241481600	125	12.64
1241492400	125	12.41
1241503200	125	7.48
1241514000	125	8.96
1241524800	125	12.37
1241535600	125	14.27
1241546400	125	14.24
1241557200	125	13.78
1241568000	126	13.51
1241578800	126	13.27
1241589600	126	12.98
1241600400	126	12.74
1241611200	126	12.31
1241622000	126	12.1
1241632800	126	11.97
1241643600	126	12
1241654400	127	12.78
1241665200	127	13.53
1241676000	127	14.16
1241686800	127	14.37
1241697600	127	16.03
1241708400	127	16.13
1241719200	127	15.96
1241730000	127	15.78
1241740800	128	15.67
1241751600	128	15.53
1241762400	128	14.89
1241773200	128	14.39
1241784000	128	14.17
1241794800	128	13.97
1241805600	128	13.51
1241816400	128	13.26
1241827200	129	13.06
1241838000	129	12.85
1241848800	129	12.63
1241859600	129	12.36
1241870400	129	11.88
1241881200	129	11.87
1241892000	129	12.31
1241902800	129	12.74
1241913600	130	12.7
1241924400	130	12.68
1241935200	130	12.82
1241946000	130	13.59
1241956800	130	13.75
1241967600	130	13.17
1241978400	130	13
1241989200	130	12.93
1.242e+09	131	12.83
1242010800	131	12.89
1242021600	131	13.36
1242032400	131	13.97
1242043200	131	13.97
1242054000	131	13.83
1242064800	131	13.62
1242075600	131	13.47
1242086400	132	13.37
1242097200	132	13.28
1242108000	132	13.19
1242118800	132	13.15
1242129600	132	13.18
1242140400	132	13.29
1242151200	132	13.38
1242162000	132	13.28
1242172800	133	13.34
1242183600	133	13.88
1242194400	133	14.22
1242205200	133	14.07
1242216000	133	13.7
1242226800	133	13.5
1242237600	133	13.37
1242248400	133	13.28
1242259200	134	13.23
1242270000	134	13.15
1242280800	134	13.02
1242291600	134	15.82
1242302400	134	15.78
1242313200	134	7.29
1242324000	134	8.43
1242334800	134	9.28
1242345600	135	9.91
1242356400	135	10.37
1242367200	135	10.81
1242378000	135	11.45
1242388800	135	11.97
1242399600	135	12.04
1242410400	135	12.05
1242421200	135	11.95
1242432000	136	11.68
1242442800	136	11.49
1242453600	136	11
1242464400	136	11.01
1242475200	136	11.32
1242486000	136	10.16
1242496800	136	10.43
1242507600	136	10.66
1242518400	137	10.77
1242529200	137	11.01
1242540000	137	11.55
1242550800	137	11.81
1242561600	137	17.5
1242572400	137	16.61
1242583200	137	16.04
1242594000	137	15.85
1242604800	138	15.62
1242615600	138	15.08
1242626400	138	14.52
1242637200	138	14.32
1242648000	138	14.2
1242658800	138	14.07
1242669600	138	13.6
1242680400	138	13.11
1242691200	139	12.72
1242702000	139	12.49
1242712800	139	12.7
1242723600	139	12.97
1242734400	139	12.96
1242745200	139	12.72
1242756000	139	12.31
1242766800	139	12.17
1242777600	140	12.02
1242788400	140	11.85
1242799200	140	11.64
1242810000	140	11.32
1242820800	140	11.13
1242831600	140	14.59
1242842400	140	14.5
1242853200	140	14.32
1242864000	141	13.9
1242874800	141	13.46
1242885600	141	13.4
1242896400	141	13.31
1242907200	141	13.2
1242918000	141	13.14
1242928800	141	13.1
1242939600	141	13.06
1242950400	142	12.98
1242961200	142	12.84
1242972000	142	12.45
1242982800	142	12.31
1242993600	142	12.31
1243004400	142	12.43
1243015200	142	12.81
1243026000	142	13.44
1243036800	143	13.26
1243047600	143	13.17
1243058400	143	13.27
1243069200	143	14.12
1243080000	143	12.53
1243090800	143	12.46
1243101600	143	12.43
1243112400	143	12.4
1243123200	144	12.45
1243134000	144	13.94
1243144800	144	14.04
1243155600	144	14.01
1243166400	144	13.77
1243177200	144	13.39
1243188000	144	13.16
1243198800	144	13.02
1243209600	145	12.88
1243220400	145	12.46
1243231200	145	12.13
1243242000	145	12.03
1243252800	145	12.01
1243263600	145	12.01
1243274400	145	11.99
1243285200	145	11.93
1243296000	146	11.87
1243306800	146	11.89
1243317600	146	12.01
1243328400	146	12.1
1243339200	146	12.3
1243350000	146	12.9
1243360800	146	13.03
1243371600	146	12.84
1243382400	147	12.11
1243393200	147	11.99
1243404000	147	11.96
1243414800	147	11.91
1243425600	147	11.74
1243436400	147	11.36
1243447200	147	11.22
1243458000	147	11.15
1243468800	148	11.09
1243479600	148	15.65
1243490400	148	15.13
1243501200	148	14.81
1243512000	148	14.66
1243522800	148	14.57
1243533600	148	14.47
1243544400	148	14.31
1243555200	149	8.47
1243566000	149	8.11
1243576800	149	7.66
1243587600	149	12.58
1243598400	149	12.09
1243609200	149	11.78
1243620000	149	11.23
1243630800	149	11
1243641600	150	10.81
1243652400	150	10.76
1243663200	150	15.83
1243674000	150	15.4
1243684800	150	14.85
1243695600	150	14.52
1243706400	150	9.18
1243717200	150	9.11
1243728000	151	13.3
1243738800	151	13.03
1243749600	151	12.92
1243760400	151	12.9
1243771200	151	12.8
1243782000	151	12.44
1243792800	151	12.19
1243803600	151	12.08
1243814400	152	15.63
