Unix	jday	tp
1149120000	152	12.38
1149130800	152	12.31
1149141600	152	12.28
1149152400	152	12.27
1149163200	152	12.27
1149174000	152	12.24
1149184800	152	12.17
1149195600	152	12.09
1149206400	153	12.05
1149217200	153	12.08
1149228000	153	12.18
1149238800	153	12.31
1149249600	153	12.55
1149260400	153	12.8
1149271200	153	12.61
1149282000	153	12.18
1149292800	154	8.69
1149303600	154	8.36
1149314400	154	8.45
1149325200	154	8.74
1149336000	154	8.93
1149346800	154	9.05
1149357600	154	9.18
1149368400	154	9.24
1149379200	155	9.22
1149390000	155	9.2
1149400800	155	9.13
1149411600	155	8.97
1149422400	155	8.82
1149433200	155	10.37
1149444000	155	10.54
1149454800	155	10.56
1149465600	156	10.88
1149476400	156	11.61
1149487200	156	11.86
1149498000	156	11.82
1149508800	156	11.73
1149519600	156	11.63
1149530400	156	11.34
1149541200	156	11.02
1149552000	157	10.83
1149562800	157	10.69
1149573600	157	10.57
1149584400	157	10.37
1149595200	157	10.15
1149606000	157	14.59
1149616800	157	14.49
1149627600	157	14.33
1149638400	158	14.09
1149649200	158	13.86
1149660000	158	13.82
1149670800	158	15.46
1149681600	158	15.18
1149692400	158	14.49
1149703200	158	14.12
1149714000	158	13.59
1149724800	159	13.38
1149735600	159	13.31
1149746400	159	13.27
1149757200	159	13.25
1149768000	159	13.25
1149778800	159	13.35
1149789600	159	13.57
1149800400	159	13.91
1149811200	160	14.03
1149822000	160	14.04
1149832800	160	13.99
1149843600	160	13.66
1149854400	160	13.38
1149865200	160	13.24
1149876000	160	13.18
1149886800	160	13.13
1149897600	161	13.06
1149908400	161	12.99
1149919200	161	12.86
1149930000	161	12.42
1149940800	161	12.29
1149951600	161	12.35
1149962400	161	12.56
1149973200	161	14
1149984000	162	13.62
1149994800	162	6.72
1150005600	162	7.43
1150016400	162	7.67
1150027200	162	8.21
1150038000	162	8.63
1150048800	162	9.72
1150059600	162	10.26
1150070400	163	10.34
1150081200	163	10.38
1150092000	163	10.71
1150102800	163	10.88
1150113600	163	10.81
1150124400	163	10.81
1150135200	163	10.94
1150146000	163	11.71
1150156800	164	13.26
1150167600	164	13.78
1150178400	164	13.61
1150189200	164	13.41
1150200000	164	13.28
1150210800	164	13.19
1150221600	164	13.1
1150232400	164	13
1150243200	165	12.82
1150254000	165	12.36
1150264800	165	12.11
1150275600	165	11.99
1150286400	165	11.9
1150297200	165	11.79
1150308000	165	7.98
1150318800	165	8.61
1150329600	166	9.93
1150340400	166	10.98
1150351200	166	11.77
1150362000	166	12.53
1150372800	166	13.29
1150383600	166	13.83
1150394400	166	14.11
1150405200	166	8.15
1150416000	167	8.8
1150426800	167	9.43
1150437600	167	11.68
1150448400	167	13.15
1150459200	167	15.79
1150470000	167	15.34
1150480800	167	15.21
1150491600	167	14.96
1150502400	168	14.74
1150513200	168	14.64
1150524000	168	14.53
1150534800	168	14.4
1150545600	168	14.19
1150556400	168	13.89
1150567200	168	13.4
1150578000	168	13.17
1150588800	169	13
1150599600	169	12.73
1150610400	169	12.21
1150621200	169	12.15
1150632000	169	12.32
1150642800	169	12.47
1150653600	169	12.46
1150664400	169	12.38
1150675200	170	12.26
1150686000	170	12.15
1150696800	170	12.05
1150707600	170	11.99
1150718400	170	12.01
1150729200	170	12.15
1150740000	170	12.38
1150750800	170	12.83
1150761600	171	12.96
1150772400	171	12.94
1150783200	171	12.86
1150794000	171	12.7
1150804800	171	12.42
1150815600	171	16.77
1150826400	171	16
1150837200	171	15.76
1150848000	172	15.63
1150858800	172	15.42
1150869600	172	14.86
1150880400	172	14.61
1150891200	172	14.45
1150902000	172	14.25
1150912800	172	13.82
1150923600	172	13.35
1150934400	173	13.17
1150945200	173	13.03
1150956000	173	12.91
1150966800	173	12.77
1150977600	173	12.47
1150988400	173	12.2
1150999200	173	12.04
1151010000	173	11.95
1151020800	174	11.9
1151031600	174	11.85
1151042400	174	11.79
1151053200	174	11.73
1151064000	174	11.65
1151074800	174	11.47
1151085600	174	11.14
1151096400	174	10.95
1151107200	175	10.85
1151118000	175	10.79
1151128800	175	10.76
1151139600	175	10.78
1151150400	175	14.39
1151161200	175	14.32
1151172000	175	13.85
1151182800	175	13.25
1151193600	176	13.16
1151204400	176	13.06
1151215200	176	12.85
1151226000	176	12.44
1151236800	176	12.26
1151247600	176	12.11
1151258400	176	11.95
1151269200	176	11.78
1151280000	177	11.57
1151290800	177	10.45
1151301600	177	10.03
1151312400	177	9.28
1151323200	177	9
1151334000	177	8.73
1151344800	177	8.32
1151355600	177	8.16
1151366400	178	8.1
1151377200	178	10.05
1151388000	178	9.84
1151398800	178	9.73
1151409600	178	9.6
1151420400	178	9.26
1151431200	178	12.28
1151442000	178	12.12
1151452800	179	12.02
1151463600	179	19.64
1151474400	179	19.41
1151485200	179	19.05
1151496000	179	18.31
1151506800	179	17.89
1151517600	179	17.56
1151528400	179	17.12
1151539200	180	16.65
1151550000	180	16.51
1151560800	180	16.42
1151571600	180	16.33
1151582400	180	16.25
1151593200	180	16.23
1151604000	180	16.05
1151614800	180	15.86
1151625600	181	15.7
1151636400	181	15.56
1151647200	181	15.3
1151658000	181	14.81
1151668800	181	14.53
1151679600	181	14.35
1151690400	181	14.18
1151701200	181	14.02
1151712000	182	13.88
