Unix	jday	tp
907200000	274	4.49
907210800	274	5.09
907221600	274	5.51
907232400	274	5.68
907243200	274	3.4
907254000	274	3.59
907264800	274	3.92
907275600	274	3.99
907286400	275	4.08
907297200	275	3.28
907308000	275	4.27
907318800	275	4.62
907329600	275	4.72
907340400	275	4.75
907351200	275	5.87
907362000	275	6.57
907372800	276	6.79
907383600	276	7.11
907394400	276	8.07
907405200	276	8.59
907416000	276	8.77
907426800	276	8.34
907437600	276	8.04
907448400	276	7.5
907459200	277	7.31
907470000	277	3.16
907480800	277	3.66
907491600	277	4.26
907502400	277	4.27
907513200	277	4.2
907524000	277	3.71
907534800	277	3.96
907545600	278	4.04
907556400	278	4.07
907567200	278	7.8
907578000	278	3.3
907588800	278	3.54
907599600	278	3.66
907610400	278	6.66
907621200	278	6.27
907632000	279	5.91
907642800	279	5.75
907653600	279	5.68
907664400	279	5.68
907675200	279	3.16
907686000	279	3.59
907696800	279	3.92
907707600	279	3.92
907718400	280	5.59
907729200	280	6.09
907740000	280	6.33
907750800	280	5.23
907761600	280	6.66
907772400	280	6.79
907783200	280	6.85
907794000	280	6.91
907804800	281	6.94
907815600	281	6.94
907826400	281	6.95
907837200	281	6.92
907848000	281	6.85
907858800	281	6.85
907869600	281	6.9
907880400	281	6.98
907891200	282	7.38
907902000	282	4.28
907912800	282	4.35
907923600	282	4.38
907934400	282	4.38
907945200	282	4.37
907956000	282	7.63
907966800	282	14.45
907977600	283	14.93
907988400	283	15.2
907999200	283	15.19
908010000	283	15.08
908020800	283	15.05
908031600	283	15.03
908042400	283	14.93
908053200	283	14.78
908064000	284	14.58
908074800	284	14.29
908085600	284	13.55
908096400	284	3.99
908107200	284	13.22
908118000	284	13.21
908128800	284	4.67
908139600	284	5.67
908150400	285	6.45
908161200	285	7.07
908172000	285	7.52
908182800	285	7.69
908193600	285	7.82
908204400	285	7.89
908215200	285	8.04
908226000	285	7.97
908236800	286	8.03
908247600	286	8.22
908258400	286	8.41
908269200	286	8.54
908280000	286	8.4
908290800	286	10.78
908301600	286	3.62
908312400	286	3.97
908323200	287	4.3
908334000	287	4.32
908344800	287	4.24
908355600	287	10.97
908366400	287	10.95
908377200	287	3.14
908388000	287	3.61
908398800	287	4.14
908409600	288	4.24
908420400	288	4.43
908431200	288	3.52
908442000	288	4.46
908452800	288	5.07
908463600	288	5.73
908474400	288	6.19
908485200	288	6.36
908496000	289	6.5
908506800	289	6.73
908517600	289	7.12
908528400	289	7.34
908539200	289	6.44
908550000	289	6.39
908560800	289	6.69
908571600	289	6.87
908582400	290	6.95
908593200	290	3.24
908604000	290	3.41
908614800	290	3.61
908625600	290	3.96
908636400	290	3.92
908647200	290	3.84
908658000	290	3.8
908668800	291	3.9
908679600	291	4.06
908690400	291	4.28
908701200	291	4.46
908712000	291	4.63
908722800	291	4.54
908733600	291	4.44
908744400	291	4.6
908755200	292	4.59
908766000	292	4.55
908776800	292	5.24
908787600	292	5.19
908798400	292	5.1
908809200	292	4.99
908820000	292	4.72
908830800	292	4.46
908841600	293	4.29
908852400	293	4.3
908863200	293	4.62
908874000	293	4.63
908884800	293	4.61
908895600	293	4.55
908906400	293	10.67
908917200	293	10.38
908928000	294	3.12
908938800	294	3.59
908949600	294	3.96
908960400	294	4.3
908971200	294	4.3
908982000	294	4.21
908992800	294	4.28
909003600	294	4.63
909014400	295	4.7
909025200	295	6.5
909036000	295	6.87
909046800	295	7.2
909057600	295	7.45
909068400	295	7.6
909079200	295	7.73
909090000	295	7.61
909100800	296	3.91
909111600	296	4.23
909122400	296	4.75
909133200	296	7.27
909144000	296	7.57
909154800	296	7.64
909165600	296	7.45
909176400	296	7.15
909187200	297	7.07
909198000	297	12.02
909208800	297	3.18
909219600	297	3.58
909230400	297	3.6
909241200	297	3.83
909252000	297	4.19
909262800	297	4.25
909273600	298	4.37
909284400	298	4.21
909295200	298	4.1
909306000	298	4.21
909316800	298	4.53
909327600	298	4.61
909338400	298	4.5
909349200	298	4.44
909360000	299	4.64
909370800	299	4.57
909381600	299	4.34
909392400	299	4.32
909403200	299	4.33
909414000	299	3.69
909424800	299	3.88
909435600	299	4.51
909446400	300	4.69
909457200	300	6.86
909468000	300	7.16
909478800	300	7.22
909489600	300	7.05
909500400	300	6.76
909511200	300	4.28
909522000	300	4.06
909532800	301	4.32
909543600	301	4.62
909554400	301	4.68
909565200	301	4.74
909576000	301	4.83
909586800	301	4.91
909597600	301	5.15
909608400	301	5.27
909619200	302	5.5
909630000	302	5.7
909640800	302	6.06
909651600	302	6.22
909662400	302	6.3
909673200	302	6.3
909684000	302	6.23
909694800	302	4.39
909705600	303	5.24
909716400	303	6.2
909727200	303	6.64
909738000	303	6.93
909748800	303	7.07
909759600	303	7.05
909770400	303	6.91
909781200	303	6.77
909792000	304	6.64
909802800	304	6.45
909813600	304	6.34
909824400	304	6.29
909835200	304	6.24
909846000	304	6.2
909856800	304	6.15
909867600	304	6.08
909878400	305	5.96
