Unix	jday	tp
936144000	244	9.9
936154800	244	9.95
936165600	244	9.96
936176400	244	9.98
936187200	244	9.94
936198000	244	9.89
936208800	244	3.55
936219600	244	3.99
936230400	245	9.64
936241200	245	9.52
936252000	245	9.41
936262800	245	9.31
936273600	245	9.22
936284400	245	9.15
936295200	245	9.09
936306000	245	9.03
936316800	246	8.97
936327600	246	8.93
936338400	246	8.9
936349200	246	8.9
936360000	246	NA
936370800	246	3.58
936381600	246	4.14
936392400	246	4.14
936403200	247	15.2
936414000	247	15.09
936424800	247	14.2
936435600	247	3.13
936446400	247	13.01
936457200	247	12.41
936468000	247	12
936478800	247	11.61
936489600	248	11.36
936500400	248	11.45
936511200	248	5.75
936522000	248	5.74
936532800	248	5.77
936543600	248	3.14
936554400	248	3.61
936565200	248	3.61
936576000	249	3.73
936586800	249	3.61
936597600	249	3.77
936608400	249	3.74
936619200	249	3.85
936630000	249	3.77
936640800	249	6.1
936651600	249	6.04
936662400	250	3.1
936673200	250	3.42
936684000	250	4.5
936694800	250	5.46
936705600	250	7.88
936716400	250	8.45
936727200	250	8.85
936738000	250	9.1
936748800	251	9.21
936759600	251	9.27
936770400	251	9.26
936781200	251	9.09
936792000	251	8.92
936802800	251	8.72
936813600	251	8.6
936824400	251	8.61
936835200	252	8.62
936846000	252	8.5
936856800	252	8.39
936867600	252	8.31
936878400	252	8.23
936889200	252	8.15
936900000	252	8.05
936910800	252	7.87
936921600	253	7.74
936932400	253	7.67
936943200	253	7.61
936954000	253	7.56
936964800	253	7.51
936975600	253	7.45
936986400	253	7.37
936997200	253	7.23
937008000	254	7.07
937018800	254	6.98
937029600	254	6.92
937040400	254	6.87
937051200	254	9.3
937062000	254	9.19
937072800	254	9.07
937083600	254	8.92
937094400	255	8.73
937105200	255	8.61
937116000	255	8.54
937126800	255	8.46
937137600	255	8.4
937148400	255	8.31
937159200	255	4.14
937170000	255	4.29
937180800	256	4.82
937191600	256	5.19
937202400	256	5.29
937213200	256	5.38
937224000	256	5.64
937234800	256	5.87
937245600	256	6.35
937256400	256	6.69
937267200	257	7.02
937278000	257	7.12
937288800	257	7.23
937299600	257	7.46
937310400	257	7.55
937321200	257	7.57
937332000	257	7.58
937342800	257	7.6
937353600	258	7.64
937364400	258	7.75
937375200	258	8.12
937386000	258	8.56
937396800	258	8.91
937407600	258	9
937418400	258	8.96
937429200	258	3.53
937440000	259	3.6
937450800	259	7.64
937461600	259	7.62
937472400	259	7.72
937483200	259	8.04
937494000	259	8.41
937504800	259	8.9
937515600	259	9.1
937526400	260	9.11
937537200	260	9.05
937548000	260	8.91
937558800	260	8.57
937569600	260	8.33
937580400	260	8.19
937591200	260	8.04
937602000	260	7.81
937612800	261	7.66
937623600	261	7.56
937634400	261	7.48
937645200	261	3.29
937656000	261	3.53
937666800	261	7.09
937677600	261	9.81
937688400	261	9.89
937699200	262	9.88
937710000	262	9.86
937720800	262	9.81
937731600	262	9.79
937742400	262	9.73
937753200	262	9.66
937764000	262	9.65
937774800	262	9.75
937785600	263	9.96
937796400	263	9.98
937807200	263	9.93
937818000	263	3.22
937828800	263	4.79
937839600	263	6.23
937850400	263	6.95
937861200	263	7.4
937872000	264	7.55
937882800	264	7.5
937893600	264	7.37
937904400	264	7.07
937915200	264	6.84
937926000	264	6.7
937936800	264	6.48
937947600	264	6.32
937958400	265	6.27
937969200	265	10.11
937980000	265	10.23
937990800	265	10.4
938001600	265	10.63
938012400	265	3.13
938023200	265	10.86
938034000	265	10.95
938044800	266	11.03
938055600	266	11.07
938066400	266	11.07
938077200	266	11.01
938088000	266	10.93
938098800	266	10.88
938109600	266	10.83
938120400	266	10.8
938131200	267	10.79
938142000	267	10.8
938152800	267	10.83
938163600	267	10.87
938174400	267	10.92
938185200	267	10.95
938196000	267	10.99
938206800	267	3.13
938217600	268	3.53
938228400	268	3.59
938239200	268	3.5
938250000	268	3.47
938260800	268	3.49
938271600	268	3.49
938282400	268	3.52
938293200	268	3.55
938304000	269	12.67
938314800	269	13.56
938325600	269	13.67
938336400	269	13.55
938347200	269	13.29
938358000	269	3.13
938368800	269	3.7
938379600	269	4.19
938390400	270	4.9
938401200	270	6.09
938412000	270	6.95
938422800	270	7.22
938433600	270	7.25
938444400	270	7.17
938455200	270	7.1
938466000	270	7.3
938476800	271	7.46
938487600	271	3.5
938498400	271	7.01
938509200	271	7.31
938520000	271	7.64
938530800	271	10.75
938541600	271	12.1
938552400	271	12.9
938563200	272	12.98
938574000	272	12.94
938584800	272	12.53
938595600	272	3.45
938606400	272	3.55
938617200	272	3.88
938628000	272	4.3
938638800	272	4.32
938649600	273	4.38
938660400	273	4.41
938671200	273	14.55
938682000	273	15.74
938692800	273	16.12
938703600	273	16.35
938714400	273	16.42
938725200	273	15.55
938736000	274	14.37
