Unix	jday	tp
993945600	182	10.84
993956400	182	10.8
993967200	182	10.72
993978000	182	10.65
993988800	182	10.3
993999600	182	10.11
994010400	182	10.02
994021200	182	9.97
994032000	183	9.94
994042800	183	9.91
994053600	183	9.89
994064400	183	9.83
994075200	183	9.75
994086000	183	9.58
994096800	183	9.33
994107600	183	9.12
994118400	184	3.14
994129200	184	3.61
994140000	184	3.63
994150800	184	3.63
994161600	184	3.63
994172400	184	6.54
994183200	184	6.52
994194000	184	6.64
994204800	185	6.87
994215600	185	11.06
994226400	185	11.05
994237200	185	11.01
994248000	185	10.98
994258800	185	10.96
994269600	185	10.96
994280400	185	11.08
994291200	186	3.18
994302000	186	3.28
994312800	186	3.48
994323600	186	3.54
994334400	186	3.64
994345200	186	3.84
994356000	186	3.93
994366800	186	3.97
994377600	187	4
994388400	187	8.83
994399200	187	8.72
994410000	187	8.67
994420800	187	8.64
994431600	187	8.67
994442400	187	8.71
994453200	187	8.74
994464000	188	8.77
994474800	188	8.77
994485600	188	8.75
994496400	188	8.74
994507200	188	8.78
994518000	188	8.81
994528800	188	8.81
994539600	188	8.79
994550400	189	8.6
994561200	189	8.47
994572000	189	8.38
994582800	189	8.42
994593600	189	8.52
994604400	189	10.1
994615200	189	10.5
994626000	189	11.57
994636800	190	13.07
994647600	190	13.16
994658400	190	13.2
994669200	190	13.22
994680000	190	13.21
994690800	190	13.18
994701600	190	13.09
994712400	190	12.97
994723200	191	12.87
994734000	191	12.78
994744800	191	12.74
994755600	191	5.97
994766400	191	6.47
994777200	191	6.92
994788000	191	6.98
994798800	191	6.96
994809600	192	13.1
994820400	192	14.17
994831200	192	14.5
994842000	192	14.74
994852800	192	14.85
994863600	192	14.16
994874400	192	13.5
994885200	192	12.85
994896000	193	12.38
994906800	193	12.1
994917600	193	12.12
994928400	193	14.4
994939200	193	14.44
994950000	193	14.3
994960800	193	12.33
994971600	193	12.13
994982400	194	11.74
994993200	194	11.43
995004000	194	11.28
995014800	194	11.18
995025600	194	11.09
995036400	194	10.99
995047200	194	10.85
995058000	194	10.58
995068800	195	10.48
995079600	195	10.45
995090400	195	10.6
995101200	195	10.93
995112000	195	10.91
995122800	195	10.91
995133600	195	11.01
995144400	195	11.28
995155200	196	11.92
995166000	196	12.93
995176800	196	13.89
995187600	196	14.16
995198400	196	13.45
995209200	196	12.87
995220000	196	12.45
995230800	196	12.17
995241600	197	4.35
995252400	197	4.78
995263200	197	5.16
995274000	197	5.68
995284800	197	6.33
995295600	197	6.89
995306400	197	7.23
995317200	197	7.58
995328000	198	7.71
995338800	198	7.99
995349600	198	8.24
995360400	198	8.36
995371200	198	8.45
995382000	198	8.47
995392800	198	8.45
995403600	198	8.41
995414400	199	8.34
995425200	199	8.27
995436000	199	8.2
995446800	199	8.16
995457600	199	8.17
995468400	199	8.24
995479200	199	8.4
995490000	199	9.49
995500800	200	10.59
995511600	200	10.86
995522400	200	11.12
995533200	200	11.18
995544000	200	11.26
995554800	200	11.32
995565600	200	11.38
995576400	200	11.42
995587200	201	11.43
995598000	201	11.33
995608800	201	11.15
995619600	201	10.92
995630400	201	10.8
995641200	201	10.83
995652000	201	11.01
995662800	201	11.13
995673600	202	11.2
995684400	202	11.25
995695200	202	11.3
995706000	202	11.27
995716800	202	11.17
995727600	202	11.06
995738400	202	10.97
995749200	202	10.93
995760000	203	10.89
995770800	203	10.84
995781600	203	10.79
995792400	203	10.73
995803200	203	10.63
995814000	203	10.4
995824800	203	10.27
995835600	203	10.21
995846400	204	10.16
995857200	204	10.12
995868000	204	10.09
995878800	204	10.08
995889600	204	10.07
995900400	204	10.09
995911200	204	10.15
995922000	204	10.22
995932800	205	10.31
995943600	205	10.23
995954400	205	10.25
995965200	205	10.72
995976000	205	11.17
995986800	205	11.78
995997600	205	12.09
996008400	205	12.27
996019200	206	12.32
996030000	206	12.3
996040800	206	12.31
996051600	206	12.31
996062400	206	12.23
996073200	206	12.14
996084000	206	11.99
996094800	206	11.84
996105600	207	11.6
996116400	207	11.43
996127200	207	11.38
996138000	207	13.65
996148800	207	14.15
996159600	207	14.06
996170400	207	13.75
996181200	207	13.4
996192000	208	13.06
996202800	208	13.08
996213600	208	13.39
996224400	208	13.76
996235200	208	14.02
996246000	208	13.68
996256800	208	13.29
996267600	208	3.6
996278400	209	3.98
996289200	209	4.27
996300000	209	4.35
996310800	209	4.27
996321600	209	4.25
996332400	209	4.24
996343200	209	4.3
996354000	209	4.25
996364800	210	4.22
996375600	210	4.19
996386400	210	13.96
996397200	210	4.21
996408000	210	14.25
996418800	210	13.94
996429600	210	13.58
996440400	210	7.01
996451200	211	7.65
996462000	211	7.67
996472800	211	7.35
996483600	211	7.24
996494400	211	11.3
996505200	211	11.54
996516000	211	11.79
996526800	211	11.99
996537600	212	12.1
996548400	212	12.12
996559200	212	12.09
996570000	212	12.01
996580800	212	11.86
996591600	212	11.57
996602400	212	11.29
996613200	212	11.17
996624000	213	11.1
