Unix	jday	tp
930787200	182	3.67
930798000	182	4.18
930808800	182	2.86
930819600	182	3.18
930830400	182	3.44
930841200	182	3.51
930852000	182	3.6
930862800	182	3.8
930873600	183	3.83
930884400	183	3.69
930895200	183	3.7
930906000	183	3.69
930916800	183	3.91
930927600	183	4.05
930938400	183	4.37
930949200	183	6.67
930960000	184	4.37
930970800	184	5.57
930981600	184	6.28
930992400	184	6.52
931003200	184	6.72
931014000	184	6.67
931024800	184	6.58
931035600	184	6.47
931046400	185	6.39
931057200	185	6.29
931068000	185	6.14
931078800	185	6.02
931089600	185	5.21
931100400	185	5.65
931111200	185	5.86
931122000	185	5.94
931132800	186	5.93
931143600	186	5.91
931154400	186	5.85
931165200	186	5.83
931176000	186	3.15
931186800	186	3.62
931197600	186	3.71
931208400	186	3.49
931219200	187	3.46
931230000	187	3.57
931240800	187	3.83
931251600	187	3.86
931262400	187	14.25
931273200	187	14.74
931284000	187	14.73
931294800	187	14.55
931305600	188	14.36
931316400	188	3.25
931327200	188	11.15
931338000	188	11.02
931348800	188	10.97
931359600	188	3.52
931370400	188	10.97
931381200	188	4.19
931392000	189	5.3
931402800	189	5.84
931413600	189	6.21
931424400	189	6.36
931435200	189	6.34
931446000	189	6.32
931456800	189	6.26
931467600	189	6.06
931478400	190	10.14
931489200	190	10.1
931500000	190	10.09
931510800	190	10.12
931521600	190	14.56
931532400	190	14.64
931543200	190	14.67
931554000	190	14.66
931564800	191	14.59
931575600	191	14.43
931586400	191	11.03
931597200	191	10.93
931608000	191	10.74
931618800	191	3.15
931629600	191	3.55
931640400	191	3.55
931651200	192	3.58
931662000	192	3.51
931672800	192	9.95
931683600	192	13.12
931694400	192	13.23
931705200	192	13.28
931716000	192	13.33
931726800	192	3.43
931737600	193	13.4
931748400	193	13.43
931759200	193	13.48
931770000	193	13.52
931780800	193	13.51
931791600	193	13.26
931802400	193	12.91
931813200	193	12.25
931824000	194	12.1
931834800	194	6.63
931845600	194	7.33
931856400	194	9.63
931867200	194	13.14
931878000	194	13.81
931888800	194	14.24
931899600	194	14.24
931910400	195	14
931921200	195	13.31
931932000	195	12.79
931942800	195	12.45
931953600	195	12.17
931964400	195	3.33
931975200	195	10.49
931986000	195	10.62
931996800	196	12.22
932007600	196	13.27
932018400	196	14.05
932029200	196	15.68
932040000	196	15.95
932050800	196	16.09
932061600	196	16
932072400	196	15.65
932083200	197	13.87
932094000	197	13.34
932104800	197	12.81
932115600	197	12.32
932126400	197	11.99
932137200	197	4.62
932148000	197	4.93
932158800	197	5.34
932169600	198	5.82
932180400	198	6.18
932191200	198	6.27
932202000	198	6.36
932212800	198	6.67
932223600	198	6.87
932234400	198	6.92
932245200	198	6.92
932256000	199	6.98
932266800	199	6.99
932277600	199	6.96
932288400	199	6.93
932299200	199	6.91
932310000	199	6.89
932320800	199	6.91
932331600	199	7
932342400	200	7.27
932353200	200	7.44
932364000	200	7.5
932374800	200	7.52
932385600	200	7.51
932396400	200	7.49
932407200	200	7.49
932418000	200	7.49
932428800	201	7.51
932439600	201	7.56
932450400	201	7.63
932461200	201	7.71
932472000	201	7.77
932482800	201	7.79
932493600	201	7.81
932504400	201	7.8
932515200	202	7.79
932526000	202	7.78
932536800	202	7.77
932547600	202	7.75
932558400	202	7.71
932569200	202	7.65
932580000	202	7.61
932590800	202	7.58
932601600	203	7.56
932612400	203	7.58
932623200	203	7.65
932634000	203	7.76
932644800	203	7.88
932655600	203	7.98
932666400	203	8.03
932677200	203	8.05
932688000	204	8.08
932698800	204	8.12
932709600	204	8.16
932720400	204	8.22
932731200	204	8.26
932742000	204	8.31
932752800	204	8.35
932763600	204	8.36
932774400	205	8.36
932785200	205	8.33
932796000	205	8.27
932806800	205	8.16
932817600	205	7.99
932828400	205	7.73
932839200	205	3.27
932850000	205	3.62
932860800	206	4.16
932871600	206	10.22
932882400	206	10.33
932893200	206	10.37
932904000	206	10.46
932914800	206	10.73
932925600	206	11.16
932936400	206	11.44
932947200	207	11.49
932958000	207	11.42
932968800	207	11.35
932979600	207	5.65
932990400	207	11.22
933001200	207	6.09
933012000	207	6.33
933022800	207	7.41
933033600	208	8.26
933044400	208	8.62
933055200	208	8.98
933066000	208	9.09
933076800	208	9.09
933087600	208	9.02
933098400	208	8.9
933109200	208	8.58
933120000	209	8.31
933130800	209	12.38
933141600	209	12.28
933152400	209	12.24
933163200	209	12.28
933174000	209	12.34
933184800	209	12.39
933195600	209	12.41
933206400	210	12.4
933217200	210	12.38
933228000	210	12.38
933238800	210	12.38
933249600	210	12.4
933260400	210	12.42
933271200	210	12.43
933282000	210	12.44
933292800	211	12.44
933303600	211	12.42
933314400	211	12.39
933325200	211	12.34
933336000	211	12.31
933346800	211	12.29
933357600	211	12.28
933368400	211	12.28
933379200	212	12.27
933390000	212	12.26
933400800	212	12.24
933411600	212	12.2
933422400	212	12.16
933433200	212	12.1
933444000	212	12.02
933454800	212	11.92
933465600	213	11.8
