Unix	jday	tp
867715200	182	4.4
867726000	182	3.11
867736800	182	4.16
867747600	182	4.27
867758400	182	4.31
867769200	182	4.4
867780000	182	4.98
867790800	182	5.3
867801600	183	5.59
867812400	183	5.74
867823200	183	6.9
867834000	183	7.24
867844800	183	9.39
867855600	183	9.54
867866400	183	9.57
867877200	183	9.55
867888000	184	9.68
867898800	184	9.81
867909600	184	9.87
867920400	184	9.84
867931200	184	9.79
867942000	184	9.62
867952800	184	9.48
867963600	184	4.77
867974400	185	9.37
867985200	185	9.32
867996000	185	9.29
868006800	185	9.25
868017600	185	9.24
868028400	185	9.22
868039200	185	9.2
868050000	185	9.16
868060800	186	9.1
868071600	186	5.89
868082400	186	6.11
868093200	186	8.82
868104000	186	14.78
868114800	186	15.16
868125600	186	15.3
868136400	186	15.42
868147200	187	14.85
868158000	187	14.26
868168800	187	13.18
868179600	187	12.31
868190400	187	11.89
868201200	187	11.48
868212000	187	11.27
868222800	187	11.18
868233600	188	11.17
868244400	188	11.21
868255200	188	11.31
868266000	188	12.91
868276800	188	11.86
868287600	188	12.03
868298400	188	12.01
868309200	188	12.08
868320000	189	12.17
868330800	189	12.58
868341600	189	13.05
868352400	189	13.23
868363200	189	3.36
868374000	189	3.61
868384800	189	3.91
868395600	189	4.01
868406400	190	4.28
868417200	190	4.39
868428000	190	4.66
868438800	190	4.68
868449600	190	4.6
868460400	190	4.56
868471200	190	4.46
868482000	190	6.89
868492800	191	6.94
868503600	191	4.23
868514400	191	5.28
868525200	191	6.04
868536000	191	6.35
868546800	191	6.47
868557600	191	6.79
868568400	191	6.95
868579200	192	7.02
868590000	192	6.95
868600800	192	6.69
868611600	192	7.22
868622400	192	7.76
868633200	192	8.16
868644000	192	8.2
868654800	192	8.08
868665600	193	7.81
868676400	193	7.68
868687200	193	7.58
868698000	193	7.52
868708800	193	7.61
868719600	193	8.01
868730400	193	8.18
868741200	193	11.31
868752000	194	11.4
868762800	194	11.01
868773600	194	10.63
868784400	194	10.43
868795200	194	10.35
868806000	194	10.27
868816800	194	10.2
868827600	194	4.78
868838400	195	5.08
868849200	195	5.24
868860000	195	5.31
868870800	195	9.26
868881600	195	9.03
868892400	195	8.75
868903200	195	8.37
868914000	195	8.23
868924800	196	8.13
868935600	196	7.97
868946400	196	5.96
868957200	196	5.89
868968000	196	5.8
868978800	196	5.81
868989600	196	12.51
869000400	196	3.14
869011200	197	3.59
869022000	197	3.59
869032800	197	3.46
869043600	197	3.71
869054400	197	4
869065200	197	4.66
869076000	197	4.98
869086800	197	5.61
869097600	198	4.39
869108400	198	4.56
869119200	198	6.15
869130000	198	6.2
869140800	198	6.25
869151600	198	4.17
869162400	198	4.08
869173200	198	4.02
869184000	199	4.1
869194800	199	4.07
869205600	199	3.86
869216400	199	3.88
869227200	199	4.13
869238000	199	12.02
869248800	199	11.81
869259600	199	11.54
869270400	200	11.39
869281200	200	11.26
869292000	200	11.23
869302800	200	11.23
869313600	200	11.26
869324400	200	11.29
869335200	200	11.32
869346000	200	11.33
869356800	201	11.3
869367600	201	11.23
869378400	201	11.19
869389200	201	11.13
869400000	201	11.08
869410800	201	11.02
869421600	201	10.97
869432400	201	10.89
869443200	202	10.77
869454000	202	10.57
869464800	202	10.35
869475600	202	10.24
869486400	202	10.15
869497200	202	10.08
869508000	202	10.03
869518800	202	9.96
869529600	203	9.86
869540400	203	9.79
869551200	203	9.76
869562000	203	9.72
869572800	203	9.66
869583600	203	9.56
869594400	203	9.53
869605200	203	9.53
869616000	204	9.53
869626800	204	3.24
869637600	204	3.9
869648400	204	7.45
869659200	204	9.31
869670000	204	10.76
869680800	204	7.32
869691600	204	7.67
869702400	205	8.04
869713200	205	8.11
869724000	205	8.2
869734800	205	8.33
869745600	205	8.43
869756400	205	8.29
869767200	205	8.07
869778000	205	8.02
869788800	206	8.09
869799600	206	8.16
869810400	206	8.11
869821200	206	8.11
869832000	206	8.75
869842800	206	8.94
869853600	206	9.1
869864400	206	8.42
869875200	207	15.15
869886000	207	15.69
869896800	207	15.59
869907600	207	15.11
869918400	207	14.73
869929200	207	14.3
869940000	207	13.49
869950800	207	12.52
869961600	208	11.89
869972400	208	11.24
869983200	208	10.95
869994000	208	10.78
870004800	208	10.39
870015600	208	10.08
870026400	208	9.95
870037200	208	9.87
870048000	209	9.78
870058800	209	9.66
870069600	209	9.24
870080400	209	9.08
870091200	209	9
870102000	209	12.48
870112800	209	3.14
870123600	209	3.58
870134400	210	3.64
870145200	210	4.15
870156000	210	13.27
870166800	210	13.24
870177600	210	8
870188400	210	7.96
870199200	210	12.4
870210000	210	12.36
870220800	211	12.31
870231600	211	12.21
870242400	211	12.08
870253200	211	11.85
870264000	211	10.69
870274800	211	10.13
870285600	211	10.02
870296400	211	9.92
870307200	212	9.77
870318000	212	3.37
870328800	212	3.72
870339600	212	3.95
870350400	212	4.54
870361200	212	3.96
870372000	212	3.84
870382800	212	11.15
870393600	213	11.06
