Unix	jday	tp
1022889600	152	11.11
1022900400	152	11.1
1022911200	152	11.06
1022922000	152	10.98
1022932800	152	10.91
1022943600	152	10.81
1022954400	152	10.49
1022965200	152	10.27
1022976000	153	10.16
1022986800	153	10.07
1022997600	153	9.97
1023008400	153	9.86
1023019200	153	9.76
1023030000	153	9.74
1023040800	153	6.33
1023051600	153	8.81
1023062400	154	9.12
1023073200	154	9.41
1023084000	154	9.93
1023094800	154	10.28
1023105600	154	10.65
1023116400	154	10.64
1023127200	154	10.38
1023138000	154	10.11
1023148800	155	9.96
1023159600	155	9.69
1023170400	155	9.11
1023181200	155	8.99
1023192000	155	8.92
1023202800	155	8.82
1023213600	155	8.58
1023224400	155	3.99
1023235200	156	4.23
1023246000	156	4.65
1023256800	156	4.88
1023267600	156	5.17
1023278400	156	6.87
1023289200	156	8.1
1023300000	156	8.76
1023310800	156	9.2
1023321600	157	9.11
1023332400	157	9.03
1023343200	157	9.01
1023354000	157	8.92
1023364800	157	8.82
1023375600	157	8.51
1023386400	157	8.46
1023397200	157	8.41
1023408000	158	8.33
1023418800	158	8.29
1023429600	158	8.3
1023440400	158	8.29
1023451200	158	8.34
1023462000	158	8.51
1023472800	158	9.08
1023483600	158	9.89
1023494400	159	10.65
1023505200	159	10.92
1023516000	159	11
1023526800	159	11
1023537600	159	10.99
1023548400	159	10.94
1023559200	159	10.87
1023570000	159	10.8
1023580800	160	10.77
1023591600	160	10.79
1023602400	160	10.87
1023613200	160	10.91
1023624000	160	10.89
1023634800	160	10.85
1023645600	160	10.76
1023656400	160	10.64
1023667200	161	10.45
1023678000	161	10.3
1023688800	161	10.2
1023699600	161	10.11
1023710400	161	10.03
1023721200	161	3.99
1023732000	161	4.38
1023742800	161	4.74
1023753600	162	4.76
1023764400	162	4.72
1023775200	162	4.63
1023786000	162	3.95
1023796800	162	4.1
1023807600	162	4.25
1023818400	162	4.26
1023829200	162	4.39
1023840000	163	4.65
1023850800	163	4.6
1023861600	163	4.25
1023872400	163	4.17
1023883200	163	4.17
1023894000	163	4.15
1023904800	163	4.15
1023915600	163	4
1023926400	164	3.68
1023937200	164	3.73
1023948000	164	3.91
1023958800	164	3.87
1023969600	164	3.78
1023980400	164	3.64
1023991200	164	3.65
1024002000	164	3.6
1024012800	165	3.19
1024023600	165	3.57
1024034400	165	6.99
1024045200	165	8.04
1024056000	165	8.08
1024066800	165	3.49
1024077600	165	3.58
1024088400	165	6.13
1024099200	166	6.75
1024110000	166	6.97
1024120800	166	7.05
1024131600	166	7.04
1024142400	166	7.05
1024153200	166	6.99
1024164000	166	11.23
1024174800	166	11.26
1024185600	167	11.25
1024196400	167	11.22
1024207200	167	11.14
1024218000	167	11.08
1024228800	167	11.02
1024239600	167	10.96
1024250400	167	10.85
1024261200	167	10.67
1024272000	168	10.39
1024282800	168	10.25
1024293600	168	10.18
1024304400	168	10.13
1024315200	168	10.08
1024326000	168	10.01
1024336800	168	9.86
1024347600	168	9.51
1024358400	169	9.34
1024369200	169	9.24
1024380000	169	9.1
1024390800	169	8.96
1024401600	169	5.12
1024412400	169	12.22
1024423200	169	12.21
1024434000	169	12.02
1024444800	170	11.73
1024455600	170	6.87
1024466400	170	7.43
1024477200	170	8.98
1024488000	170	9.91
1024498800	170	10.25
1024509600	170	10.42
1024520400	170	10.45
1024531200	171	10.38
1024542000	171	10.25
1024552800	171	10.16
1024563600	171	10.06
1024574400	171	4.42
1024585200	171	4.82
1024596000	171	5.42
1024606800	171	6.06
1024617600	172	6.78
1024628400	172	7.41
1024639200	172	8.07
1024650000	172	8.63
1024660800	172	9.41
1024671600	172	10.05
1024682400	172	10.26
1024693200	172	10.36
1024704000	173	10.47
1024714800	173	3.59
1024725600	173	3.94
1024736400	173	4.06
1024747200	173	4.29
1024758000	173	4.24
1024768800	173	4.11
1024779600	173	3.63
1024790400	174	3.78
1024801200	174	3.79
1024812000	174	3.84
1024822800	174	3.86
1024833600	174	4.67
1024844400	174	5.57
1024855200	174	6.26
1024866000	174	6.8
1024876800	175	6.84
1024887600	175	6.81
1024898400	175	6.75
1024909200	175	6.72
1024920000	175	3.64
1024930800	175	4.25
1024941600	175	4.38
1024952400	175	4.4
1024963200	176	5.71
1024974000	176	5.77
1024984800	176	5.77
1024995600	176	2.71
1025006400	176	3.52
1025017200	176	3.57
1025028000	176	3.65
1025038800	176	3.83
1025049600	177	3.9
1025060400	177	3.83
1025071200	177	3.82
1025082000	177	3.75
1025092800	177	3.57
1025103600	177	3.45
1025114400	177	3.44
1025125200	177	14.65
1025136000	178	14.72
1025146800	178	4.2
1025157600	178	4.22
1025168400	178	4.24
1025179200	178	4.3
1025190000	178	5.07
1025200800	178	3.22
1025211600	178	3.91
1025222400	179	4.03
1025233200	179	4.12
1025244000	179	4.23
1025254800	179	5.71
1025265600	179	5.61
1025276400	179	5.55
1025287200	179	5.52
1025298000	179	9.09
1025308800	180	9.04
1025319600	180	8.96
1025330400	180	3.65
1025341200	180	4.14
1025352000	180	5.26
1025362800	180	6.25
1025373600	180	6.9
1025384400	180	7.34
1025395200	181	7.58
1025406000	181	7.62
1025416800	181	7.62
1025427600	181	7.6
1025438400	181	4
1025449200	181	4.69
1025460000	181	5.33
1025470800	181	6.61
1025481600	182	7.62
