Unix	jday	tp
1143849600	91	8.05
1143860400	91	7.82
1143871200	91	7.7
1143882000	91	7.64
1143892800	91	7.61
1143903600	91	7.67
1143914400	91	8.68
1143925200	91	8.31
1143936000	92	5.91
1143946800	92	6.31
1143957600	92	6.41
1143968400	92	6.46
1143979200	92	6.68
1143990000	92	6.77
1144000800	92	6.81
1144011600	92	6.83
1144022400	93	7.01
1144033200	93	7.27
1144044000	93	7.44
1144054800	93	7.53
1144065600	93	3.59
1144076400	93	3.88
1144087200	93	4.37
1144098000	93	4.65
1144108800	94	5.17
1144119600	94	2.96
1144130400	94	3.42
1144141200	94	3.57
1144152000	94	8.57
1144162800	94	8.46
1144173600	94	8.35
1144184400	94	8.25
1144195200	95	8.16
1144206000	95	8.09
1144216800	95	8.08
1144227600	95	8.09
1144238400	95	8.08
1144249200	95	8.06
1144260000	95	8.03
1144270800	95	7.99
1144281600	96	7.95
1144292400	96	7.9
1144303200	96	7.78
1144314000	96	7.72
1144324800	96	7.74
1144335600	96	7.97
1144346400	96	8.52
1144357200	96	5.14
1144368000	97	6.21
1144378800	97	6.33
1144389600	97	6.22
1144400400	97	3.45
1144411200	97	9.86
1144422000	97	9.9
1144432800	97	9.86
1144443600	97	3.39
1144454400	98	3.33
1144465200	98	3.46
1144476000	98	3.51
1144486800	98	9.97
1144497600	98	10.06
1144508400	98	10.09
1144519200	98	10.15
1144530000	98	10.54
1144540800	99	10.63
1144551600	99	10.65
1144562400	99	10.63
1144573200	99	10.59
1144584000	99	10.61
1144594800	99	10.61
1144605600	99	10.61
1144616400	99	10.58
1144627200	100	10.53
1144638000	100	10.28
1144648800	100	10.03
1144659600	100	9.89
1144670400	100	2.92
1144681200	100	3.41
1144692000	100	3.94
1144702800	100	4.31
1144713600	101	4.49
1144724400	101	7.5
1144735200	101	7.39
1144746000	101	7.31
1144756800	101	7.04
1144767600	101	6.83
1144778400	101	3.93
1144789200	101	6.73
1144800000	102	6.79
1144810800	102	7.2
1144821600	102	7.81
1144832400	102	8.26
1144843200	102	8.41
1144854000	102	8.46
1144864800	102	8.39
1144875600	102	8.29
1144886400	103	8.19
1144897200	103	8.13
1144908000	103	8.06
1144918800	103	8.02
1144929600	103	8.03
1144940400	103	8.18
1144951200	103	11.8
1144962000	103	11.37
1144972800	104	11.1
1144983600	104	10.84
1144994400	104	11.15
1145005200	104	11.22
1145016000	104	11.26
1145026800	104	11
1145037600	104	10.79
1145048400	104	10.59
1145059200	105	10.13
1145070000	105	9.93
1145080800	105	9.82
1145091600	105	9.67
1145102400	105	9.31
1145113200	105	9.16
1145124000	105	9.05
1145134800	105	8.96
1145145600	106	8.85
1145156400	106	8.63
1145167200	106	8.45
1145178000	106	8.36
1145188800	106	8.32
1145199600	106	8.29
1145210400	106	8.3
1145221200	106	8.32
1145232000	107	8.43
1145242800	107	8.5
1145253600	107	8.68
1145264400	107	8.75
1145275200	107	8.78
1145286000	107	6.4
1145296800	107	6.3
1145307600	107	6.32
1145318400	108	6.23
1145329200	108	6.12
1145340000	108	5.99
1145350800	108	5.86
1145361600	108	5.9
1145372400	108	9.82
1145383200	108	9.69
1145394000	108	8.19
1145404800	109	8.33
1145415600	109	8.35
1145426400	109	8.21
1145437200	109	8.13
1145448000	109	8.13
1145458800	109	8.17
1145469600	109	8.22
1145480400	109	8.29
1145491200	110	8.32
1145502000	110	3.78
1145512800	110	4.7
1145523600	110	5.51
1145534400	110	5.81
1145545200	110	5.98
1145556000	110	5.84
1145566800	110	5.72
1145577600	111	5.74
1145588400	111	6.11
1145599200	111	6.19
1145610000	111	6.18
1145620800	111	17.42
1145631600	111	3.39
1145642400	111	3.38
1145653200	111	6.15
1145664000	112	15.02
1145674800	112	6.18
1145685600	112	6.15
1145696400	112	6.15
1145707200	112	2.48
1145718000	112	4.05
1145728800	112	5.71
1145739600	112	6.42
1145750400	113	6.8
1145761200	113	6.8
1145772000	113	6.94
1145782800	113	7.61
1145793600	113	7.7
1145804400	113	7.88
1145815200	113	7.91
1145826000	113	7.92
1145836800	114	7.93
1145847600	114	7.98
1145858400	114	8.1
1145869200	114	8.4
1145880000	114	8.71
1145890800	114	8.94
1145901600	114	9
1145912400	114	8.97
1145923200	115	8.96
1145934000	115	8.99
1145944800	115	9.07
1145955600	115	9.54
1145966400	115	9.78
1145977200	115	10.52
1145988000	115	10.83
1145998800	115	10.74
1146009600	116	11.36
1146020400	116	11.94
1146031200	116	12.53
1146042000	116	12.79
1146052800	116	12.89
1146063600	116	12.78
1146074400	116	12.49
1146085200	116	12.21
1146096000	117	12.09
1146106800	117	11.99
1146117600	117	11.92
1146128400	117	11.77
1146139200	117	11.55
1146150000	117	11.18
1146160800	117	11.04
1146171600	117	10.94
1146182400	118	10.84
1146193200	118	10.68
1146204000	118	10.3
1146214800	118	10.06
1146225600	118	9.96
1146236400	118	9.86
1146247200	118	9.75
1146258000	118	9.6
1146268800	119	7.57
1146279600	119	7.61
1146290400	119	7.95
1146301200	119	8.35
1146312000	119	8.65
1146322800	119	9.05
1146333600	119	9.19
1146344400	119	9.23
1146355200	120	9.25
1146366000	120	9.36
1146376800	120	9.52
1146387600	120	10.04
1146398400	120	10.13
1146409200	120	10.06
1146420000	120	9.97
1146430800	120	9.87
1146441600	121	9.81
