Unix	jday	tp
1228089600	336	6.34
1228100400	336	6.45
1228111200	336	6.57
1228122000	336	6.45
1228132800	336	6.34
1228143600	336	6.27
1228154400	336	6.37
1228165200	336	7.32
1228176000	337	7.78
1228186800	337	7.78
1228197600	337	7.72
1228208400	337	7.69
1228219200	337	7.72
1228230000	337	7.78
1228240800	337	7.79
1228251600	337	7.78
1228262400	338	9.8
1228273200	338	9.93
1228284000	338	9.93
1228294800	338	9.79
1228305600	338	9.54
1228316400	338	4.46
1228327200	338	4.97
1228338000	338	4.89
1228348800	339	3.8
1228359600	339	3.75
1228370400	339	3.37
1228381200	339	7.44
1228392000	339	3.05
1228402800	339	3.9
1228413600	339	4.04
1228424400	339	4.61
1228435200	340	5.1
1228446000	340	2.89
1228456800	340	3.47
1228467600	340	3.92
1228478400	340	4.04
1228489200	340	4.16
1228500000	340	7.48
1228510800	340	3.37
1228521600	341	7.4
1228532400	341	7.71
1228543200	341	7.99
1228554000	341	3.08
1228564800	341	3.45
1228575600	341	3.71
1228586400	341	3.83
1228597200	341	7.88
1228608000	342	3.32
1228618800	342	4.24
1228629600	342	5.17
1228640400	342	5.85
1228651200	342	6.28
1228662000	342	6.6
1228672800	342	7.05
1228683600	342	7.4
1228694400	343	7.44
1228705200	343	7.42
1228716000	343	7.52
1228726800	343	7.38
1228737600	343	7.35
1228748400	343	7.58
1228759200	343	7.68
1228770000	343	7.77
1228780800	344	7.79
1228791600	344	7.79
1228802400	344	7.9
1228813200	344	8.06
1228824000	344	8.31
1228834800	344	8.7
1228845600	344	8.78
1228856400	344	8.8
1228867200	345	8.83
1228878000	345	8.85
1228888800	345	8.86
1228899600	345	8.87
1228910400	345	8.86
1228921200	345	8.88
1228932000	345	8.96
1228942800	345	10.72
1228953600	346	11.17
1228964400	346	11.28
1228975200	346	11.15
1228986000	346	10.97
1228996800	346	10.9
1229007600	346	10.86
1229018400	346	10.81
1229029200	346	10.72
1229040000	347	10.51
1229050800	347	10.17
1229061600	347	10.05
1229072400	347	9.97
1229083200	347	9.92
1229094000	347	9.88
1229104800	347	9.83
1229115600	347	9.73
1229126400	348	9.62
1229137200	348	9.47
1229148000	348	9.4
1229158800	348	9.36
1229169600	348	9.4
1229180400	348	9.52
1229191200	348	9.6
1229202000	348	9.57
1229212800	349	9.42
1229223600	349	4.41
1229234400	349	4.84
1229245200	349	5.23
1229256000	349	5.59
1229266800	349	5.7
1229277600	349	5.71
1229288400	349	5.69
1229299200	350	5.74
1229310000	350	6.21
1229320800	350	6.41
1229331600	350	6.69
1229342400	350	6.85
1229353200	350	6.97
1229364000	350	7.32
1229374800	350	7.54
1229385600	351	7.64
1229396400	351	7.81
1229407200	351	8.01
1229418000	351	8.19
1229428800	351	8.37
1229439600	351	8.51
1229450400	351	8.47
1229461200	351	8.28
1229472000	352	8.26
1229482800	352	8.49
1229493600	352	9.09
1229504400	352	9.38
1229515200	352	9.67
1229526000	352	9.76
1229536800	352	9.8
1229547600	352	9.81
1229558400	353	9.86
1229569200	353	9.94
1229580000	353	10.03
1229590800	353	10.13
1229601600	353	3.33
1229612400	353	10.19
1229623200	353	10.23
1229634000	353	10.37
1229644800	354	10.54
1229655600	354	10.58
1229666400	354	10.61
1229677200	354	10.6
1229688000	354	10.68
1229698800	354	11.07
1229709600	354	11.81
1229720400	354	11.34
1229731200	355	10.97
1229742000	355	10.68
1229752800	355	4.24
1229763600	355	5.15
1229774400	355	5.49
1229785200	355	7.48
1229796000	355	7.84
1229806800	355	7.99
1229817600	356	8
1229828400	356	7.9
1229839200	356	7.68
1229850000	356	7.54
1229860800	356	7.6
1229871600	356	7.63
1229882400	356	7.57
1229893200	356	7.5
1229904000	357	7.44
1229914800	357	7.38
1229925600	357	7.32
1229936400	357	7.27
1229947200	357	7.25
1229958000	357	7.29
1229968800	357	7.43
1229979600	357	7.68
1229990400	358	3.59
1230001200	358	4.33
1230012000	358	4.89
1230022800	358	5.19
1230033600	358	5.27
1230044400	358	5.54
1230055200	358	5.59
1230066000	358	5.51
1230076800	359	5.23
1230087600	359	5.16
1230098400	359	5.15
1230109200	359	5.2
1230120000	359	5.58
1230130800	359	6.52
1230141600	359	8.13
1230152400	359	8.74
1230163200	360	8.97
1230174000	360	8.96
1230184800	360	8.84
1230195600	360	8.67
1230206400	360	5.97
1230217200	360	6.31
1230228000	360	6.53
1230238800	360	6.79
1230249600	361	4.2
1230260400	361	4.95
1230271200	361	5.38
1230282000	361	5.3
1230292800	361	5.33
1230303600	361	6.01
1230314400	361	6.16
1230325200	361	6.52
1230336000	362	6.65
1230346800	362	2.86
1230357600	362	3.61
1230368400	362	3.92
1230379200	362	3.92
1230390000	362	3.81
1230400800	362	3.68
1230411600	362	9.84
1230422400	363	9.84
1230433200	363	9.99
1230444000	363	3.27
1230454800	363	3.81
1230465600	363	4
1230476400	363	4.64
1230487200	363	5.39
1230498000	363	5.45
1230508800	364	5.46
1230519600	364	5.38
1230530400	364	5.06
1230541200	364	5.78
1230552000	364	6.15
1230562800	364	6.2
1230573600	364	6.24
1230584400	364	6.36
1230595200	365	6.56
1230606000	365	6.46
1230616800	365	6.37
1230627600	365	6.39
1230638400	365	6.46
1230649200	365	6.71
1230660000	365	6.9
1230670800	365	7.23
1230681600	366	7.49
1230692400	366	7.62
1230703200	366	7.66
1230714000	366	7.65
1230724800	366	7.69
1230735600	366	7.86
1230746400	366	8.69
1230757200	366	8.38
1230768000	1	8.2
