Unix	jday	tp
1201824000	32	6.65
1201834800	32	9.54
1201845600	32	9.52
1201856400	32	4.41
1201867200	32	5.15
1201878000	32	6.04
1201888800	32	9.61
1201899600	32	9.6
1201910400	33	9.49
1201921200	33	9.29
1201932000	33	9.14
1201942800	33	9.02
1201953600	33	8.92
1201964400	33	8.8
1201975200	33	8.58
1201986000	33	8.37
1201996800	34	12.16
1202007600	34	11.94
1202018400	34	11.58
1202029200	34	11.11
1202040000	34	10.96
1202050800	34	10.85
1202061600	34	10.75
1202072400	34	10.66
1202083200	35	10.62
1202094000	35	10.65
1202104800	35	5.75
1202115600	35	6.06
1202126400	35	6.12
1202137200	35	10.22
1202148000	35	10.11
1202158800	35	10.02
1202169600	36	9.95
1202180400	36	9.86
1202191200	36	9.74
1202202000	36	9.44
1202212800	36	9.25
1202223600	36	9.13
1202234400	36	9.07
1202245200	36	8.98
1202256000	37	8.8
1202266800	37	7.57
1202277600	37	7.64
1202288400	37	7.74
1202299200	37	7.83
1202310000	37	7.82
1202320800	37	7.76
1202331600	37	4.52
1202342400	38	4.53
1202353200	38	4.88
1202364000	38	5.16
1202374800	38	5.34
1202385600	38	5.33
1202396400	38	5.59
1202407200	38	5.75
1202418000	38	5.95
1202428800	39	5.91
1202439600	39	6.18
1202450400	39	6.19
1202461200	39	6.34
1202472000	39	6.45
1202482800	39	12.02
1202493600	39	13.68
1202504400	39	13.59
1202515200	40	13.09
1202526000	40	12.75
1202536800	40	12.86
1202547600	40	12.84
1202558400	40	12.47
1202569200	40	12.15
1202580000	40	12.01
1202590800	40	11.86
1202601600	41	11.49
1202612400	41	11.04
1202623200	41	10.94
1202634000	41	10.86
1202644800	41	10.76
1202655600	41	10.59
1202666400	41	10.21
1202677200	41	10.02
1202688000	42	9.94
1202698800	42	9.87
1202709600	42	9.78
1202720400	42	9.63
1202731200	42	9.34
1202742000	42	9.19
1202752800	42	4.37
1202763600	42	4.76
1202774400	43	4.84
1202785200	43	5.61
1202796000	43	5.91
1202806800	43	5.96
1202817600	43	5.86
1202828400	43	5.72
1202839200	43	5.63
1202850000	43	5.57
1202860800	44	5.48
1202871600	44	5.35
1202882400	44	5.24
1202893200	44	2.95
1202904000	44	5.14
1202914800	44	10.28
1202925600	44	10.26
1202936400	44	10.16
1202947200	45	9.93
1202958000	45	8.16
1202968800	45	8.06
1202979600	45	7.86
1202990400	45	7.64
1203001200	45	2.94
1203012000	45	3.74
1203022800	45	4.45
1203033600	46	4.82
1203044400	46	4.64
1203055200	46	4.41
1203066000	46	6.87
1203076800	46	7.23
1203087600	46	3.58
1203098400	46	4
1203109200	46	4.25
1203120000	47	4.65
1203130800	47	4.74
1203141600	47	8.9
1203152400	47	9.03
1203163200	47	9.13
1203174000	47	8.99
1203184800	47	8.93
1203195600	47	8.63
1203206400	48	8.32
1203217200	48	8.02
1203228000	48	8.01
1203238800	48	10.54
1203249600	48	11.37
1203260400	48	12.04
1203271200	48	13.24
1203282000	48	14.36
1203292800	49	15.37
1203303600	49	15.81
1203314400	49	17.14
1203325200	49	17.59
1203336000	49	17.73
1203346800	49	17.59
1203357600	49	17.36
1203368400	49	17.21
1203379200	50	14.83
1203390000	50	13.65
1203400800	50	13.29
1203411600	50	13
1203422400	50	12.67
1203433200	50	11.95
1203444000	50	11.84
1203454800	50	11.64
1203465600	51	11.26
1203476400	51	3.89
1203487200	51	4.33
1203498000	51	4.8
1203508800	51	5.18
1203519600	51	5.23
1203530400	51	5.26
1203541200	51	5.31
1203552000	52	5.68
1203562800	52	5.8
1203573600	52	5.78
1203584400	52	5.71
1203595200	52	5.91
1203606000	52	6.15
1203616800	52	6.28
1203627600	52	6.23
1203638400	53	5.96
1203649200	53	5.86
1203660000	53	5.92
1203670800	53	6.07
1203681600	53	6.27
1203692400	53	6.79
1203703200	53	6.94
1203714000	53	7.15
1203724800	54	7.42
1203735600	54	7.48
1203746400	54	7.6
1203757200	54	8.04
1203768000	54	8.2
1203778800	54	8.38
1203789600	54	8.6
1203800400	54	8.54
1203811200	55	8.48
1203822000	55	8.38
1203832800	55	8.32
1203843600	55	8.28
1203854400	55	8.28
1203865200	55	8.26
1203876000	55	8.18
1203886800	55	8.07
1203897600	56	7.97
1203908400	56	11.61
1203919200	56	11.15
1203930000	56	10.87
1203940800	56	10.62
1203951600	56	10.09
1203962400	56	9.9
1203973200	56	9.78
1203984000	57	9.61
1203994800	57	9.21
1204005600	57	9.05
1204016400	57	8.97
1204027200	57	8.88
1204038000	57	8.74
1204048800	57	8.45
1204059600	57	8.31
1204070400	58	8.24
1204081200	58	8.19
1204092000	58	8.16
1204102800	58	8.14
1204113600	58	8.15
1204124400	58	8.24
1204135200	58	8.44
1204146000	58	8.6
1204156800	59	8.49
1204167600	59	8.35
1204178400	59	8.27
1204189200	59	8.19
1204200000	59	6.88
1204210800	59	7.05
1204221600	59	7.46
1204232400	59	7.87
1204243200	60	7.94
1204254000	60	7.94
1204264800	60	7.83
1204275600	60	7.77
1204286400	60	7.76
1204297200	60	7.7
1204308000	60	7.63
1204318800	60	7.55
1204329600	61	3.8
