Unix	jday	tp
1112313600	91	7.56
1112324400	91	7.53
1112335200	91	7.45
1112346000	91	7.31
1112356800	91	7.02
1112367600	91	6.86
1112378400	91	6.77
1112389200	91	6.67
1112400000	92	6.56
1112410800	92	6.46
1112421600	92	3.28
1112432400	92	11.94
1112443200	92	12.48
1112454000	92	13.1
1112464800	92	13.28
1112475600	92	13.15
1112486400	93	12.33
1112497200	93	14.15
1112508000	93	14.05
1112518800	93	13.98
1112529600	93	13.97
1112540400	93	11.37
1112551200	93	11.11
1112562000	93	10.99
1112572800	94	3.5
1112583600	94	3.88
1112594400	94	3.83
1112605200	94	3.21
1112616000	94	3.78
1112626800	94	6.42
1112637600	94	7.09
1112648400	94	7.29
1112659200	95	11.79
1112670000	95	11.93
1112680800	95	12.56
1112691600	95	13.47
1112702400	95	14.36
1112713200	95	14.46
1112724000	95	14.5
1112734800	95	14.65
1112745600	96	15.57
1112756400	96	15.83
1112767200	96	15.91
1112778000	96	15.86
1112788800	96	11.9
1112799600	96	5.46
1112810400	96	5.6
1112821200	96	3.34
1112832000	97	3.48
1112842800	97	6.11
1112853600	97	6.14
1112864400	97	13.28
1112875200	97	13.34
1112886000	97	13.31
1112896800	97	14.92
1112907600	97	15.65
1112918400	98	15.84
1112929200	98	15.74
1112940000	98	15.56
1112950800	98	13.44
1112961600	98	13.18
1112972400	98	3.54
1112983200	98	3.9
1112994000	98	4.33
1113004800	99	4.72
1113015600	99	5.03
1113026400	99	5.22
1113037200	99	5.31
1113048000	99	5.71
1113058800	99	3.67
1113069600	99	5.62
1113080400	99	5.74
1113091200	100	5.85
1113102000	100	5.91
1113112800	100	5.92
1113123600	100	5.98
1113134400	100	6.1
1113145200	100	6.21
1113156000	100	6.27
1113166800	100	6.28
1113177600	101	6.3
1113188400	101	6.37
1113199200	101	6.73
1113210000	101	6.69
1113220800	101	6.6
1113231600	101	6.41
1113242400	101	6.26
1113253200	101	6.2
1113264000	102	6.28
1113274800	102	6.59
1113285600	102	6.84
1113296400	102	6.88
1113307200	102	7.1
1113318000	102	10.93
1113328800	102	11
1113339600	102	10.99
1113350400	103	10.97
1113361200	103	10.94
1113372000	103	10.99
1113382800	103	11.11
1113393600	103	12.25
1113404400	103	12.71
1113415200	103	13.53
1113426000	103	13.85
1113436800	104	13.74
1113447600	104	13.79
1113458400	104	14.01
1113469200	104	14.14
1113480000	104	14.03
1113490800	104	13.61
1113501600	104	13.13
1113512400	104	12.74
1113523200	105	12.39
1113534000	105	12.2
1113544800	105	12.08
1113555600	105	11.94
1113566400	105	11.68
1113577200	105	11.32
1113588000	105	11.26
1113598800	105	13.42
1113609600	106	13.15
1113620400	106	12.63
1113631200	106	12.07
1113642000	106	11.83
1113652800	106	11.39
1113663600	106	11.1
1113674400	106	11.03
1113685200	106	11.05
1113696000	107	11.89
1113706800	107	12.02
1113717600	107	12.07
1113728400	107	12.03
1113739200	107	11.96
1113750000	107	11.78
1113760800	107	11.47
1113771600	107	11.28
1113782400	108	14.43
1113793200	108	14.44
1113804000	108	14.4
1113814800	108	14.24
1113825600	108	13.72
1113836400	108	13.38
1113847200	108	13.26
1113858000	108	13.14
1113868800	109	12.98
1113879600	109	12.68
1113890400	109	12.15
1113901200	109	11.98
1113912000	109	11.94
1113922800	109	11.92
1113933600	109	11.95
1113944400	109	11.97
1113955200	110	12.01
1113966000	110	11.97
1113976800	110	11.92
1113987600	110	11.75
1113998400	110	11.39
1114009200	110	11.15
1114020000	110	11.06
1114030800	110	11.01
1114041600	111	11.02
1114052400	111	11.02
1114063200	111	10.97
1114074000	111	10.16
1114084800	111	10.07
1114095600	111	9.8
1114106400	111	9.83
1114117200	111	7.85
1114128000	112	9.86
1114138800	112	7.77
1114149600	112	14.23
1114160400	112	13.87
1114171200	112	13.43
1114182000	112	12.91
1114192800	112	12.59
1114203600	112	3.36
1114214400	113	12.13
1114225200	113	12.03
1114236000	113	12.21
1114246800	113	12.26
1114257600	113	16.91
1114268400	113	4.33
1114279200	113	15.99
1114290000	113	5.09
1114300800	114	5.24
1114311600	114	5.78
1114322400	114	11.29
1114333200	114	10.98
1114344000	114	10.64
1114354800	114	9.13
1114365600	114	8.49
1114376400	114	8.19
1114387200	115	8.15
1114398000	115	8.21
1114408800	115	8.35
1114419600	115	8.16
1114430400	115	8.68
1114441200	115	8.67
1114452000	115	8.54
1114462800	115	8.52
1114473600	116	8.96
1114484400	116	11.98
1114495200	116	12.22
1114506000	116	12.27
1114516800	116	12.09
1114527600	116	11.34
1114538400	116	11.1
1114549200	116	10.93
1114560000	117	10.78
1114570800	117	10.28
1114581600	117	10
1114592400	117	9.89
1114603200	117	9.74
1114614000	117	9.39
1114624800	117	9.21
1114635600	117	3.57
1114646400	118	3.83
1114657200	118	7.5
1114668000	118	7.54
1114678800	118	10.62
1114689600	118	11.38
1114700400	118	14.77
1114711200	118	15.68
1114722000	118	15.69
1114732800	119	14.62
1114743600	119	13.03
1114754400	119	12.74
1114765200	119	2.68
1114776000	119	3.47
1114786800	119	3.46
1114797600	119	3.42
1114808400	119	3.28
1114819200	120	10.61
1114830000	120	2.99
1114840800	120	3.87
1114851600	120	4.35
1114862400	120	2.71
1114873200	120	3.14
1114884000	120	3.17
1114894800	120	11.97
1114905600	121	12.07
