Unix	jday	Downward_Short-Wave_Rad_Flux
983404800	60	855.922942783421
983408400	60	855.922942783421
983412000	60	838.984063910499
983415600	60	796.026574394934
983419200	60	729.427364698935
983422800	60	648.572257433621
983426400	60	67.7583481679233
983430000	60	67.7583481679233
983433600	60	35.0873752357681
983437200	60	23.3855181280987
983440800	60	17.5438085020548
983444400	60	14.0391388010088
983448000	60	0
983451600	60	0
983455200	60	0
983458800	60	0
983462400	60	0
983466000	60	0
983469600	60	1.97323080636817
983473200	60	1.97323080636817
983476800	60	9.895428765768
983480400	60	34.3666739104218
983484000	60	90.9286672122829
983487600	60	172.347134703167
983491200	61	885.040886956521
983494800	61	885.040886956521
983498400	61	877.667494670802
983502000	61	851.02291190443
983505600	61	806.187745513104
983509200	61	745.055331498849
983512800	61	100.862003807273
983516400	61	100.862003807273
983520000	61	51.4567017654647
983523600	61	34.304906805507
983527200	61	25.7384502045561
983530800	61	20.5861444420461
983534400	61	0
983538000	61	0
983541600	61	0
983545200	61	0
983548800	61	0
983552400	61	0
983556000	61	2.64646063536555
983559600	61	2.64646063536555
983563200	61	10.9558053935377
983566800	61	23.8383147548439
983570400	61	38.9592908960032
983574000	61	56.1702021329311
983577600	62	628.116813832997
983581200	62	628.116813832997
983584800	62	666.125353949485
983588400	62	672.457131099672
983592000	62	662.596342085356
983595600	62	626.025270901084
983599200	62	96.8522004677997
983602800	62	96.8522004677997
983606400	62	49.2659161239747
983610000	62	32.8384104819378
983613600	62	24.6337375792
983617200	62	19.7035256949945
983620800	62	0
983624400	62	0
983628000	62	0
983631600	62	0
983635200	62	0
983638800	62	0
983642400	62	21.0976255721719
983646000	62	21.0976255721719
983649600	62	100.162987460963
983653200	62	193.286944560097
983656800	62	287.011563086185
983660400	62	373.302700635473
983664000	63	867.698788698183
983667600	63	867.698788698183
983671200	63	860.849399081539
983674800	63	834.27480759785
983678400	63	789.398704092668
983682000	63	728.604105678222
983685600	63	93.4059240118063
983689200	63	93.4059240118063
983692800	63	47.3357565425914
983696400	63	31.550882770388
983700000	63	23.6584375825139
983703600	63	18.9351364212521
983707200	63	0
983710800	63	0
983714400	63	0
983718000	63	0
983721600	63	0
983725200	63	0
983728800	63	18.6259986119787
983732400	63	18.6259986119787
983736000	63	95.384834353349
983739600	63	187.104097666854
983743200	63	279.173785586833
983746800	63	364.467500767978
983750400	64	856.281852514922
983754000	64	856.281852514922
983757600	64	849.870395419551
983761200	64	823.547334491952
983764800	64	778.798040105102
983768400	64	718.113691210707
983772000	64	83.6698659057022
983775600	64	83.6698659057022
983779200	64	42.2537574546211
983782800	64	28.1698536463175
983786400	64	21.1269895115631
983790000	64	16.8978115738491
983793600	64	0
983797200	64	0
983800800	64	0
983804400	64	0
983808000	64	0
983811600	64	0
983815200	64	17.1355017466582
983818800	64	17.1355017466582
983822400	64	89.6908194334098
983826000	64	160.875895393173
983829600	64	210.166913243851
983833200	64	254.552220703429
983836800	65	693.142817570381
983840400	65	693.142817570381
983844000	65	671.09906621517
