Unix	jday	U-component_of_wind
1033430400	274	-5.27757497843981
1033434000	274	-5.11193790948378
1033437600	274	-3.97314451926031
1033441200	274	-2.911658068635
1033444800	274	-1.09828110919025
1033448400	274	0.735813744529276
1033452000	274	-1.8053324559553
1033455600	274	2.13664981352632
1033459200	274	4.47286224966447
1033462800	274	5.38835878805327
1033466400	274	5.25207241423535
1033470000	274	5.15969283716347
1033473600	274	5.00383619637072
1033477200	274	4.40598098347568
1033480800	274	4.78278443091898
1033484400	274	4.87068454640097
1033488000	274	4.9581352982148
1033491600	274	5.00455366487054
1033495200	274	4.19130761674197
1033498800	274	5.10189400188438
1033502400	274	5.9774803081631
1033506000	274	5.99188807635193
1033509600	274	5.59218815135401
1033513200	274	5.11065481323211
1033516800	275	2.64821425886818
1033520400	275	2.28711489906544
1033524000	275	3.39478788558981
1033527600	275	5.76507099428787
1033531200	275	7.23995568268776
1033534800	275	7.60400129536696
1033538400	275	2.49849205054806
1033542000	275	4.22508046775265
1033545600	275	5.08293857800566
1033549200	275	5.14903547076152
1033552800	275	4.47179864151344
1033556400	275	4.31899759521645
1033560000	275	2.23522520064715
1033563600	275	2.82431389668204
1033567200	275	3.28770779832742
1033570800	275	3.23905392997375
1033574400	275	3.36943394147159
1033578000	275	3.96739196852223
1033581600	275	1.78671094759414
1033585200	275	2.13144983532652
1033588800	275	1.86754896406732
1033592400	275	2.24465823552066
1033596000	275	3.01224671447557
1033599600	275	3.98518818693197
1033603200	276	1.30269046616292
1033606800	276	3.45889569104128
1033610400	276	4.92758370742227
1033614000	276	5.18135567487143
1033617600	276	3.5673218918536
1033621200	276	2.47342955900801
1033624800	276	0.468915818703213
1033628400	276	2.22104423378989
1033632000	276	3.81550255768393
1033635600	276	4.58044804473735
1033639200	276	4.69276363615752
1033642800	276	4.8537182574881
1033646400	276	3.5575475960219
1033650000	276	3.08956417183133
1033653600	276	2.79827426239492
1033657200	276	2.67350769853011
1033660800	276	2.6014530516816
1033664400	276	2.55853774303908
1033668000	276	2.76739787689102
1033671600	276	3.16906146815302
1033675200	276	2.99838961502518
1033678800	276	2.36793173630691
1033682400	276	1.51087731147503
1033686000	276	0.5465539262616
1033689600	277	0.0896237395275548
1033693200	277	-0.932837042800287
1033696800	277	-1.31915688937346
1033700400	277	-1.68500814106911
1033704000	277	-1.6001135657933
1033707600	277	-1.48917997492179
1033711200	277	-4.55208929783317
1033714800	277	-1.68994265696236
1033718400	277	0.259206342611409
1033722000	277	1.39724394211263
1033725600	277	2.30659143204998
1033729200	277	3.37069394914313
1033732800	277	2.04017492301235
1033736400	277	4.24192160866041
1033740000	277	5.2215053297912
1033743600	277	5.12209244095058
1033747200	277	5.6461373421302
1033750800	277	5.96192851182881
1033754400	277	2.96124526613009
1033758000	277	3.93648946601528
1033761600	277	3.69970318371049
1033765200	277	3.94794638961319
1033768800	277	4.85746896411789
1033772400	277	5.31236724884181
1033776000	278	3.02367347039177
1033779600	278	2.82839893061453
1033783200	278	3.23346639488261
1033786800	278	3.95145274069291
1033790400	278	4.73884247756867
1033794000	278	5.3936443323452
1033797600	278	2.90790076500507
1033801200	278	3.86374714315294
1033804800	278	4.41976271196865
1033808400	278	4.86189065393058
1033812000	278	4.94682633266345
1033815600	278	4.93929213632827
1033819200	278	4.15528945977047
1033822800	278	4.77368014208245
1033826400	278	4.66872180089322
1033830000	278	4.67660228665004
1033833600	278	4.69748473523576
1033837200	278	4.68208894970309
1033840800	278	2.95762662330838
1033844400	278	3.47836535292636
1033848000	278	3.54421933888951
1033851600	278	3.24059942536537
1033855200	278	2.66101768132627
1033858800	278	2.2025927417257
1033862400	279	1.57296631234757
1033866000	279	2.00495833017971
1033869600	279	1.8833363727392
1033873200	279	1.57916818129601
1033876800	279	1.08302445133349
1033880400	279	0.710233046978795
1033884000	279	-0.714359658938351
1033887600	279	-0.403614172018417
1033891200	279	0.0921600380126653
1033894800	279	0.354039788879835
1033898400	279	0.52781268574495
1033902000	279	0.807025242508429
1033905600	279	2.08977232539401
1033909200	279	2.71454608150492
1033912800	279	2.65218790968939
1033916400	279	2.51624143712128
1033920000	279	2.35791415796419
1033923600	279	2.1279074491872
1033927200	279	1.5495869473466
1033930800	279	1.68921120114001
1033934400	279	1.32758698224102
1033938000	279	0.519222869688305
1033941600	279	-0.421608391368161
1033945200	279	-1.27829704986492
1033948800	280	-1.99449874563243
1033952400	280	-2.29155761654293
1033956000	280	-2.46847665596397
1033959600	280	-2.69976781828787
1033963200	280	-2.94328611400692
1033966800	280	-3.03004840626729
1033970400	280	-4.14953981755559
1033974000	280	-2.9417907327986
1033977600	280	-2.2133436002196
1033981200	280	-1.62040913410576
1033984800	280	-0.940065053777451
1033988400	280	-0.287703510998088
1033992000	280	-1.82769750368436
1033995600	280	-0.495272124940837
1033999200	280	0.0965830661617119
1034002800	280	0.342768710672413
1034006400	280	0.390745468809621
1034010000	280	0.451501180590268
1034013600	280	-0.0148501741826177
1034017200	280	0.249095492922314
1034020800	280	-0.506129621059771
1034024400	280	-1.60515626026482
1034028000	280	-2.6292603156381
1034031600	280	-3.4319879466116
1034035200	281	-6.41275605036757
1034038800	281	-5.95783332525398
1034042400	281	-5.42613532082557
1034046000	281	-4.87720938456947
1034049600	281	-4.66010649337685
1034053200	281	-4.36195175413918
1034056800	281	-7.15312765615503
1034060400	281	-4.82998715827448
1034064000	281	-2.88890770607941
1034067600	281	-1.58651775911932
1034071200	281	-0.935144587209898
1034074800	281	-0.357735707176292
1034078400	281	-3.14291080002075
1034082000	281	-1.24383959292497
1034085600	281	-0.21725269499792
1034089200	281	0.420587448886631
1034092800	281	0.845715833755902
1034096400	281	1.27674924317482
1034100000	281	-0.69663159028828
1034103600	281	0.922459583327265
1034107200	281	1.77576859941026
1034110800	281	1.83359342979509
1034114400	281	1.37079303037114
1034118000	281	1.24335203180293
1034121600	282	-1.40805737389614
1034125200	282	-0.27544561399495
1034128800	282	0.852848411490339
1034132400	282	1.78554393511829
1034136000	282	2.50899162306157
1034139600	282	3.17846863145922
1034143200	282	-0.122566176809113
1034146800	282	2.45203088590372
1034150400	282	4.09354808663217
1034154000	282	4.88131362317877
1034157600	282	4.83056136674777
1034161200	282	4.53915507033731
1034164800	282	3.4619160565021
1034168400	282	3.66319385262457
1034172000	282	3.62325683521426
1034175600	282	3.61249877833956
1034179200	282	3.5096533872643
1034182800	282	3.43235279133181
1034186400	282	0.576468003976604
1034190000	282	1.41430282455059
1034193600	282	2.04540138855459
1034197200	282	2.26841671559895
1034200800	282	1.73119595221994
1034204400	282	1.39951619778825
1034208000	283	0.719214545609397
1034211600	283	0.607466128697678
1034215200	283	1.49845189909891
1034218800	283	3.20420643991008
1034222400	283	4.4684279608059
1034226000	283	5.23101474741771
1034229600	283	3.81834778288824
1034233200	283	4.23052195790408
1034236800	283	4.15910617732473
1034240400	283	3.77819401726763
1034244000	283	3.61358006499423
1034247600	283	3.55496040137353
1034251200	283	5.13138107405701
1034254800	283	4.56605129331735
1034258400	283	4.22208352789878
1034262000	283	4.21520209866284
1034265600	283	4.2735506148475
1034269200	283	3.61067875720293
1034272800	283	2.98365528193566
1034276400	283	1.64483340097397
1034280000	283	1.63415812201885
1034283600	283	1.41294706203705
1034287200	283	0.923922113925982
1034290800	283	0.411975138048717
1034294400	284	-0.143546830518912
1034298000	284	-0.847716626315686
1034301600	284	-1.63022341161179
1034305200	284	-2.54417789300087
1034308800	284	-2.80162205134836
1034312400	284	-2.94324726238988
1034316000	284	-4.52871528447368
1034319600	284	-4.70255329040484
1034323200	284	-4.0382907419963
1034326800	284	-3.33387202689115
1034330400	284	-2.24145428626307
1034334000	284	-1.10577948668828
1034337600	284	-4.47588545935745
1034341200	284	-1.29528440229561
1034344800	284	0.926671982746341
1034348400	284	2.71713591730215
1034352000	284	3.82649853763169
1034355600	284	4.69120407357399
1034359200	284	2.48272047151998
1034362800	284	3.53097975362601
1034366400	284	2.86927718161804
1034370000	284	2.80255416979918
1034373600	284	3.10848400383523
1034377200	284	3.14176775492174
1034380800	285	1.25166629086166
1034384400	285	0.927086887015073
1034388000	285	0.698851421293599
1034391600	285	0.47480317009863
1034395200	285	0.182386727701852
1034398800	285	-0.0984460547627787
1034402400	285	-2.81713150237473
1034406000	285	-1.88909883558089
1034409600	285	-1.2655419932091
1034413200	285	-0.618833493683843
1034416800	285	-0.00128077400772496
1034420400	285	0.580730884586246
1034424000	285	0.748776883296326
1034427600	285	1.0938103836572
1034431200	285	1.73763542392018
1034434800	285	2.62718665301542
1034438400	285	3.58366218277241
1034442000	285	4.32654931314366
1034445600	285	3.28067244067026
1034449200	285	4.3491130132238
1034452800	285	4.9216049942148
1034456400	285	5.25277478343709
1034460000	285	5.33664676934715
1034463600	285	5.41913543631014
1034467200	286	5.65637331334998
1034470800	286	5.63834148584947
1034474400	286	5.28600450029419
1034478000	286	5.01987292142175
1034481600	286	5.09435970280355
1034485200	286	5.26291563502953
1034488800	286	3.1731888482913
1034492400	286	3.73956445372245
1034496000	286	4.5068193097494
1034499600	286	5.19023148543235
1034503200	286	5.56645730685103
1034506800	286	5.88665390839406
1034510400	286	4.98901762364548
1034514000	286	5.74038172456748
1034517600	286	5.89108652465329
1034521200	286	5.8046087155909
1034524800	286	5.72533898232295
1034528400	286	5.66538981426189
1034532000	286	4.85193202028413
1034535600	286	5.38370302009506
1034539200	286	5.42809088970961
1034542800	286	5.34689570208005
1034546400	286	5.09189035229055
1034550000	286	4.81553355868498
