Unix	jday	V-component_of_wind
959817600	153	-7.15881635822903
959821200	153	-5.64320455028621
959824800	153	-4.45259596236243
959828400	153	-4.12956484023579
959832000	153	-3.50566453663323
959835600	153	-3.3959156451052
959839200	153	-3.7477087266388
959842800	153	-3.52475119081536
959846400	153	-3.04434260502998
959850000	153	-2.20250851794305
959853600	153	-3.0079759382483
959857200	153	-4.08713114601069
959860800	153	-3.71078282547983
959864400	153	-5.60986329336171
959868000	153	-6.31277666102014
959871600	153	-6.45676720008334
959875200	153	-6.66394398589131
959878800	153	-6.73224275315038
959882400	153	-4.14519744461132
959886000	153	-4.00096531125386
959889600	153	-3.98146312412221
959893200	153	-3.56863716097918
959896800	153	-3.33133914753559
959900400	153	-3.27889635279072
959904000	154	-5.23198197093638
959907600	154	-4.65082133633296
959911200	154	-3.76118326259923
959914800	154	-2.12341829122095
959918400	154	-0.60210367117352
959922000	154	0.815078644416432
959925600	154	3.31022784000122
959929200	154	3.71653574781383
959932800	154	4.4009741201717
959936400	154	4.11425217788163
959940000	154	3.2971057251275
959943600	154	2.46159779107487
959947200	154	2.85903383616252
959950800	154	2.62874823663299
959954400	154	1.56555751188979
959958000	154	0.106793350868272
959961600	154	-0.953535627440469
959965200	154	-1.57752658434179
959968800	154	-0.361223961381983
959972400	154	-1.07209028891925
959976000	154	-1.83088373082457
959979600	154	-2.16886595569775
959983200	154	-1.98954203050816
959986800	154	-1.86600850582279
959990400	155	-1.53726178829214
959994000	155	-2.06060085367047
959997600	155	-2.57024222282739
960001200	155	-2.21188722884869
960004800	155	-0.311086281454838
960008400	155	1.35320667592533
960012000	155	3.14234375059306
960015600	155	2.58116231369593
960019200	155	2.59225561553502
960022800	155	2.89622987089765
960026400	155	3.89869696531801
960030000	155	4.663197389642
960033600	155	4.9031961935464
960037200	155	6.27056147610615
960040800	155	7.33567034052105
960044400	155	8.24267876469555
960048000	155	8.64720130942682
960051600	155	8.85962864983216
960055200	155	8.60362911592888
960058800	155	8.04026566363374
960062400	155	7.30617888318876
960066000	155	6.76832313115563
960069600	155	6.73956295334558
960073200	155	6.77783630132262
960076800	156	6.78325433161129
960080400	156	7.97414373338039
960084000	156	8.54533859489403
960087600	156	8.70174377489147
960091200	156	8.70784677009509
960094800	156	8.69700947635376
960098400	156	7.33425717762261
960102000	156	7.94162571530212
960105600	156	8.45934126280404
960109200	156	8.80450021064397
960112800	156	8.69148873109758
960116400	156	8.70817547851863
960120000	156	9.52021765447305
960123600	156	9.81439059692036
960127200	156	9.75037262481163
960130800	156	9.72364225987773
960134400	156	9.56240814358943
960138000	156	9.37125460125302
