Unix	jday	Downward_Short-Wave_Rad_Flux
1251763200	244	191.253996624332
1251766800	244	191.253996624332
1251770400	244	190.267782065645
1251774000	244	182.999052952543
1251777600	244	156.006650929328
1251781200	244	131.912569870107
1251784800	244	0.208137442755087
1251788400	244	0.208137442755087
1251792000	244	0.0996850632062383
1251795600	244	0.0636646836707166
1251799200	244	0.0519519973411649
1251802800	244	0.0360203789285955
1251806400	244	0
1251810000	244	0
1251813600	244	0
1251817200	244	0
1251820800	244	0
1251824400	244	0
1251828000	244	0
1251831600	244	0
1251835200	244	19.189799109384
1251838800	244	76.6709898939008
1251842400	244	121.638757618476
1251846000	244	149.769099873096
1251849600	245	332.125590994403
1251853200	245	332.125590994403
1251856800	245	409.398209404317
1251860400	245	397.667478168105
1251864000	245	360.594767152077
1251867600	245	312.639666605414
1251871200	245	0.894610813380075
1251874800	245	0.894610813380075
1251878400	245	0.452523210607663
1251882000	245	0.299609921347378
1251885600	245	0.224397676975367
1251889200	245	0.175061602871962
1251892800	245	0
1251896400	245	0
1251900000	245	0
1251903600	245	0
1251907200	245	0
1251910800	245	0
1251914400	245	0
1251918000	245	0
1251921600	245	19.3699937226461
1251925200	245	84.7959235138457
1251928800	245	161.344267030486
1251932400	245	236.010289608361
1251936000	246	677.156095367292
1251939600	246	677.156095367292
1251943200	246	667.505177407683
1251946800	246	638.475571454809
1251950400	246	591.593984652538
1251954000	246	529.637629305707
1251957600	246	1.67477874542619
1251961200	246	1.67477874542619
1251964800	246	0.836309688366759
1251968400	246	0.55574107191027
1251972000	246	0.417320689630295
1251975600	246	0.333732387449008
1251979200	246	0
1251982800	246	0
1251986400	246	0
1251990000	246	0
1251993600	246	0
1251997200	246	0
1252000800	246	0
1252004400	246	0
1252008000	246	22.6869273787603
1252011600	246	88.0694175951836
1252015200	246	165.831108769696
1252018800	246	241.633394533913
1252022400	247	681.695766418194
1252026000	247	681.695766418194
1252029600	247	671.18695558508
1252033200	247	641.330506854945
1252036800	247	593.884720023913
1252040400	247	531.820371744606
1252044000	247	1.91821686087557
