Unix	jday	V-component_of_wind
730944000	60	-2.82709044242897
730947600	60	-2.56689252715385
730951200	60	-2.63279466038887
730954800	60	-2.93990765869277
730958400	60	-3.60402820297939
730962000	60	-4.30416200962592
730965600	60	-4.35891375820982
730969200	60	-4.85369321129079
730972800	60	-5.05431425614245
730976400	60	-4.88703571710917
730980000	60	-4.41088272445776
730983600	60	-4.13116400067101
730987200	60	-4.7135801289561
730990800	60	-4.19858382143936
730994400	60	-4.0374756098346
730998000	60	-3.94759990575343
731001600	60	-4.07259390150695
731005200	60	-4.19025510066241
731008800	60	-4.51248926518669
731012400	60	-4.26376023991993
731016000	60	-4.14601943250845
731019600	60	-3.87387084932203
731023200	60	-4.02046710797595
731026800	60	-4.16862493310675
731030400	61	-7.85749623519242
731034000	61	-6.43710111910815
731037600	61	-5.64923597289358
731041200	61	-4.3427912278375
731044800	61	-4.2067491442893
731048400	61	-4.13397061101138
731052000	61	-7.18665174837283
731055600	61	-6.03773272769737
731059200	61	-5.32046115257884
731062800	61	-5.23586062736895
731066400	61	-5.72046260337993
731070000	61	-6.37351563799611
731073600	61	-3.47308262477405
731077200	61	-5.23879416210476
731080800	61	-5.74236057388673
731084400	61	-7.03343180233957
731088000	61	-7.77002039723181
731091600	61	-8.28770796253568
731095200	61	-8.08952507377565
731098800	61	-8.10517547979283
731102400	61	-8.30774634408844
731106000	61	-8.10153921396595
731109600	61	-8.4401327725571
731113200	61	-9.89026248028285
731116800	62	-10.1480637391994
731120400	62	-11.5136702780469
731124000	62	-11.2422578580755
731127600	62	-11.3406351237936
731131200	62	-10.6615213057805
731134800	62	-9.70032594504461
731138400	62	-6.72551487166818
731142000	62	-6.46346530731311
731145600	62	-6.59581648545444
731149200	62	-6.18158730163248
731152800	62	-5.89312951165763
731156400	62	-5.70080255003277
731160000	62	-9.30431038371522
731163600	62	-6.49914874094643
731167200	62	-5.75282635315576
731170800	62	-6.31163147587161
731174400	62	-6.18563156966877
731178000	62	-6.07617022871679
731181600	62	-4.41226852097747
731185200	62	-5.14212070927084
731188800	62	-6.09857011352515
731192400	62	-6.0290030837573
731196000	62	-5.9308858023821
731199600	62	-5.94624869248849
731203200	63	-5.8957165181161
731206800	63	-6.46350254687088
731210400	63	-7.1406108163048
731214000	63	-7.45897595383944
731217600	63	-7.53734095752586
731221200	63	-7.21712799076762
731224800	63	-5.25595503266763
731228400	63	-5.66047931911612
731232000	63	-5.87697091737756
731235600	63	-5.43907398308392
731239200	63	-4.85796439117174
731242800	63	-4.32505125608032
731246400	63	-3.79868394541308
731250000	63	-3.84396078347155
731253600	63	-4.02246373719591
731257200	63	-4.03895904448549
731260800	63	-4.90092810406394
731264400	63	-5.61359892177916
731268000	63	-7.92945943355699
731271600	63	-7.44206732166376
731275200	63	-7.75002502998645
731278800	63	-7.2892654606367
731282400	63	-6.38497534004799
731286000	63	-5.40219621887024
731289600	64	-2.45577156164115
731293200	64	-2.57651028056708
731296800	64	-0.986885538966394
731300400	64	-0.0143356101135194
731304000	64	0.389112953408926
731307600	64	0.81125779106997
731311200	64	4.73694004659437
731314800	64	3.59323264055212
731318400	64	3.10965739187095
731322000	64	2.80241352328562
731325600	64	2.96834764736257
731329200	64	3.09181208953886
731332800	64	4.47731298770298
731336400	64	3.84211316178041
731340000	64	3.36548548317612
731343600	64	3.1986526816192
731347200	64	3.61045624212575
731350800	64	4.24284725496935
731354400	64	3.2572787429893
731358000	64	4.63547045821926
731361600	64	6.04744382772897
731365200	64	8.05031458746872
731368800	64	8.94827111461465
731372400	64	9.02391649418732
731376000	65	7.21635114303199
731379600	65	6.61721174645485
731383200	65	5.34251820894191
731386800	65	4.3884410294376
731390400	65	3.75401164928979
731394000	65	2.87189632266123
731397600	65	1.8057106777276
731401200	65	1.69738294346916
731404800	65	1.68937446902472
731408400	65	1.15703558464445
731412000	65	0.752475326169598
731415600	65	0.475104129003832
731419200	65	-0.730392987169475
731422800	65	-0.302826267268046
731426400	65	0.020213088501335
731430000	65	0.0957896863925712
731433600	65	0.562430929014151
731437200	65	0.906576853907471
731440800	65	1.5676698813753
731444400	65	1.17035307231913
731448000	65	0.577185242384116
731451600	65	0.447337355901304
731455200	65	0.921348158687837
731458800	65	1.33706754576635
731462400	66	0.95304241397094
731466000	66	1.7161108417801
731469600	66	1.50268488744008
731473200	66	1.42379186655016
731476800	66	2.12036007968151
731480400	66	2.14434645257581
731484000	66	0.371663076151094
731487600	66	1.15673197885402
731491200	66	1.33876350962887
731494800	66	0.690470199783393
731498400	66	-0.0359009226793131
731502000	66	-0.359164316785555
731505600	66	0.560345589264916
731509200	66	1.77788633717347
731512800	66	3.73974356888703
731516400	66	5.3911596481584
731520000	66	5.63108524253647
731523600	66	5.61572800388678
731527200	66	6.82057904372598
731530800	66	5.58546765654821
731534400	66	5.19390007516113
731538000	66	5.09591011651861
731541600	66	5.53547891895929
731545200	66	5.85962380203856
731548800	67	5.46300059366055
731552400	67	5.71078879379607
731556000	67	5.58521191975504
731559600	67	5.42072821248216
731563200	67	5.04686626512209
731566800	67	4.75066778903498
731570400	67	3.4844981356309
731574000	67	3.30063004769801
731577600	67	3.32410364215164
731581200	67	3.06654169081109
731584800	67	2.83906554922644
731588400	67	2.67106680964098
731592000	67	3.68645235978539
731595600	67	3.14378237210936
731599200	67	2.91018188722893
731602800	67	2.79947424457749
731606400	67	2.6377659924041
731610000	67	2.49377585376933
731613600	67	1.28587545004489
731617200	67	1.32097639039912
731620800	67	1.34960571887717
731624400	67	1.37970369152891
731628000	67	1.41837127828164
731631600	67	1.47088228010143
731635200	68	0.946841505104718
731638800	68	0.647793903507144
731642400	68	0.191939363082465
731646000	68	-0.362283331523915
731649600	68	-0.836591892485496
731653200	68	-1.38811528741456
731656800	68	-2.62097028025489
731660400	68	-2.47976654931766
731664000	68	-2.39918335649104
731667600	68	-2.41953354970974
731671200	68	-2.36689504748182
731674800	68	-2.4665190093014
731678400	68	-2.31703903134785
731682000	68	-2.76459145526075
731685600	68	-3.07625179798951
731689200	68	-3.19209329835263
731692800	68	-3.01456279786752
731696400	68	-2.83356525516522
731700000	68	-4.33680956972636
731703600	68	-3.59553583983789
731707200	68	-3.44032535659434
731710800	68	-3.60098175144665
731714400	68	-3.74504217978585
731718000	68	-3.80465069748472
731721600	69	-3.38309271380734
731725200	69	-3.71420900442737
731728800	69	-3.40133829333679
731732400	69	-3.0463220609705
731736000	69	-3.41209571891168
731739600	69	-3.83027254050378
731743200	69	-5.67035185375177
731746800	69	-4.75908092735259
731750400	69	-3.81653861064375
731754000	69	-3.1860218783308
731757600	69	-3.17349175532847
731761200	69	-3.07089186597863
731764800	69	-3.51994259842877
731768400	69	-3.33529310822806
731772000	69	-3.30741269070215
731775600	69	-3.07751491785849
731779200	69	-2.86739711647298
731782800	69	-2.67934428272976
731786400	69	-2.40060897735244
731790000	69	-2.33810111165572
731793600	69	-2.51554490887732
731797200	69	-2.47125285225244
731800800	69	-2.52631413014054
731804400	69	-2.64706279711754
731808000	70	-4.43832468905966
731811600	70	-4.28761750859104
731815200	70	-4.33173170190804
731818800	70	-4.33821233415411
731822400	70	-4.39033383147791
731826000	70	-4.27235035616889
731829600	70	-3.30242996938689
731833200	70	-3.20484764999019
731836800	70	-3.48272136522186
731840400	70	-3.53621357323646
731844000	70	-3.56365387692337
731847600	70	-3.57222585155212
731851200	70	-6.34550203752639
731854800	70	-4.35418991165126
731858400	70	-3.90829207775412
731862000	70	-3.52492172909631
731865600	70	-3.31123220793251
731869200	70	-2.35252489662254
731872800	70	1.4270382645798
731876400	70	6.69690877294908
731880000	70	10.9378791722994
731883600	70	10.5169122185225
731887200	70	8.06032154821408
731890800	70	6.30804525942653
731894400	71	4.37934964642965
731898000	71	4.70749595050629
731901600	71	3.95328639632949
731905200	71	3.14489260726872
731908800	71	2.69642395966735
731912400	71	2.12647717431562
731916000	71	1.19754114860948
731919600	71	1.09992451928557
731923200	71	1.05873939471695
731926800	71	0.394151071215061
731930400	71	-0.0985583082223918
731934000	71	-0.611510141261173
731937600	71	-0.958209739425411
731941200	71	-0.914320038176705
731944800	71	-0.694269777070261
731948400	71	-0.53852466460369
731952000	71	-0.797645678887401
731955600	71	-1.10857041938565
731959200	71	-1.85916687290019
731962800	71	-1.82890275274543
731966400	71	-2.23707010687918
731970000	71	-2.75067461876791
731973600	71	-2.81490984191406
731977200	71	-2.66722668549956
731980800	72	-2.08984663147769
731984400	72	-2.03709050210679
731988000	72	-1.92899029376302
731991600	72	-1.96478393926293
731995200	72	-2.26853119187365
731998800	72	-2.75851165735461
732002400	72	-1.57668550517154
732006000	72	-2.51983309925645
732009600	72	-2.82684405170119
732013200	72	-2.05781621761997
732016800	72	-0.691700559715867
732020400	72	0.575638895799928
732024000	72	1.06167145593841
732027600	72	1.61779064137474
732031200	72	1.82276290629251
732034800	72	1.89976451033383
732038400	72	1.73637999993854
732042000	72	1.57798608067734
732045600	72	0.597402950407671
732049200	72	0.923836542358544
732052800	72	1.22246938428396
732056400	72	1.36141443102559
732060000	72	1.40939037710323
732063600	72	1.36026033477813
732067200	73	0.775368873949639
732070800	73	0.744196272010955
732074400	73	0.261522890984896
732078000	73	-0.327600264006861
732081600	73	-0.970942783946926
732085200	73	-1.66627074658089
732088800	73	-2.77975364230985
732092400	73	-2.81639509229977
732096000	73	-2.58065582009823
732099600	73	-1.97901818723045
732103200	73	-1.56930827876864
732106800	73	-1.33823122260818
732110400	73	-0.657501976611427
732114000	73	-0.897597825759284
732117600	73	-1.50613494609855
732121200	73	-2.22853161608033
732124800	73	-2.61730517828082
732128400	73	-2.91519939243705
732132000	73	-3.91345688436513
732135600	73	-3.55072672376396
732139200	73	-3.63516658114989
732142800	73	-3.82353241326337
732146400	73	-3.86474358691035
732150000	73	-3.81839274084386
732153600	74	-4.83559781942573
732157200	74	-4.39472163966752
732160800	74	-4.28230940635005
732164400	74	-4.38520626567711
732168000	74	-4.81671012968286
732171600	74	-5.2032044310127
732175200	74	-4.01153441624732
732178800	74	-5.07219064797342
732182400	74	-5.11155363704674
732186000	74	-4.67433594600476
732189600	74	-4.12149380155693
732193200	74	-3.72874398915093
732196800	74	-1.13260285895893
732200400	74	-2.02900162287585
732204000	74	-2.16977268240081
732207600	74	-2.14508819356347
732211200	74	-2.23831310254069
732214800	74	-2.38065188438788
732218400	74	-1.52143628642337
732222000	74	-1.88700948339106
732225600	74	-2.09232404855905
732229200	74	-1.81702759540955
732232800	74	-1.37624663058391
732236400	74	-1.14627184061589
732240000	75	-1.47365494621723
732243600	75	-1.77665374118324
732247200	75	-2.04512760655627
732250800	75	-2.09863360991422
732254400	75	-2.21498824239911
732258000	75	-2.36253480870744
732261600	75	-1.15045024898249
732265200	75	-2.05771553923236
732268800	75	-2.13868746637468
732272400	75	-1.68840952080335
732276000	75	-1.56259240444018
732279600	75	-1.42115106167645
732283200	75	-2.3891806615114
732286800	75	-1.85551594563061
732290400	75	-1.96475089742555
732294000	75	-2.03896104242618
732297600	75	-2.15241937131195
732301200	75	-2.27185282357339
732304800	75	-2.26623502196775
732308400	75	-2.49285439064888
732312000	75	-2.79607322476165
732315600	75	-2.83678099486893
732319200	75	-2.80818295604843
732322800	75	-2.73259019877417
732326400	76	-2.51401426770177
732330000	76	-3.03323272890985
732333600	76	-3.66192282794708
732337200	76	-4.00866265881435
732340800	76	-4.26159748449771
732344400	76	-4.0832003791949
732348000	76	-2.60888599899767
732351600	76	-3.18808264090257
732355200	76	-3.12023712411109
732358800	76	0.485215746605369
732362400	76	6.01414170575815
732366000	76	9.92714732746114
732369600	76	7.51974222059407
732373200	76	8.72027761234092
732376800	76	9.06310101742085
732380400	76	9.21609381590045
732384000	76	7.67152128967246
732387600	76	6.10480423397812
732391200	76	4.14626826373591
732394800	76	2.98184751723121
732398400	76	2.81580004092501
732402000	76	3.95037495221901
732405600	76	5.3290701120367
732409200	76	6.2085558282945
