Unix	jday	dp
1212278400	153	153.53
1212289200	153	145.71
1212300000	153	165.23
1212310800	153	163.36
1212321600	153	166.49
1212332400	153	162.1
1212343200	153	163.56
1212354000	153	156.16
1212364800	154	156.88
1212375600	154	184.4
1212386400	154	165.62
1212397200	154	139.4
1212408000	154	152
1212418800	154	154.28
1212429600	154	160.76
1212440400	154	157.34
1212451200	155	160.34
1212462000	155	162.35
1212472800	155	165.36
1212483600	155	168.3
1212494400	155	208.26
1212505200	155	198.53
1212516000	155	190.15
1212526800	155	188.2
1212537600	156	195.61
1212548400	156	192.04
1212559200	156	172.47
1212570000	156	167.16
1212580800	156	171.6
1212591600	156	166.05
1212602400	156	168.59
1212613200	156	162.67
1212624000	157	165.27
1212634800	157	166.14
1212645600	157	173.51
1212656400	157	169.15
1212667200	157	173.36
1212678000	157	168.51
1212688800	157	173.35
1212699600	157	169.03
1212710400	158	174.29
1212721200	158	170.11
1212732000	158	174.78
1212742800	158	171.29
1212753600	158	176.97
1212764400	158	170.1
1212775200	158	173.37
1212786000	158	167.65
1212796800	159	170.48
1212807600	159	172.3
1212818400	159	175.51
1212829200	159	170.4
1212840000	159	177.27
1212850800	159	172.05
1212861600	159	206.07
1212872400	159	173.06
1212883200	160	173.36
1212894000	160	169.64
1212904800	160	174.01
1212915600	160	169.49
1212926400	160	172.95
1212937200	160	170.67
1212948000	160	174.94
1212958800	160	169.88
1212969600	161	171.19
1212980400	161	164.38
1212991200	161	165.65
1213002000	161	170.51
1213012800	161	173.6
1213023600	161	168.59
1213034400	161	172.82
1213045200	161	169.05
1213056000	162	173.31
1213066800	162	166.05
1213077600	162	170.17
1213088400	162	161.24
1213099200	162	166.38
1213110000	162	163.5
1213120800	162	167.51
1213131600	162	162.84
1213142400	163	164.78
1213153200	163	157.58
1213164000	163	157.81
1213174800	163	153.59
1213185600	163	154.62
1213196400	163	151.34
1213207200	163	152.96
1213218000	163	150.44
1213228800	164	152.89
1213239600	164	307.24
1213250400	164	152.79
1213261200	164	150.13
1213272000	164	323.48
1213282800	164	327.9
1213293600	164	327.53
1213304400	164	46.97
1213315200	165	46.03
1213326000	165	354.14
1213336800	165	14.16
1213347600	165	13.68
1213358400	165	18.54
1213369200	165	14.57
1213380000	165	10.09
1213390800	165	9.35
1213401600	166	0.74
1213412400	166	83.21
1213423200	166	78.91
1213434000	166	79.13
1213444800	166	74.76
1213455600	166	75.53
1213466400	166	72.3
1213477200	166	74.65
1213488000	167	73.29
1213498800	167	76.76
1213509600	167	72.12
1213520400	167	74.84
1213531200	167	80.76
1213542000	167	88.89
1213552800	167	101.57
1213563600	167	112.99
1213574400	168	125.18
1213585200	168	127.33
1213596000	168	90.57
1213606800	168	89.04
1213617600	168	88.01
1213628400	168	89.93
1213639200	168	213.56
1213650000	168	206.17
1213660800	169	193.1
1213671600	169	177.04
1213682400	169	168.24
1213693200	169	161.3
1213704000	169	175.92
1213714800	169	167.21
1213725600	169	169.99
1213736400	169	157.46
1213747200	170	139.47
1213758000	170	117.48
1213768800	170	128.94
1213779600	170	134.73
1213790400	170	145
1213801200	170	144
1213812000	170	147.33
1213822800	170	148.7
1213833600	171	148.75
1213844400	171	144.72
1213855200	171	87.42
1213866000	171	86.79
1213876800	171	90.04
1213887600	171	92.9
1213898400	171	90.16
1213909200	171	83.2
1213920000	172	113.43
1213930800	172	109.51
1213941600	172	112.47
1213952400	172	109.59
1213963200	172	113.27
1213974000	172	110.64
1213984800	172	114.64
1213995600	172	94.69
1214006400	173	61.09
1214017200	173	65.65
1214028000	173	63.03
1214038800	173	60.58
1214049600	173	58.47
1214060400	173	53.58
1214071200	173	53.16
1214082000	173	58.14
1214092800	174	64.89
1214103600	174	67.98
1214114400	174	72.7
1214125200	174	76.35
1214136000	174	75.32
1214146800	174	76.52
1214157600	174	73.58
1214168400	174	74.59
1214179200	175	76.09
1214190000	175	76.53
1214200800	175	73
1214211600	175	74.81
1214222400	175	72.81
1214233200	175	77.1
1214244000	175	74.68
1214254800	175	77.61
1214265600	176	221.73
1214276400	176	196.63
1214287200	176	198.65
1214298000	176	215.12
1214308800	176	164.94
1214319600	176	176.24
1214330400	176	172.23
1214341200	176	165.5
1214352000	177	179.8
1214362800	177	174.06
1214373600	177	179.64
1214384400	177	174.16
1214395200	177	178.69
1214406000	177	172.79
1214416800	177	177.67
1214427600	177	172.68
1214438400	178	175.97
1214449200	178	171.51
1214460000	178	175.57
1214470800	178	170.52
1214481600	178	173.69
1214492400	178	42.1
1214503200	178	44.04
1214514000	178	65.91
1214524800	179	63.03
1214535600	179	236.44
1214546400	179	220.49
1214557200	179	207.31
1214568000	179	229.29
1214578800	179	235.05
1214589600	179	235.97
1214600400	179	235.26
1214611200	180	234.55
1214622000	180	210.35
1214632800	180	203.84
1214643600	180	161.12
1214654400	180	144.5
1214665200	180	135.47
1214676000	180	128.05
1214686800	180	123.67
1214697600	181	122.46
1214708400	181	120.5
1214719200	181	121.01
1214730000	181	118.59
1214740800	181	118.27
1214751600	181	117.14
1214762400	181	117.59
1214773200	181	116.9
1214784000	182	117.82
1214794800	182	117.67
1214805600	182	119.21
1214816400	182	119.15
1214827200	182	120.53
1214838000	182	118.18
1214848800	182	119.86
1214859600	182	119.84
1214870400	183	120.53
